label,threshold,support_positive,support_negative,tp,fp,tn,fn,sensitivity,specificity,balanced_accuracy,precision,recall,f1,auc,pr_auc,brier,ece
Eczema,0.5,740,2789,64,0,2789,676,0.08648648648648649,1.0,0.5432432432432432,1.0,0.08648648648648649,0.15920398009950248,0.9234856046437259,0.8226117302542308,0.11995162426915752,0.15248858072507554
Allergic Contact Dermatitis,0.5,613,2916,46,0,2916,567,0.07504078303425775,1.0,0.5375203915171288,1.0,0.07504078303425775,0.13960546282245828,0.9360495169811828,0.8165628782335501,0.10089473639080894,0.12933015818274401
Insect Bite,0.5,282,3247,21,1,3246,261,0.07446808510638298,0.9996920234062211,0.537080054256302,0.9545454545454546,0.07446808510638298,0.13815789473684212,0.9688659690232337,0.8130661072925628,0.04587016429808126,0.06678248906746465
Urticaria,0.5,232,3297,22,2,3295,210,0.09482758620689655,0.9993933879284198,0.5471104870676582,0.9166666666666666,0.09482758620689655,0.171875,0.9826762574126949,0.8565925942993199,0.03541001974265882,0.06275391424302232
Psoriasis,0.5,216,3313,16,0,3313,200,0.07407407407407407,1.0,0.537037037037037,1.0,0.07407407407407407,0.13793103448275862,0.9767889682619535,0.8489054157507733,0.03767299015592604,0.06341832464536679
Folliculitis,0.5,188,3341,33,1,3340,155,0.17553191489361702,0.9997006884166417,0.5876163016551293,0.9705882352941176,0.17553191489361702,0.2972972972972973,0.9801228451158082,0.8668568296431446,0.026991612244472905,0.049494851590374166
Irritant Contact Dermatitis,0.5,174,3355,13,0,3355,161,0.07471264367816093,1.0,0.5373563218390804,1.0,0.07471264367816093,0.13903743315508021,0.9526208952155816,0.8489248815328184,0.030144868687907743,0.05113614936957386
Tinea,0.5,144,3385,21,0,3385,123,0.14583333333333334,1.0,0.5729166666666666,1.0,0.14583333333333334,0.2545454545454545,0.9835713113408829,0.9258196191673856,0.02246439878134869,0.05073137201963938
Herpes Zoster,0.5,99,3430,56,0,3430,43,0.5656565656565656,1.0,0.7828282828282829,1.0,0.5656565656565656,0.7225806451612903,0.9885943987984804,0.9338277427738597,0.00877072928325957,0.02199206377051969
Drug Rash,0.5,104,3425,28,0,3425,76,0.2692307692307692,1.0,0.6346153846153846,1.0,0.2692307692307692,0.42424242424242425,0.9832762492981472,0.927406888822841,0.013322698341595399,0.031711178913275136
Herpes Simplex,0.5,100,3429,58,0,3429,42,0.58,1.0,0.79,1.0,0.58,0.7341772151898734,0.9967920676582093,0.9613999845955534,0.008012654692335225,0.021794344205089224
Impetigo,0.5,85,3444,42,0,3444,43,0.49411764705882355,1.0,0.7470588235294118,1.0,0.49411764705882355,0.6614173228346457,0.9928673908587826,0.9809009087932627,0.00735096545895494,0.02354876571661808
Acute Dermatitis NOS,0.5,87,3442,35,0,3442,52,0.40229885057471265,1.0,0.7011494252873564,1.0,0.40229885057471265,0.5737704918032787,0.9932109773120412,0.9489363585117125,0.00948561423748155,0.025143384374662466
Hypersensitivity,0.5,79,3450,30,0,3450,49,0.379746835443038,1.0,0.689873417721519,1.0,0.379746835443038,0.5504587155963303,0.9948890111906072,0.9543747842957289,0.008113128864684136,0.020984372091052306
Acne,0.5,69,3460,53,0,3460,16,0.7681159420289855,1.0,0.8840579710144927,1.0,0.7681159420289855,0.8688524590163934,0.9989277037781688,0.978893885591158,0.003615923764540302,0.012464525107192734
Pigmented Purpuric Eruption,0.5,69,3460,43,0,3460,26,0.6231884057971014,1.0,0.8115942028985508,1.0,0.6231884057971014,0.7678571428571429,0.9968794504481862,0.9741304233700927,0.005209596769536648,0.01720670720875571
Leukocytoclastic Vasculitis,0.5,69,3460,43,0,3460,26,0.6231884057971014,1.0,0.8115942028985508,1.0,0.6231884057971014,0.7678571428571429,0.9996230208595124,0.9908681059576198,0.004919090184996479,0.01729506666120581
Lichen Planus Lichenoid Eruption,0.5,62,3467,51,0,3467,11,0.8225806451612904,1.0,0.9112903225806452,1.0,0.8225806451612904,0.9026548672566371,0.9967295328302801,0.9851781572844192,0.0027325358900048644,0.01265102341968117
Pityriasis Rosea,0.5,56,3473,49,0,3473,7,0.875,1.0,0.9375,1.0,0.875,0.9333333333333333,0.9999794331783967,0.998809523809524,0.002050192208545111,0.009748326609076458
Viral Exanthem,0.5,57,3472,42,0,3472,15,0.7368421052631579,1.0,0.868421052631579,1.0,0.7368421052631579,0.8484848484848485,0.9984689546446762,0.9840279059629986,0.003301082856867982,0.012881410027387984
Lichen Simplex Chronicus,0.5,55,3474,43,0,3474,12,0.7818181818181819,1.0,0.8909090909090909,1.0,0.7818181818181819,0.8775510204081632,0.9988904589940859,0.9760893416927899,0.0024113075078948712,0.00837010999836409
Stasis Dermatitis,0.5,49,3480,46,0,3480,3,0.9387755102040817,1.0,0.9693877551020409,1.0,0.9387755102040817,0.968421052631579,0.9966690124325593,0.9812125822776436,0.0016788602015082037,0.007976554221522526
Keratosis Pilaris,0.5,43,3486,42,0,3486,1,0.9767441860465116,1.0,0.9883720930232558,1.0,0.9767441860465116,0.9882352941176471,1.0,1.0000000000000002,0.0008496660637473024,0.006200769423194886
CD - Contact Dermatitis,0.5,49,3480,42,0,3480,7,0.8571428571428571,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9230769230769231,0.9998475252169833,0.992688857120344,0.002068062285685057,0.010253395411240367
Scabies,0.5,44,3485,37,0,3485,7,0.8409090909090909,1.0,0.9204545454545454,1.0,0.8409090909090909,0.9135802469135802,0.9990543889396113,0.980537613260116,0.001648431593746751,0.006722832400240679
