encoder,seed,split,subset_accuracy,precision_micro,recall_micro,f1_micro,precision_macro,recall_macro,f1_macro,auc_micro,auc_macro,pr_auc_micro,pr_auc_macro,brier_macro,ece_macro
clip_vitb32,42,train,0.0110512893170869,0.09813257690879,0.7718459495351926,0.1741266702618491,0.0908523067947463,0.8135526288288001,0.1563285570228508,0.7909166695755458,0.8275344471716366,0.1181331698014498,0.1711616984853328,0.1870645689440503,0.3243096399968367
clip_vitb32,42,validation,0.0013262599469496,0.0898894154818325,0.7077114427860697,0.1595178020745724,0.0831897655939135,0.7174016670457057,0.142171158126851,0.7571622175612022,0.7714797127712311,0.0994261151170687,0.1500675862452443,0.1901686748101147,0.3258683058697067
clip_vitb32,42,test,0.004,0.0924304035032843,0.7359900373599004,0.1642350979574822,0.0823741071289456,0.7131336250214484,0.1413907206519742,0.7684173289818831,0.7768289322012378,0.1041605563816288,0.1509522800586271,0.19094985238081,0.3273236479028298
clip_vitb32,43,train,0.0096344573533578,0.087294699964645,0.7213811420982735,0.1557428751648603,0.0881563583909746,0.8105219401803591,0.1487806625634744,0.7550566319456564,0.8282194568885813,0.1012782230777833,0.1798535538051755,0.2086781534770301,0.346668499688281
clip_vitb32,43,validation,0.0013262599469496,0.0810730253353204,0.6766169154228856,0.1447963800904977,0.0820862320671342,0.7425665635573497,0.1382392844438572,0.7202060805911703,0.7675443284732942,0.0828494797384901,0.151281065745901,0.212032688995447,0.3487945020659878
clip_vitb32,43,test,0.0053333333333333,0.084407796101949,0.701120797011208,0.1506757660912618,0.0856086175556192,0.7469185948832485,0.1435030307375977,0.7341876499372963,0.7741206586521721,0.0865300871531382,0.1563340147031835,0.2118741281928024,0.349648563512833
clip_vitb32,44,train,0.0068007934258996,0.0788172965933643,0.7073041168658698,0.1418299957392416,0.0804475911655358,0.810382993332136,0.1356588077084267,0.7291763972604334,0.8026701203367655,0.0958061429429517,0.150887111535955,0.2200882702059769,0.375447956978528
clip_vitb32,44,validation,0.0,0.0702805774993189,0.6417910447761194,0.1266879450036828,0.0707897965370499,0.7335872659241113,0.1195691629243183,0.6963487588104033,0.7554907510225451,0.0841475397778647,0.1437009455823155,0.2223108861661657,0.3772376123335106
clip_vitb32,44,test,0.0,0.0793628808864266,0.7135740971357409,0.1428393369063941,0.079864964205821,0.7766284074925189,0.134082724010925,0.7185587825672672,0.7669348888697187,0.0875137692421944,0.1451034809662975,0.2221410905512509,0.3777206447468775
clip_vitb32,45,train,0.0198356474922074,0.1045687677149413,0.8231075697211155,0.1855633064878297,0.1007725244756749,0.8451565933799182,0.1738293830101879,0.8188605291518432,0.847222727938851,0.142328539078619,0.1948636731741981,0.1852070491820028,0.3106239536919165
clip_vitb32,45,validation,0.0119363395225464,0.0953200813898888,0.7574626865671642,0.1693312943139163,0.0864454175469035,0.7224981887188067,0.1488796478801518,0.7799958287913199,0.7836095403747924,0.1138415582319937,0.1553015234692309,0.1894431221923205,0.3133264309297667
clip_vitb32,45,test,0.016,0.0966077848991714,0.7696139476961394,0.1716666666666666,0.0868475059316611,0.7170790093694456,0.1491716022860387,0.7862852854201049,0.7809626899979619,0.1183822019340249,0.1596078579032676,0.1890872825394736,0.3126066834050698
clip_vitb32,46,train,0.0269198073108529,0.0973317353182363,0.8196547144754316,0.1740012968340334,0.0907662008370162,0.8728201902521917,0.157541527133129,0.8068514748331641,0.8500166796499539,0.135117484570537,0.1929350425791466,0.2089167741715299,0.3313851698420001
clip_vitb32,46,validation,0.0106100795755968,0.0870327102803738,0.7412935323383084,0.1557762676424464,0.0804549156541551,0.7505316813784988,0.1389751616288173,0.7621928592656798,0.7809631770809123,0.1053363494799494,0.1567291862407866,0.2130467231504161,0.3327418849012565
clip_vitb32,46,test,0.02,0.0914678764817796,0.7783312577833126,0.1636982713462546,0.0824863968603007,0.7631530637703028,0.1430768519103379,0.7753662871048079,0.7769530379585557,0.1126088328079072,0.1594714637390519,0.2141503363021702,0.3346768359480906
clip_vitb32,47,train,0.025219608954378,0.0944540409423352,0.6826029216467463,0.1659456318202363,0.0982970740275541,0.8087370797431264,0.1623103303457304,0.782304135734275,0.8436364836840223,0.1169018373163078,0.1887126251871976,0.1853102938030397,0.3139670118351925
clip_vitb32,47,validation,0.0106100795755968,0.0870392801522754,0.6256218905472637,0.1528178641956555,0.0871346084470348,0.7043738162776931,0.1433244514943527,0.7451416653295642,0.7781723191969243,0.0978084863846758,0.1600341617102587,0.1886961682119975,0.3166374961244432
clip_vitb32,47,test,0.0186666666666666,0.0887985087273343,0.6525529265255293,0.1563245823389021,0.0897242307518518,0.7053637711682282,0.147535547420169,0.753518020855791,0.7829920171313519,0.0988643074941311,0.1560593164007577,0.190186134082986,0.3177514629702002
clip_vitb32,48,train,0.0158685179937659,0.0972512116602398,0.7301460823373174,0.1716408591408591,0.0940373738261119,0.7880175492542874,0.159029487413782,0.7811192549244179,0.82223854617635,0.11195274589526,0.1708170072760801,0.1865231692339818,0.3166915956676979
clip_vitb32,48,validation,0.0053050397877984,0.089751958224543,0.6840796019900498,0.1586843623773802,0.0868536557183592,0.7087953247858887,0.1462676213641745,0.7470929046444602,0.7691897503609966,0.0908997826797693,0.1462204073391891,0.1900950376635891,0.3194119832876074
clip_vitb32,48,test,0.0106666666666666,0.0949711459192085,0.7173100871731009,0.1677344205008736,0.0906701961736288,0.7207415240638687,0.1523311908976515,0.7620275446431762,0.7731746121657269,0.0947395039814518,0.1514592618791067,0.1901057055362248,0.3194779320452948
