encoder,seed,split,subset_accuracy,precision_micro,recall_micro,f1_micro,precision_macro,recall_macro,f1_macro,auc_micro,auc_macro,pr_auc_micro,pr_auc_macro,brier_macro,ece_macro
inception_v3,42,train,0.0,0.13903743315508021,0.5416666666666666,0.22127659574468084,0.2316081871345029,0.7047619047619048,0.29398253208779523,0.6657884465261514,0.906829131652661,0.2837513434976911,0.7872817161052456,0.2351275047883868,0.40474251063246475
inception_v3,42,validation,0.0,0.07407407407407407,0.2222222222222222,0.1111111111111111,0.026666666666666665,0.08,0.04,0.4393939393939394,0.2222222222222222,0.1226137010297058,0.4074074074074074,0.25203934106397274,0.3963734825452169
inception_v3,42,test,0.0,0.16393442622950818,0.4,0.23255813953488372,0.08,0.36,0.12666666666666665,0.5104,0.39166666666666666,0.17725614197897444,0.34523809523809523,0.24796511651583233,0.32386669278144836
