encoder,classifier,split,subset_accuracy,precision_micro,recall_micro,f1_micro,precision_macro,recall_macro,f1_macro,auc_micro,auc_macro,pr_auc_micro,pr_auc_macro,brier_macro,ece_macro
derm_foundation,knn,train,0.998299801643525,0.9989381470666313,0.999468791500664,0.9992033988316517,0.9995871543052067,0.9997219811877409,0.9996539118639624,0.9999999355329492,0.9999997707878455,0.9999978863241523,0.9999954527014344,3.967129498453208e-05,2.4057862616785047e-09
derm_foundation,knn,validation,0.3859416445623342,0.3346153846153846,0.10820895522388059,0.16353383458646617,0.2220815678843848,0.08198313926655766,0.11362430762778543,0.7740568877875944,0.6919056479889325,0.18781918204364997,0.17440790653741153,0.04008991561659196,0.029987593625969044
derm_foundation,knn,test,0.39466666666666667,0.35714285714285715,0.11830635118306351,0.17773620205799812,0.2592366937410416,0.07520188793457061,0.11321084921459844,0.7814562055244858,0.6932363900026676,0.20265250960894327,0.16374553440202397,0.039504067839189666,0.02831728976785737
