encoder,split,subset_accuracy__mean,subset_accuracy__std,precision_micro__mean,precision_micro__std,recall_micro__mean,recall_micro__std,f1_micro__mean,f1_micro__std,precision_macro__mean,precision_macro__std,recall_macro__mean,recall_macro__std,f1_macro__mean,f1_macro__std,auc_micro__mean,auc_micro__std,auc_macro__mean,auc_macro__std,pr_auc_micro__mean,pr_auc_micro__std,pr_auc_macro__mean,pr_auc_macro__std,brier_macro__mean,brier_macro__std,ece_macro__mean,ece_macro__std
bit50,test,0.00453333333333331,0.004541169697580365,0.06909986123994119,0.006766399978997471,0.638854296388543,0.0900339053686459,0.12460749453058081,0.012297843610360524,0.07000479877299316,0.0043036377753908105,0.6823067827715945,0.04442845290366915,0.11512980779251163,0.00729797535086184,0.6765750211932311,0.027171624957508043,0.710826338722604,0.006453771462343464,0.07471522543250113,0.006001333319585731,0.11205971890883026,0.004251449264175656,0.22359225489419451,0.013059163997276744,0.3884630630352626,0.018117828975641855
bit50,train,0.0050155851516009795,0.004452550835821799,0.07173706732605507,0.0073457621184749135,0.6655776892430278,0.09816491366802726,0.129400518232716,0.01335454650526664,0.07332080498075406,0.0048912943396619306,0.7449481324236709,0.05811839795361582,0.12137256225120105,0.008471081019373479,0.6979423161407571,0.03146691596184002,0.7585865208559749,0.015841897359066315,0.08351334991139411,0.008364035837759739,0.12601181044641074,0.00938733699810584,0.2224450053766934,0.01294819311721314,0.38894666681701917,0.01783292970999775
bit50,validation,0.00411140583554376,0.0037746019816333382,0.06776328582404942,0.006614210530831903,0.6216417910447761,0.09074167103556886,0.12209041477803331,0.012010289105042038,0.06867648605690661,0.005318010583702411,0.6692722145054804,0.050975814569022365,0.11198724265896003,0.0063648371731489135,0.6708762584616539,0.029240376434348753,0.7058734901420662,0.007560419188982965,0.07457203379135124,0.007189805881030421,0.12044432170072125,0.007727418878912566,0.22242818263716085,0.0132488947063464,0.3877433069097279,0.01822235639276542
