model_id,encoder,classifier,scope_n,selected_positive_labels,scope_positive_cases,scope_all_zero_cases,pr_no_skill_baseline,roc_auc_macro,roc_auc_micro,pr_auc_macro,pr_auc_micro,pr_macro_lift_ratio,pr_micro_lift_ratio,pr_macro_normalized_gain,pr_micro_normalized_gain,pr_auc_macro_ci_95_lower,pr_auc_micro_ci_95_lower,roc_auc_macro_ci_95_lower,roc_auc_micro_ci_95_lower,pr_auc_macro_ci_95_upper,pr_auc_micro_ci_95_upper,roc_auc_macro_ci_95_upper,roc_auc_micro_ci_95_upper
bit50__logistic,bit50,logistic,15,683,367,383,0.06071111111111111,0.6770654675918499,0.7277790702040566,0.1408806434852524,0.14580550746224427,2.3205084029415657,2.401628051171666,0.08535130493130402,0.09059448840259754,,,,,,,,
bit50__logistic,bit50,logistic,20,752,389,361,0.050133333333333335,0.6890560425616995,0.7376926082197426,0.12251270665052146,0.134929535586312,2.4437374996779546,2.691413608769521,0.07619950868597851,0.08927168962624087,,,,,,,,
bit50__logistic,bit50,logistic,25,803,398,352,0.042826666666666666,0.6905739298573387,0.7413295103522263,0.11015903738395699,0.12598333481892804,2.572206663697626,2.941703023480574,0.07034501314699915,0.08687733481110496,,,,,,,,
bit50__mil,bit50,mil,5,443,291,459,0.11813333333333334,0.6300732823895145,0.6143531642640517,0.17139252214415152,0.1492805065711877,1.4508396344030883,1.2636611730066678,0.06039369762339527,0.03531959469064221,,,,,,,,
bit50__mil,bit50,mil,10,594,341,409,0.0792,0.6665689724599821,0.6488324211318708,0.14067967146800364,0.11438559738949211,1.776258478131359,1.444262593301668,0.06676767101216728,0.03821198673923991,,,,,,,,
bit50__mil,bit50,mil,15,683,367,383,0.06071111111111111,0.6961949507955115,0.6744695113561778,0.13307920664828268,0.10105037829450557,2.1920074301510692,1.6644462017762631,0.07704562078103343,0.04294660318095842,,,,,,,,
bit50__mil,bit50,mil,20,752,389,361,0.050133333333333335,0.7181031014439138,0.6854656999265294,0.1303563887325284,0.09034657548422453,2.6001939241860716,1.8021258407757552,0.08445717511144904,0.04233567042836665,,,,,,,,
bit50__mil,bit50,mil,25,803,398,352,0.042826666666666666,0.7218229786558734,0.6984782090840187,0.11911935532768111,0.08340767018852586,2.7814295297559415,1.9475639053983314,0.07970624128790443,0.0423967134359425,,,,,,,,
bit50__random_forest,bit50,random_forest,5,443,291,459,0.11813333333333334,0.6954383196457489,0.7427820868381659,0.24059236307258586,0.2724045550315829,2.0366170688988645,2.3059076328858596,0.13886342955010492,0.17493712771951492,,,,,,,,
bit50__random_forest,bit50,random_forest,10,594,341,409,0.0792,0.7099622924142143,0.7759731205285796,0.18778803397264016,0.24000781943833374,2.3710610350080827,3.0304017605850215,0.1179279256870549,0.17463924786960658,,,,,,,,
bit50__random_forest,bit50,random_forest,15,683,367,383,0.06071111111111111,0.7288981634545345,0.7994471171265665,0.1760929124135176,0.22962557407628614,2.9005055119356853,3.782266044448344,0.12283952537636729,0.17983228052978323,,,,,,,,
bit50__random_forest,bit50,random_forest,20,752,389,361,0.050133333333333335,0.7394240613729062,0.8130401560652035,0.16345545075430842,0.21836235055972686,3.260414576216258,4.355631992547743,0.11930318369698388,0.17710803329561361,,,,,,,,
bit50__random_forest,bit50,random_forest,25,803,398,352,0.042826666666666666,0.7322529701410825,0.8189298696778483,0.1429849875668884,0.2086518328817896,3.338690556512027,4.872007305770305,0.10463969002502689,0.173244657409793,,,,,,,,
bit50__svm_linear,bit50,svm_linear,5,443,291,459,0.11813333333333334,0.6362110298255453,0.6980827999434813,0.1779905896184097,0.21099249862611175,1.5066923500429714,1.7860538822752121,0.06787563080406299,0.10529841846021137,,,,,,,,
bit50__svm_linear,bit50,svm_linear,10,594,341,409,0.0792,0.662957005214836,0.7386464802479862,0.149262275503629,0.1875046597080659,1.8846246907023863,2.367483077122044,0.07608848338795504,0.1176201777889508,,,,,,,,
bit50__svm_linear,bit50,svm_linear,15,683,367,383,0.06071111111111111,0.6672075945463288,0.7634125328154268,0.13818081022500495,0.17471294374302557,2.2760382357705793,2.8777754276852674,0.0824769674487845,0.12137036217555008,,,,,,,,
bit50__svm_linear,bit50,svm_linear,20,752,389,361,0.050133333333333335,0.681391129813455,0.7761038410019472,0.11897104053494792,0.1649552625813528,2.373092563861993,3.290331035532303,0.0724709157793528,0.12088215459856064,,,,,,,,
bit50__svm_linear,bit50,svm_linear,25,803,398,352,0.042826666666666666,0.6833515873554541,0.7870691418019893,0.11149767320497633,0.158453747885841,2.6034637267662593,3.6998851467739957,0.07174354335506247,0.12080056682785527,,,,,,,,
clip_vitb32__gradient_boosting,clip_vitb32,gradient_boosting,5,443,291,459,0.11813333333333334,0.733151665365825,0.7693298502867916,0.2564435520339202,0.2939008146657572,2.170797562363884,2.4878737133105853,0.1568380163674632,0.19931298911296927,,,,,,,,
clip_vitb32__gradient_boosting,clip_vitb32,gradient_boosting,10,594,341,409,0.0792,0.7580681442544441,0.8042077303589031,0.20166476911470096,0.24897765556633084,2.54627233730683,3.1436572672516516,0.13299822883872825,0.1843805990077442,,,,,,,,
clip_vitb32__gradient_boosting,clip_vitb32,gradient_boosting,15,683,367,383,0.06071111111111111,0.7848120183956302,0.8229574211047653,0.17308839416470853,0.22102882306676438,2.8510167413659895,3.64066509443792,0.11964080953468072,0.17067987692827666,,,,,,,,
clip_vitb32__gradient_boosting,clip_vitb32,gradient_boosting,20,752,389,361,0.050133333333333335,0.7885007472485797,0.827727921126668,0.15000597870749338,0.1970977438646826,2.9921405327292563,3.931470954747658,0.10514385742647395,0.1547210947480516,,,,,,,,
clip_vitb32__gradient_boosting,clip_vitb32,gradient_boosting,25,803,398,352,0.042826666666666666,0.7664927485526198,0.8249765238604523,0.13287963292193583,0.17465537775903814,3.1027311547774556,4.078192195494353,0.09408219297299253,0.1377271038603647,,,,,,,,
clip_vitb32__knn,clip_vitb32,knn,5,443,291,459,0.11813333333333334,0.632028077154779,0.6927909946819149,0.18699254229340043,0.22379225964658025,1.5828939810389426,1.8944040037803067,0.07808346948903888,0.11981281332769154,,,,,,,,
clip_vitb32__knn,clip_vitb32,knn,10,594,341,409,0.0792,0.6457256903224339,0.7171019978723425,0.1577147862878469,0.18978735634785768,1.9913483117152386,2.396305004392142,0.08526801291034633,0.12009921410497142,,,,,,,,
clip_vitb32__knn,clip_vitb32,knn,15,683,367,383,0.06071111111111111,0.6405736367285075,0.7261873306230715,0.13524143882794895,0.1702846659132609,2.2276225282788076,2.80483527309544,0.07934760923766687,0.1166558617889832,,,,,,,,
clip_vitb32__knn,clip_vitb32,knn,20,752,389,361,0.050133333333333335,0.6308352041512049,0.7275902198292855,0.11677280190859163,0.15649364880842664,2.3292447189213754,3.1215488459127654,0.07015665557473852,0.11197394245693429,,,,,,,,
clip_vitb32__knn,clip_vitb32,knn,25,803,398,352,0.042826666666666666,0.6198896315999067,0.7279059741492887,0.10429554807133087,0.14684841457509146,2.435294553346767,3.428901336591488,0.06421917458836875,0.10867597778363876,,,,,,,,
clip_vitb32__logistic,clip_vitb32,logistic,5,443,291,459,0.11813333333333334,0.7054198479118937,0.7333032537179156,0.2202827752222934,0.22635724731178775,1.8646961785182847,1.9161166533164875,0.1158332044401573,0.1227214023039625,,,,,,,,
clip_vitb32__logistic,clip_vitb32,logistic,10,594,341,409,0.0792,0.7205496909064737,0.7632893272916441,0.17340410073399393,0.18118335453199375,2.189445716338307,2.2876686178282037,0.10230679923326881,0.11075516347957617,,,,,,,,
clip_vitb32__logistic,clip_vitb32,logistic,15,683,367,383,0.06071111111111111,0.7384783451829973,0.7890409533478143,0.16060216500866897,0.16304296236303473,2.6453504485322488,2.685553918864042,0.10634753064706408,0.10894608939000103,,,,,,,,
clip_vitb32__logistic,clip_vitb32,logistic,20,752,389,361,0.050133333333333335,0.7369551629028507,0.8033461863255165,0.15184364478906442,0.15556072823419936,3.0287961061648487,3.102940057863019,0.10707851430628625,0.110991782952905,,,,,,,,
clip_vitb32__logistic,clip_vitb32,logistic,25,803,398,352,0.042826666666666666,0.7284337186100015,0.8082888102584606,0.13353840734479522,0.1440873072698667,3.1181134965316444,3.36442965293898,0.09477044284364576,0.10579133065749155,,,,,,,,
clip_vitb32__mil,clip_vitb32,mil,5,443,291,459,0.11813333333333334,0.7155666023462024,0.7145974644385907,0.2398606839256142,0.2149434164652095,2.0304233966615195,1.819498446375927,0.13803373593016424,0.10977859441927294,,,,,,,,
clip_vitb32__mil,clip_vitb32,mil,10,594,341,409,0.0792,0.7513415586510247,0.738383692119574,0.20658177240309733,0.1638193354377438,2.6083557121603196,2.068425952496765,0.13833815421709095,0.0918976275388182,,,,,,,,
clip_vitb32__mil,clip_vitb32,mil,15,683,367,383,0.06071111111111111,0.7842724107222458,0.7617759008576799,0.1880615314724216,0.14055448833946746,3.0976460162002093,2.315136154932663,0.13558173834245701,0.08500406868732933,,,,,,,,
clip_vitb32__mil,clip_vitb32,mil,20,752,389,361,0.050133333333333335,0.7912432775894251,0.776180746159222,0.17796113780737363,0.12562386509325532,3.549756738178995,2.5057951813814223,0.13457447130197955,0.07947487201002455,,,,,,,,
clip_vitb32__mil,clip_vitb32,mil,25,803,398,352,0.042826666666666666,0.7863590763860693,0.7798535552412836,0.16085003079222132,0.11179214530233794,3.7558382034298257,2.610339631903906,0.12330406627035993,0.0720511909744713,,,,,,,,
clip_vitb32__random_forest,clip_vitb32,random_forest,5,443,291,459,0.11813333333333334,0.7552207460696997,0.7776376944452598,0.26412435850077864,0.30262560325807414,2.2358156757966587,2.5617291472184602,0.16554773038340487,0.20920653529415723,,,,,,,,
clip_vitb32__random_forest,clip_vitb32,random_forest,10,594,341,409,0.0792,0.770340756278918,0.8111653995305892,0.2196879711596252,0.2694017399001408,2.773838019692237,3.4015371199512727,0.15257164548178237,0.20656140301926676,,,,,,,,
clip_vitb32__random_forest,clip_vitb32,random_forest,15,683,367,383,0.06071111111111111,0.7979029306032216,0.8359213419051909,0.20190916629467026,0.2529163782284344,3.3257366336969847,4.165899348564988,0.15032441760339174,0.20462849011733575,,,,,,,,
clip_vitb32__random_forest,clip_vitb32,random_forest,20,752,389,361,0.050133333333333335,0.805632785110493,0.8466984354653733,0.18633209089683606,0.2399946920128746,3.7167305365060384,4.787128165150424,0.14338723774933612,0.1998821153981695,,,,,,,,
clip_vitb32__random_forest,clip_vitb32,random_forest,25,803,398,352,0.042826666666666666,0.7882244521128645,0.8502854086555258,0.17201677660321185,0.23065145562055034,4.016581022802269,5.385697126880846,0.13497044415836754,0.19622860605590453,,,,,,,,
clip_vitb32__svm_linear,clip_vitb32,svm_linear,5,443,291,459,0.11813333333333334,0.704730232801916,0.7399605870576197,0.22138136156752317,0.27216228025695277,1.8739957243300494,2.3038567741841374,0.11707895551200842,0.17466239823512938,,,,,,,,
clip_vitb32__svm_linear,clip_vitb32,svm_linear,10,594,341,409,0.0792,0.7164925468042636,0.7704852853274515,0.17240850162899654,0.2368419979000637,2.1768750205681378,2.9904292664149454,0.10122556649543499,0.1712011271720935,,,,,,,,
clip_vitb32__svm_linear,clip_vitb32,svm_linear,15,683,367,383,0.06071111111111111,0.7303835374171902,0.7923419286069882,0.15520124333270513,0.21979195477206254,2.55638943996037,3.6202920807989805,0.10059751939935013,0.16936306342251384,,,,,,,,
clip_vitb32__svm_linear,clip_vitb32,svm_linear,20,752,389,361,0.050133333333333335,0.737869535517184,0.8060676395791272,0.1444254612447207,0.20863594238481806,2.880827019509056,4.16162119118653,0.0992688039493831,0.1668682717414564,,,,,,,,
clip_vitb32__svm_linear,clip_vitb32,svm_linear,25,803,398,352,0.042826666666666666,0.7246747863838173,0.8129786951908555,0.12792974487530784,0.19988074060653602,2.987151577100899,4.667202847288356,0.08891083280838145,0.1640811214338079,,,,,,,,
derm_foundation__gradient_boosting,derm_foundation,gradient_boosting,5,443,291,459,0.11813333333333334,0.803824903508821,0.8259601870578929,0.4030052690879393,0.4106944334673531,3.411444151421608,3.476533014678497,0.3230328875354619,0.3317520790754685,,,,,,,,
derm_foundation__gradient_boosting,derm_foundation,gradient_boosting,10,594,341,409,0.0792,0.8112262913406877,0.8414421022660236,0.29942734312650765,0.34084991349734334,3.780648271799339,4.303660523956355,0.23916957333460867,0.28415498859398713,,,,,,,,
derm_foundation__gradient_boosting,derm_foundation,gradient_boosting,15,683,367,383,0.06071111111111111,0.8216496758269699,0.8549775323353277,0.26357692250115755,0.3120826102627883,4.34149396506299,5.140452950887801,0.215978080641433,0.26761894250557094,,,,,,,,
derm_foundation__gradient_boosting,derm_foundation,gradient_boosting,20,752,389,361,0.050133333333333335,0.8251482164439393,0.854756210651439,0.23697115288714113,0.2733991104896679,4.726818209184996,5.453439703916248,0.19669899588062303,0.23504959695009958,,,,,,,,
derm_foundation__gradient_boosting,derm_foundation,gradient_boosting,25,803,398,352,0.042826666666666666,0.8158759161242315,0.8476269652701627,0.20101716710456874,0.2351287055998986,4.6937383352561195,5.4902406351159385,0.16526839489667708,0.2009061809772162,,,,,,,,
derm_foundation__knn,derm_foundation,knn,5,443,291,459,0.11813333333333334,0.7136893961536428,0.7479226976636876,0.263452486633819,0.28014244105018726,2.230128272859641,2.371408925368402,0.1647858557232601,0.18371156756522594,,,,,,,,
derm_foundation__knn,derm_foundation,knn,10,594,341,409,0.0792,0.7104928920236114,0.7694141433643316,0.20967337752309997,0.24504740534498537,2.647391130342171,3.094032895770017,0.14169567498164634,0.18011229946240812,,,,,,,,
derm_foundation__knn,derm_foundation,knn,15,683,367,383,0.06071111111111111,0.7115850646081062,0.7799353522063287,0.20015229783746974,0.22753824999229388,3.2967984636479275,3.747884791234709,0.14845399362842196,0.17761004186744642,,,,,,,,
derm_foundation__knn,derm_foundation,knn,20,752,389,361,0.050133333333333335,0.7082761585552788,0.7839671600045397,0.1887333299969715,0.21577319891253172,3.7646275930246977,4.303986680436138,0.14591521265823784,0.1743822279399197,,,,,,,,
derm_foundation__knn,derm_foundation,knn,25,803,398,352,0.042826666666666666,0.6932363900026676,0.7814562055244858,0.16374553440202394,0.20265250960894327,3.8234480324258393,4.731923480906209,0.12632912297531337,0.1669769072918976,,,,,,,,
derm_foundation__logistic,derm_foundation,logistic,5,443,291,459,0.11813333333333334,0.7159651698480072,0.7226281756804261,0.2594561744631379,0.2486300110204376,2.1962994452297226,2.1046558494958036,0.16025420448647326,0.14797778691461777,,,,,,,,
derm_foundation__logistic,derm_foundation,logistic,10,594,341,409,0.0792,0.7259826925354758,0.7448088374818754,0.20970282004387647,0.21476842943870328,2.6477628793418746,2.711722593923021,0.14172764991732895,0.14722896333482113,,,,,,,,
derm_foundation__logistic,derm_foundation,logistic,15,683,367,383,0.06071111111111111,0.7418982445846144,0.7578429684058813,0.17896127470365267,0.1943372479518317,2.947751596509652,3.2010161631890286,0.12589328479380077,0.14226308691758366,,,,,,,,
derm_foundation__logistic,derm_foundation,logistic,20,752,389,361,0.050133333333333335,0.7445160321537637,0.7663328727734837,0.17998464052355406,0.18714079017236346,3.5901191593794026,3.732861506097675,0.13670477315085,0.14423861963682286,,,,,,,,
derm_foundation__logistic,derm_foundation,logistic,25,803,398,352,0.042826666666666666,0.7348754178052029,0.7668348015996457,0.15926522058623452,0.1754401239110135,3.718832983800619,4.09651596927958,0.12164834713277413,0.13854696179481266,,,,,,,,
derm_foundation__mil,derm_foundation,mil,5,443,291,459,0.11813333333333334,0.7854158361003852,0.7836779633597518,0.3502775051064786,0.3070004557565313,2.9651030341970532,2.598762322995468,0.2632418034923782,0.2141674354662813,0.31506912230239836,0.27105530319018845,0.759810102422769,0.7620173609314518,0.40953455392188187,0.35321186201058286,0.80947069139357,0.8042190042807483
derm_foundation__mil,derm_foundation,mil,10,594,341,409,0.0792,0.8064529894081052,0.8089657068805636,0.31461967687668924,0.25980968958408474,3.9724706676349646,3.2804253735364233,0.2556686325767694,0.19614431970469673,0.2850972250023526,0.22966700828483358,0.7843105344912155,0.7928525639478414,0.3710275726482166,0.2968021693824649,0.829413984992295,0.8268797641729306
derm_foundation__mil,derm_foundation,mil,15,683,367,383,0.06071111111111111,0.828231369889655,0.8192132029034285,0.2915903416537416,0.22694331771944187,4.802915583608481,3.7380853943539107,0.24580215232370523,0.17697665603707025,0.26947071093328107,0.20207952753025119,0.8064859521102825,0.8035470181777435,0.3478899192633294,0.2580240099331449,0.846967632648653,0.8328762764656362
derm_foundation__mil,derm_foundation,mil,20,752,389,361,0.050133333333333335,0.8361792837540631,0.8321991533712833,0.28008199552881374,0.2049456679419647,5.5867419320907,4.0880119935232315,0.24208520023387187,0.16298322705849738,0.26091939638664086,0.18304743012686722,0.8142176909398707,0.8182614613935928,0.3391698556864974,0.2328296092721881,0.8562773374186843,0.8459103589927737
derm_foundation__mil,derm_foundation,mil,25,803,398,352,0.042826666666666666,0.8355455979754807,0.8334629063117283,0.25595771562253583,0.17811710175198742,5.9765967221949525,4.159023235180279,0.2226671403534043,0.14134371526437645,0.23932399070934704,0.15718412479247953,0.8166650334110128,0.819724283088929,0.3119163052768909,0.20512238401072305,0.855107926139025,0.8469985309283168
derm_foundation__random_forest,derm_foundation,random_forest,5,443,291,459,0.11813333333333334,0.8028386775566018,0.8263635997518091,0.38661404258388304,0.39372863691928517,3.272692234062215,3.332917355411556,0.3044459206802423,0.31251357376695477,0.3470388424369979,0.35055811937920295,0.7771358933519256,0.8065989441485238,0.4458689104008285,0.4443010108642753,0.8266595578757281,0.8444312342957275
derm_foundation__random_forest,derm_foundation,random_forest,10,594,341,409,0.0792,0.8257756369032394,0.8542581427753743,0.3196304184946649,0.35676988145806865,4.03573760725587,4.504670220430159,0.261110358921226,0.3014442674392579,0.2938010071005842,0.3165854304385482,0.802606582050568,0.8391931140277572,0.37432595114871264,0.4007626230689808,0.845879495523291,0.8691156898703503
derm_foundation__random_forest,derm_foundation,random_forest,15,683,367,383,0.06071111111111111,0.8450612996063768,0.8752731126115573,0.2936019065951824,0.3384815224219222,4.83604897393236,5.575281299043374,0.2479437351372956,0.29572415323617157,0.273088592276471,0.3008695813395935,0.825072248189702,0.8613362522351831,0.35006913509265575,0.3782702367403871,0.8644626352719812,0.8885369978058832
derm_foundation__random_forest,derm_foundation,random_forest,20,752,389,361,0.050133333333333335,0.8510505174143447,0.8832408915921011,0.2826740494037875,0.3274794974117632,5.6384451343840585,6.53217082603251,0.24481406099500366,0.29198431086302973,0.2657758684561254,0.29407079179319173,0.8309126138366548,0.8719020748465431,0.34106066962694676,0.3650188149813425,0.8683266359153983,0.8948567317649098
derm_foundation__random_forest,derm_foundation,random_forest,25,803,398,352,0.042826666666666666,0.8465486383434961,0.8863228180998695,0.25105525143215,0.3148005695023327,5.862124488608734,7.3505736963496116,0.2175453259237094,0.28414279145086857,0.23704714668798416,0.28318480673473917,0.8272247315914819,0.8738463942624908,0.31081822370201456,0.3532456443237301,0.8656615128601013,0.8971570627872186
derm_foundation__svm_linear,derm_foundation,svm_linear,5,443,291,459,0.11813333333333334,0.7091815968817592,0.7344704884160489,0.24437398900111856,0.24930633402835092,2.068628575065902,2.1103809313912323,0.1431516355470803,0.14874470898285935,,,,,,,,
derm_foundation__svm_linear,derm_foundation,svm_linear,10,594,341,409,0.0792,0.7173404547153678,0.7646842008266856,0.18733568999735076,0.2169219222219152,2.365349621178671,2.7389131593676157,0.11743667462787875,0.14956768269104606,,,,,,,,
derm_foundation__svm_linear,derm_foundation,svm_linear,15,683,367,383,0.06071111111111111,0.7228715748676752,0.7821843355810467,0.1535958070655598,0.19996527291304622,2.5299455775805972,3.293717892052372,0.0988883154620562,0.14825488031340683,,,,,,,,
derm_foundation__svm_linear,derm_foundation,svm_linear,20,752,389,361,0.050133333333333335,0.7275817288760271,0.7925271986661809,0.13988462705204655,0.18808428042302947,2.790251869389226,3.7516811254593643,0.09448830753654536,0.14523190667781036,,,,,,,,
derm_foundation__svm_linear,derm_foundation,svm_linear,25,803,398,352,0.042826666666666666,0.699360105566116,0.7969867482370431,0.12401463569630503,0.17941276308111115,2.8957340215513314,4.1892768465390215,0.08482055047114946,0.14269734817912932,,,,,,,,
inception_v3__gradient_boosting,inception_v3,gradient_boosting,5,443,291,459,0.11813333333333334,0.6361856848745987,0.7044800652013207,0.17518945125873409,0.22822010344337265,1.4829806822127602,1.931885751495818,0.0646992567947544,0.12483380342081869,,,,,,,,
inception_v3__gradient_boosting,inception_v3,gradient_boosting,10,594,341,409,0.0792,0.6491297247280661,0.7303189243530975,0.12020626264798465,0.1788721379489244,1.5177558415149575,2.2584865902641966,0.044533300008671416,0.10824515415825847,,,,,,,,
inception_v3__gradient_boosting,inception_v3,gradient_boosting,15,683,367,383,0.06071111111111111,0.6594215128469849,0.7499241748358553,0.0966518030142823,0.1546044751259898,1.591995291230858,2.5465598025876797,0.038263725173717796,0.0999621789691857,,,,,,,,
inception_v3__gradient_boosting,inception_v3,gradient_boosting,20,752,389,361,0.050133333333333335,0.6682274236874821,0.7607501090111939,0.08506160716036719,0.13601718706287602,1.6967075896349837,2.7131087844988566,0.03677176497792727,0.09041674662711541,,,,,,,,
inception_v3__gradient_boosting,inception_v3,gradient_boosting,25,803,398,352,0.042826666666666666,0.6564655177340701,0.7657566304438258,0.0729683615618992,0.12025361870757606,1.7038066989858158,2.8079145090498767,0.03149032034800301,0.08089125484855693,,,,,,,,
inception_v3__knn,inception_v3,knn,5,443,291,459,0.11813333333333334,0.5633267830991662,0.6519036505777129,0.14954959198483744,0.18765991609484517,1.2659389840702944,1.588543307800608,0.03562472632087704,0.07884024353059249,,,,,,,,
inception_v3__knn,inception_v3,knn,10,594,341,409,0.0792,0.579082678279857,0.6826824817340312,0.11257014533641294,0.1552377276083805,1.4213402188941027,1.9600723182876325,0.03624038372764219,0.08257789705514824,,,,,,,,
inception_v3__knn,inception_v3,knn,15,683,367,383,0.06071111111111111,0.5916139984504339,0.6985283613825245,0.0969113905202395,0.13894950721547816,1.5962710737228323,2.288699789420394,0.03854009116614881,0.08329534931145353,,,,,,,,
inception_v3__knn,inception_v3,knn,20,752,389,361,0.050133333333333335,0.5832552722329674,0.7018864443087196,0.08272322091723261,0.12717250625213533,1.6500642470192675,2.5366856300292953,0.03430996025817582,0.0811052494232194,,,,,,,,
inception_v3__knn,inception_v3,knn,25,803,398,352,0.042826666666666666,0.5793556204615712,0.7048813855602643,0.08069504833946448,0.11962436600795218,1.884224354128218,2.793221497695023,0.03956272114364289,0.08023384758729055,,,,,,,,
inception_v3__logistic,inception_v3,logistic,5,443,291,459,0.11813333333333334,0.5846389977751557,0.6442555329313768,0.15529491912901863,0.17200940569763634,1.314573243191467,1.4560615606459058,0.042139687551805215,0.061093217830703435,,,,,,,,
inception_v3__logistic,inception_v3,logistic,10,594,341,409,0.0792,0.6019671466343626,0.6702360022661211,0.10868813234346353,0.13298417817105235,1.3723249033265597,1.6790931587254083,0.03202447039906985,0.05841027168880576,,,,,,,,
inception_v3__logistic,inception_v3,logistic,15,683,367,383,0.06071111111111111,0.6252936093898372,0.6887710587160419,0.09592355364234745,0.11595499404023077,1.5799999684866892,1.909946827163391,0.03748840526889456,0.05881458152291059,,,,,,,,
inception_v3__logistic,inception_v3,logistic,20,752,389,361,0.050133333333333335,0.6246745681901251,0.696360099439115,0.0875649081780335,0.10645155794904929,1.7466404556788597,2.123368842068802,0.03940718856474611,0.05929066319734273,,,,,,,,
inception_v3__logistic,inception_v3,logistic,25,803,398,352,0.042826666666666666,0.6355753306655343,0.7037401395183174,0.08019300706335879,0.0991461148787115,1.8725017215915034,2.31505560893629,0.03903821710803908,0.058839341058441,,,,,,,,
inception_v3__mil,inception_v3,mil,5,443,291,459,0.11813333333333334,0.6192807151136803,0.6452295936999362,0.17150590377382882,0.19945591273956398,1.451799411178009,1.6883965525358124,0.06052226766007198,0.09221641148272297,,,,,,,,
inception_v3__mil,inception_v3,mil,10,594,341,409,0.0792,0.6586676571415794,0.6593098179399947,0.1289164639535194,0.1327330609609332,1.627733130726255,1.6759224868804696,0.053992684571589275,0.05813755534419331,,,,,,,,
inception_v3__mil,inception_v3,mil,15,683,367,383,0.06071111111111111,0.6784323643624492,0.670227874535783,0.11514754088888912,0.10093316647907231,1.8966469033675002,1.6625155532790095,0.05795493848774512,0.042821815358149294,,,,,,,,
inception_v3__mil,inception_v3,mil,20,752,389,361,0.050133333333333335,0.6900833316469396,0.6797826514658272,0.10811228391842671,0.08658057306470264,2.156495024968618,1.7270061116629516,0.06103904118307136,0.03837090089630402,,,,,,,,
