encoder,seed,split,subset_accuracy,precision_micro,recall_micro,f1_micro,precision_macro,recall_macro,f1_macro,auc_micro,auc_macro,auc_weighted,pr_auc_micro,pr_auc_macro,label_ranking_average_precision,coverage_error,ranking_loss,top1_hit,top3_hit,top5_hit,brier_macro,ece_macro
siglip2_so400m,51,train,0.080896962815782,0.21507109550400091,0.9933528316936985,0.3535869770963468,0.2043160474205422,0.9980549422074774,0.3353238732807769,0.9659360367482622,0.9712902978323009,0.9236823144373486,0.5035869928973858,0.6086760675698712,0.8903967785672726,1.6562588702810106,0.017581664017569682,0.7221324717285945,0.9606892837910609,0.9940764674205708,0.10274978915325318,0.21235551599471778
siglip2_so400m,51,validation,0.06490066225165562,0.16424226395133562,0.7714285714285715,0.270824247710423,0.13964930399654585,0.6748843934860638,0.2286858828438943,0.8757101953410994,0.8480835216777234,0.8037025619395873,0.24247000531482604,0.26467371488115893,0.7805914214863958,3.07682119205298,0.06000206081520583,0.47619047619047616,0.7794486215538847,0.9097744360902256,0.1145851450984632,0.2144588586202027
siglip2_so400m,51,test,0.052980132450331126,0.16118077324973876,0.7655086848635235,0.26629261976694,0.13080149415419723,0.6452876881253691,0.21472617126480872,0.8687180599540745,0.8311908847909629,0.7976258541733477,0.23620528101718505,0.24658548510875772,0.7755133772485473,3.256953642384106,0.06452234531043993,0.4575,0.78,0.91,0.11450470350570952,0.21344089963822474
