encoder,classifier,split,subset_accuracy,precision_micro,recall_micro,f1_micro,precision_macro,recall_macro,f1_macro,auc_micro,auc_macro,pr_auc_micro,pr_auc_macro,brier_macro,ece_macro,seed,auc_weighted,label_ranking_average_precision,coverage_error,ranking_loss,top1_hit,top3_hit,top5_hit
bit50,random_forest,validation,0.4655172413793103,0.3703703703703703,0.0124378109452736,0.0240673886883273,0.0591666666666666,0.0043068126841711,0.0079719887955182,0.8120652693531125,0.7139944568739519,0.1857220670458604,0.1437383330351879,0.0407143265243478,0.0445962513509887,,,,,,,,
bit50,random_forest,test,0.4653333333333333,0.4827586206896552,0.0174346201743462,0.0336538461538461,0.0738461538461538,0.011014208721215,0.0188652132181543,0.8189604009758634,0.7323337889791064,0.2087161116699882,0.1430883957695336,0.0403223787564547,0.044880248744209,,,,,,,,
bit50,svm_linear,train,0.4729385094927741,0.0,0.0,0.0,0.0,0.0,0.0,0.91537347806658,0.9797591123667884,0.3353506505206567,0.916425852081878,0.0356388598320063,0.0292909210226625,,,,,,,,
bit50,svm_linear,validation,0.4721485411140583,0.0,0.0,0.0,0.0,0.0,0.0,0.7835067569169556,0.6670454620355377,0.1578843993157913,0.096578859025146,0.0381722794160414,0.0035696257135368,,,,,,,,
bit50,svm_linear,test,0.4693333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.7870691418019893,0.6833515873554541,0.158453747885841,0.1114976732049763,0.0382666425594929,0.0047310129594065,,,,,,,,
clip_vitb32,gradient_boosting,train,0.5619155568149617,0.9938217122683142,0.299070385126162,0.4597795018374846,0.9945641025641028,0.5322822716148048,0.6357868930872015,0.9887843353871592,0.986469247696052,0.8727781636689451,0.9445165525658454,0.019383822234624,0.035249402539017,,,,,,,,
clip_vitb32,gradient_boosting,validation,0.4336870026525199,0.25,0.0248756218905472,0.0452488687782805,0.1953333333333333,0.0273581688569383,0.0432145332250595,0.8135796414138993,0.7421060852243678,0.1626699411300265,0.1235781988831719,0.0394207020043357,0.0162475288779786,,,,,,,,
clip_vitb32,gradient_boosting,test,0.4306666666666666,0.0833333333333333,0.0074719800747198,0.0137142857142857,0.0826666666666666,0.008200259039075,0.0134550028587764,0.8249765238604523,0.76649274855262,0.1746553777590381,0.1328796329219358,0.0391501946802844,0.0177453888657466,,,,,,,,
clip_vitb32,knn,train,0.998299801643525,0.999734113267748,0.99867197875166,0.9992027637523252,0.9999460188933872,0.9993615904206448,0.9996529314016872,0.9999999355329492,0.9999997707878456,0.9999981675717176,0.999995558629138,3.96712949856228e-05,1.2325966443516154e-08,,,,,,,,
clip_vitb32,knn,validation,0.4230769230769231,0.2388059701492537,0.0398009950248756,0.068230277185501,0.1139203747072599,0.0245565369640841,0.0397789966192957,0.7322126070302374,0.6401072488327363,0.1426557702404549,0.1028716827251439,0.0412378859620376,0.0314794563380628,,,,,,,,
clip_vitb32,knn,test,0.4026666666666667,0.3060109289617486,0.0697384806973848,0.1135902636916835,0.1953060908754582,0.032076659028709,0.0512308511744822,0.7279059741492887,0.6198896315999066,0.1468484145750914,0.1042955480713308,0.0417812488915466,0.0325800404445285,,,,,,,,
clip_vitb32,logistic,train,0.2230093510909606,0.360495920313659,0.903585657370518,0.5153764581124072,0.4394703784674497,0.971112300583555,0.5931949792423838,0.9716089450706136,0.9701116421661876,0.5379807907220469,0.6589832367908345,0.0547849631020702,0.0996579157466861,,,,,,,,
clip_vitb32,logistic,validation,0.0901856763925729,0.1636736788096459,0.3967661691542288,0.2317471848892117,0.1184343251094813,0.2721316340851132,0.1622712732418249,0.7958790911892935,0.715169266995463,0.1381724238257504,0.1259577047711419,0.0830076784243622,0.1057227088734862,,,,,,,,
clip_vitb32,logistic,test,0.1,0.1727362204724409,0.4371108343711083,0.2476190476190476,0.1223754284839852,0.2959239545096836,0.170169878132779,0.8082888102584606,0.7284337186100015,0.1440873072698667,0.1335384073447952,0.0841510354667034,0.1093285551765708,,,,,,,,
clip_vitb32,random_forest,train,0.9977330688580336,0.9976152623211448,1.0,0.9988062077198568,0.998237075546365,1.0,0.9991126161251378,0.9999970423774946,0.9999997707878456,0.999924385722379,0.9999955586291382,0.004541454045765,0.0431290212163197,,,,,,,,
clip_vitb32,random_forest,validation,0.4549071618037135,0.3720930232558139,0.0398009950248756,0.0719101123595505,0.1762365591397849,0.0190057281574515,0.0331500478871585,0.8436789233484577,0.7822659417856578,0.2041054921698646,0.1451144647359803,0.0398097542513661,0.0417542668625647,,,,,,,,
clip_vitb32,random_forest,test,0.44,0.3596491228070175,0.0510585305105853,0.089422028353326,0.121840888066605,0.0196399333150925,0.0323641788731302,0.8502813840753329,0.7882640747444046,0.2307175905762747,0.172120522171145,0.0394099594941178,0.0432614560291853,,,,,,,,
clip_vitb32,svm_linear,train,0.4729385094927741,0.0,0.0,0.0,0.0,0.0,0.0,0.9072161130519364,0.9690492646660558,0.3065047292722782,0.6712476775049538,0.0351813240716985,0.0204921752180326,,,,,,,,
clip_vitb32,svm_linear,validation,0.4721485411140583,0.0,0.0,0.0,0.0,0.0,0.0,0.8092556308560268,0.7078550346309178,0.1949602865219195,0.1247345064141496,0.0373724336477338,0.0059167759307294,,,,,,,,
clip_vitb32,svm_linear,test,0.4693333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.8129786951908555,0.7246747863838174,0.199880740606536,0.1279297448753078,0.0374164896515432,0.0071152420646648,,,,,,,,
derm_foundation,gradient_boosting,train,0.6528761688863701,0.9862941486557724,0.496945551128818,0.6608972094666196,0.9937456625739766,0.7096016320853948,0.7991690075425839,0.992578042082204,0.9894144036451392,0.9124012931876,0.956177083300459,0.015259905581232,0.0285141630880102,,,,,,,,
derm_foundation,gradient_boosting,validation,0.4111405835543766,0.328042328042328,0.0771144278606965,0.1248741188318227,0.2380891330891331,0.0728458575166546,0.106013148912262,0.8518336983485544,0.8080142968172385,0.2208068276477063,0.1973082097950216,0.0379061310523968,0.0190886570309689,,,,,,,,
derm_foundation,gradient_boosting,test,0.4266666666666667,0.3482587064676617,0.087173100871731,0.1394422310756972,0.269626092861387,0.0620157986413067,0.095637405721604,0.8476200263387959,0.8152786534057822,0.2351287055998986,0.2010171671045687,0.0375886269101808,0.0176693637002292,,,,,,,,
derm_foundation,knn,train,0.998299801643525,0.9989381470666312,0.999468791500664,0.9992033988316515,0.9995871543052068,0.9997219811877408,0.9996539118639624,0.9999999355329492,0.9999997707878456,0.9999978863241524,0.9999954527014344,3.967129498453208e-05,2.4057862616785047e-09,,,,,,,,
derm_foundation,knn,validation,0.3859416445623342,0.3346153846153846,0.1082089552238805,0.1635338345864661,0.2220815678843848,0.0819831392665576,0.1136243076277854,0.7740568877875944,0.6919056479889325,0.1878191820436499,0.1744079065374115,0.0400899156165919,0.029987593625969,,,,,,,,
derm_foundation,knn,test,0.3946666666666666,0.3571428571428571,0.1183063511830635,0.1777362020579981,0.2592366937410416,0.0752018879345706,0.1132108492145984,0.7814562055244858,0.6932363900026676,0.2026525096089432,0.1637455344020239,0.0395040678391896,0.0283172897678573,,,,,,,,
derm_foundation,logistic,train,0.9980164352507792,0.9978796713490592,1.0,0.998938710533298,0.999037075546365,1.0,0.9995166565291782,0.9999999009408732,0.9999997707878456,0.9999974615890462,0.9999955586291382,0.0001420650783928,0.0041012455858064,,,,,,,,
derm_foundation,logistic,validation,0.2519893899204244,0.2581032412965186,0.267412935323383,0.2626756261453879,0.2058753200739047,0.2089279393364199,0.2052075834773373,0.7574647542515728,0.7477825009319021,0.1682676856174683,0.1733619394656891,0.0535126768175015,0.0513892449593248,,,,,,,,
derm_foundation,logistic,test,0.2333333333333333,0.254739336492891,0.2677459526774595,0.2610807528840316,0.1920698522192211,0.1939019566161423,0.1903373003724322,0.7668348015996457,0.7348754178052027,0.1754401239110135,0.1592652205862345,0.0536527647684763,0.0506160970730254,,,,,,,,
derm_foundation,random_forest,train,0.99659960328705,0.9965590259396506,1.0,0.9982765477926554,0.9975589690731036,1.0,0.998772922455106,0.999997432324534,0.9999997707878456,0.9999354524560607,0.9999955586291382,0.0044786042612496,0.0371041268985204,,,,,,,,
derm_foundation,random_forest,validation,0.4217506631299735,0.4524714828897338,0.1480099502487562,0.2230552952202436,0.3386939486431923,0.1044189565672802,0.1540358992765794,0.8873624783099905,0.8443203412643128,0.3032408126599543,0.2508947083915651,0.0369072721088602,0.036781721711823,,,,,,,,
derm_foundation,random_forest,test,0.4146666666666667,0.4645161290322581,0.1793275217932752,0.2587601078167116,0.2949672633980242,0.1125981464759392,0.1561438558298095,0.8863059564966472,0.8465170780474071,0.3148367002413682,0.2511226021981036,0.0365089668019145,0.0369466402331437,,,,,,,,
derm_foundation,svm_linear,train,0.47322187588552,1.0,0.0005312084993359,0.0010618529333687,0.04,0.0008,0.0015686274509803,0.931049610068684,0.957338441075927,0.507860288378385,0.8248190179156206,0.0333256235121323,0.0360542261118333,,,,,,,,
derm_foundation,svm_linear,validation,0.4694960212201591,0.0,0.0,0.0,0.0,0.0,0.0,0.8064879663524338,0.7174325297521026,0.1736828237457572,0.131233802650473,0.0377829214778636,0.0062077404974918,,,,,,,,
derm_foundation,svm_linear,test,0.4693333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.7969867482370431,0.6993601055661159,0.1794127630811111,0.124014635696305,0.0377917570445202,0.0077161515166273,,,,,,,,
inception_v3,gradient_boosting,train,0.5434967412864834,0.997997997997998,0.2648074369189907,0.4185558354324097,0.9986190476190476,0.5248676113816788,0.6111087269345516,0.9892852931159568,0.9897485811766756,0.8904449242672168,0.9608650576705228,0.0195128212505062,0.0393368009877476,,,,,,,,
inception_v3,gradient_boosting,validation,0.4177718832891247,0.0337078651685393,0.003731343283582,0.0067189249720044,0.025,0.0077522477522477,0.0110468899521531,0.7695898623914673,0.64716025683678,0.1191974135240648,0.0754544890949882,0.0418962834968433,0.0181597971632173,,,,,,,,
inception_v3,gradient_boosting,test,0.4053333333333333,0.010204081632653,0.0012453300124533,0.002219755826859,0.005,0.0002547770700636,0.0004848484848484,0.7657566651384826,0.6564679780612935,0.1202536224167187,0.0729685202560728,0.0426200569887566,0.0206746985149149,,,,,,,,
inception_v3,knn,train,0.9985831680362708,0.9994685091682168,0.998937583001328,0.9992029755579172,0.9998806594162633,0.9994268432754572,0.9996530915965908,0.9999999323882148,0.9999997707878456,0.9999981673841362,0.9999955586291382,4.0930701535044814e-05,3.7877829833240746e-06,,,,,,,,
inception_v3,knn,validation,0.4283819628647214,0.2333333333333333,0.0348258706467661,0.0606060606060606,0.0653430860327412,0.0101122128677098,0.0163593122016357,0.6945688616101583,0.5961997978184619,0.1174803752497682,0.0745859089142427,0.0426215709309769,0.0332019283052144,,,,,,,,
inception_v3,knn,test,0.4053333333333333,0.2232142857142857,0.0311332503113325,0.0546448087431694,0.0694615384615384,0.0114252583934112,0.0185832018376111,0.7048813855602643,0.5793556204615713,0.1196243660079521,0.0806950483394644,0.0427749253922219,0.0342082427687297,,,,,,,,
inception_v3,logistic,train,0.799659960328705,0.8328840970350404,0.9848605577689244,0.9025191675794084,0.9627308572343334,0.9967285393060272,0.9770638124246008,0.9986916569258524,0.996388939004465,0.964064680832931,0.9790931788187724,0.0086990926575944,0.021497751543842,,,,,,,,
inception_v3,logistic,validation,0.1618037135278514,0.1510516252390057,0.1965174129353233,0.1708108108108108,0.0805188544914946,0.0993609864562897,0.0878258774342422,0.7085518186524984,0.6373188233201271,0.1035972672578208,0.0846279532927191,0.067866399248861,0.0751956784867376,,,,,,,,
inception_v3,logistic,test,0.1426666666666666,0.1365953109072375,0.1668742216687422,0.1502242152466367,0.0765299748364415,0.0874145666117956,0.0804520651549014,0.7037401395183174,0.6355753306655343,0.0991461148787115,0.0801930070633587,0.0687129011310739,0.0767060446970497,,,,,,,,
inception_v3,random_forest,train,0.9948994049305752,0.9949788583509512,1.0,0.9974831103457412,0.9935370755463652,1.0,0.99656363639495,0.9999966587199234,0.9999997707878456,0.9999135716592872,0.9999955586291382,0.0043781590261861,0.0461977924162048,,,,,,,,
inception_v3,random_forest,validation,0.4602122015915119,0.3478260869565217,0.0099502487562189,0.0193470374848851,0.034,0.0020686985970004,0.0037345522261723,0.7984191036395106,0.6843448014309312,0.1711676047044717,0.1000702581244997,0.0411190207542298,0.0456615008951949,,,,,,,,
inception_v3,random_forest,test,0.46,0.32,0.0099626400996264,0.0193236714975845,0.0311111111111111,0.0021969622733953,0.0040504201680672,0.7982379416465015,0.685212071355265,0.181553274201641,0.112666845312756,0.040993712928878,0.0456897352336838,,,,,,,,
inception_v3,svm_linear,train,0.4729385094927741,0.0,0.0,0.0,0.0,0.0,0.0,0.8806857108624465,0.971503768394032,0.2960499051437312,0.8933248065826583,0.0366964861971675,0.0188332891687087,,,,,,,,
inception_v3,svm_linear,validation,0.4721485411140583,0.0,0.0,0.0,0.0,0.0,0.0,0.7692258120899438,0.6199018122477602,0.1544234973875219,0.0792032072750761,0.0383439888747956,0.0038873280648327,,,,,,,,
inception_v3,svm_linear,test,0.4693333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.7687829759702725,0.6348320645836707,0.149581479770961,0.0803704247393943,0.0384869341777293,0.0035276318753262,,,,,,,,
resnet50,gradient_boosting,train,0.5412298101445169,1.0,0.250730411686587,0.4009343809726056,1.0,0.5073744215148964,0.5934270279503531,0.983030948272582,0.9830760643311404,0.8566417155170803,0.9369401835872876,0.0207016017825692,0.0376646335665082,,,,,,,,
resnet50,gradient_boosting,validation,0.4389920424403183,0.072289156626506,0.0074626865671641,0.0135287485907553,0.059047619047619,0.0124420485175202,0.0190185318368384,0.7747353295034304,0.6707393256494091,0.1274316625710813,0.0833922414343889,0.0413705444111373,0.0163427863154108,,,,,,,,
resnet50,gradient_boosting,test,0.4333333333333333,0.0684931506849315,0.0062266500622665,0.0114155251141552,0.0766666666666666,0.0059186879186879,0.0092423366107576,0.7744625259889,0.6784756739240018,0.1314979494267817,0.0875431924971275,0.0410216201846258,0.0194269550169548,,,,,,,,
resnet50,knn,train,0.998299801643525,0.9989381470666312,0.999468791500664,0.9992033988316515,0.9995871543052068,0.9997219811877408,0.9996539118639624,0.9999999355329492,0.9999997707878456,0.9999978863241524,0.9999954527014344,3.967129498448917e-05,1.1461025066626362e-09,,,,,,,,
resnet50,knn,validation,0.4297082228116711,0.2357723577235772,0.0360696517412935,0.0625674217907227,0.0717508417508417,0.013615449423244,0.0218977197580133,0.6819910684304291,0.5672853004172346,0.1051809688500294,0.0652506953228113,0.0436928028326828,0.0372319005440276,,,,,,,,
resnet50,knn,test,0.416,0.2440944881889764,0.0386052303860523,0.0666666666666666,0.0323529411764705,0.0091981055038379,0.0138542961900207,0.6873231136289563,0.5679141718131386,0.1163448558229799,0.0667415025688921,0.0435860312118946,0.0377752008912537,,,,,,,,
resnet50,logistic,train,0.8209124397846416,0.8498739399495759,0.9848605577689244,0.9124015748031497,0.9709054763725208,0.9967173405052688,0.98172862429263,0.9989534120208724,0.9969986245722886,0.9704562074820284,0.982933032870002,0.0074814100004543,0.0177642138978487,,,,,,,,
resnet50,logistic,validation,0.1472148541114058,0.1487532244196044,0.2151741293532338,0.1759023894255211,0.082509426614041,0.1153393505667374,0.0954140324668885,0.692813087394679,0.6266880632363959,0.0971535780384094,0.0784858378797616,0.0734223827990063,0.0832636115663972,,,,,,,,
resnet50,logistic,test,0.1546666666666666,0.1410748560460652,0.1830635118306351,0.1593495934959349,0.08357177011652,0.0988671565460743,0.089610255860086,0.6836089118360891,0.6237083257673877,0.0921021365132804,0.0804803018204715,0.0713463812715804,0.0813169060662382,,,,,,,,
resnet50,random_forest,train,0.9980164352507792,0.9978796713490592,1.0,0.998938710533298,0.999037075546365,1.0,0.9995166565291782,0.9999967907987596,0.9999997707878456,0.9999167642235784,0.9999955586291382,0.004473013482827,0.0469559248763539,,,,,,,,
resnet50,random_forest,validation,0.4694960212201591,0.2727272727272727,0.003731343283582,0.007361963190184,0.012,0.000754716981132,0.0014201183431952,0.7968928768547819,0.6782769419112233,0.1709380226948958,0.1052066446576584,0.0414865801644815,0.0468436551905015,,,,,,,,
resnet50,random_forest,test,0.4586666666666666,0.35,0.0087173100871731,0.017010935601458,0.035,0.0018363547280744,0.003380627080049,0.8034653855919058,0.698547321523036,0.1786523698475953,0.1076484370251024,0.0413359035654607,0.0473639210069451,,,,,,,,
resnet50,svm_linear,train,0.4729385094927741,0.0,0.0,0.0,0.0,0.0,0.0,0.8589276503583895,0.9616237179606996,0.2822078863235774,0.809064111741916,0.0372224235526921,0.0139137405835133,,,,,,,,
resnet50,svm_linear,validation,0.4721485411140583,0.0,0.0,0.0,0.0,0.0,0.0,0.764278256837281,0.612425667691223,0.150850598185168,0.0738607168584241,0.0383909805068606,0.0031318023850157,,,,,,,,
resnet50,svm_linear,test,0.4693333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.7610316345187133,0.6022060615523259,0.142809468668907,0.0777513282799445,0.038602575565738,0.0034452703879696,,,,,,,,
siglip2_so400m,gradient_boosting,train,0.6248228960045339,0.9825511432009628,0.4337317397078353,0.6018057858853879,0.9910456901162504,0.6404068929648584,0.7477792277567435,0.9914826525455522,0.9894404309836984,0.8976810584513505,0.94739805459221,0.0166633762403149,0.030723131118878,,,,,,,,
siglip2_so400m,gradient_boosting,validation,0.4350132625994695,0.3717948717948718,0.072139303482587,0.1208333333333333,0.2787666451195863,0.0547062212821918,0.0887411082998294,0.838047309170649,0.7848369057605632,0.2067367844692932,0.1791119181998451,0.0380141218417352,0.0158601652855436,,,,,,,,
siglip2_so400m,gradient_boosting,test,0.4373333333333333,0.375796178343949,0.0734744707347447,0.1229166666666666,0.2753781512605042,0.0667838929586367,0.1033403588687441,0.844153128059852,0.792470064524795,0.2208599240428248,0.1930526406691596,0.0375072604257948,0.0157648257750079,,,,,,,,
siglip2_so400m,knn,train,0.9985831680362708,0.9994685091682168,0.998937583001328,0.9992029755579172,0.999717447464816,0.999591475478116,0.9996535919963876,0.9999999355329492,0.9999997707878456,0.9999982380423464,0.9999955586291382,3.967129498557488e-05,1.1673274493306214e-08,,,,,,,,
siglip2_so400m,knn,validation,0.3806366047745358,0.3113553113553113,0.1057213930348258,0.1578458681522748,0.27530656010656,0.0755528137360463,0.107646236554356,0.7626160798026931,0.6700908111938811,0.1745492296628101,0.1543143951656938,0.0409541469822667,0.033180393102042,,,,,,,,
siglip2_so400m,knn,test,0.4053333333333333,0.3548387096774194,0.1232876712328767,0.1829944547134935,0.271849376114082,0.0775694310678975,0.1131920267251587,0.76935443166301,0.6803323451409949,0.2018775282857894,0.1612243726454487,0.0402528761605114,0.0314507392969783,,,,,,,,
siglip2_so400m,logistic,train,0.490507225843015,0.5806086112010359,0.952722443559097,0.721512621945087,0.7334705273712738,0.9891587672153777,0.83222350923292,0.992061877991232,0.9888398946713434,0.8181629771904281,0.8909679648236127,0.0257262699000824,0.0506871603411186,,,,,,,,
siglip2_so400m,logistic,validation,0.1392572944297082,0.2267605633802817,0.4004975124378109,0.289568345323741,0.1703544561399719,0.2957309955541433,0.2145551303512974,0.833715510334838,0.7777103786523467,0.1892979369019614,0.1700655384487825,0.0644243532244984,0.07292090674001,,,,,,,,
siglip2_so400m,logistic,test,0.1493333333333333,0.231811697574893,0.4047322540473225,0.2947845804988662,0.1741614259792004,0.2933559398372563,0.216971958975378,0.8336729477642104,0.7761429879713228,0.1896454924576006,0.1638259235849394,0.0638917847891291,0.0705038067118248,,,,,,,,
siglip2_so400m,random_forest,train,0.9974497024652876,0.9973509933774836,1.0,0.9986737400530504,0.9979103149829848,1.0,0.9989452279577496,0.9999973065351666,0.9999997707878456,0.999931792419306,0.9999955586291382,0.0041757257009876,0.0390279841938044,,,,,,,,
siglip2_so400m,random_forest,validation,0.4456233421750663,0.4852941176470588,0.0820895522388059,0.1404255319148936,0.3167551020408163,0.04042443622325,0.0680329626584815,0.8753664970614069,0.8332427688539163,0.2823550077658056,0.2426357409337128,0.037135402842076,0.038585459554238,,,,,,,,
siglip2_so400m,random_forest,test,0.4533333333333333,0.5406976744186046,0.1158156911581569,0.1907692307692307,0.3314283484339475,0.0754739384065886,0.1180206859566779,0.8768690445320492,0.8333594912741933,0.3089879451142457,0.2607070817196049,0.0367972353044025,0.0397849558923623,,,,,,,,
siglip2_so400m,svm_linear,train,0.4729385094927741,0.0,0.0,0.0,0.0,0.0,0.0,0.9356299940344392,0.9829976504763804,0.4113234343897081,0.8351018797632298,0.0333752516347155,0.0345337374060476,,,,,,,,
siglip2_so400m,svm_linear,validation,0.4721485411140583,0.0,0.0,0.0,0.0,0.0,0.0,0.8379867949402935,0.7726600692581761,0.215750701838955,0.1785151284027333,0.0367623488858132,0.0095674936425478,,,,,,,,
siglip2_so400m,svm_linear,test,0.4693333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.8343270114348732,0.7682069867704269,0.2103236614793444,0.1747268090751976,0.0369574072868296,0.008897419336956,,,,,,,,
vit_base,gradient_boosting,train,0.5460470388211958,0.9959183673469388,0.2592297476759628,0.4113804004214963,0.9936720142602496,0.4934532361978191,0.5945681881168252,0.9860854144398018,0.9855552377773518,0.8660714306117459,0.933944924811738,0.0201976381910298,0.0357232267760935,,,,,,,,
vit_base,gradient_boosting,validation,0.4310344827586206,0.072463768115942,0.0062189054726368,0.0114547537227949,0.08,0.0034594788858939,0.0065902377558819,0.8117626637399283,0.7328038982058966,0.1513520585681591,0.1090240767844438,0.0398996920517479,0.0146450103490324,,,,,,,,
vit_base,gradient_boosting,test,0.4226666666666667,0.1081081081081081,0.0099626400996264,0.0182440136830102,0.0716666666666666,0.0108989573683466,0.0177387753858342,0.8029639437166624,0.7370641723551666,0.1521412781532455,0.1066734865883089,0.0399636319195025,0.0152304161157194,,,,,,,,
vit_base,knn,train,0.998299801643525,0.999734113267748,0.99867197875166,0.9992027637523252,0.9999460188933872,0.9993615904206448,0.9996529314016872,0.9999999355329492,0.9999997707878456,0.9999982380423464,0.9999955586291382,3.96712949860807e-05,1.452188563509774e-08,,,,,,,,
vit_base,knn,validation,0.4177718832891247,0.3061224489795918,0.0559701492537313,0.0946372239747634,0.1025191040843214,0.0206467581564395,0.0329380686333819,0.7322243928313656,0.6378477870225843,0.1443184206795394,0.1134724877893471,0.0415330116673394,0.0330473852995877,,,,,,,,
vit_base,knn,test,0.4093333333333333,0.2517482517482518,0.0448318804483188,0.0761099365750528,0.1638474576271186,0.0215997448969624,0.0361805517749314,0.7127837181583714,0.6050207447679847,0.1282017185550333,0.0942774530088054,0.0424907916442475,0.0328702933985715,,,,,,,,
vit_base,logistic,train,0.3961462170586568,0.4911284599006387,0.9189907038512616,0.6401480111008325,0.6999144228111096,0.9791289540567774,0.7959205367494646,0.9854564550229108,0.980862696686598,0.7151900885246141,0.8276022607569825,0.0353037738710868,0.0662579268518763,,,,,,,,
vit_base,logistic,validation,0.1007957559681697,0.1519519519519519,0.3146766169154228,0.2049412717699473,0.0880775542795174,0.1742697809348877,0.1152685803630108,0.7636722185371491,0.6715030051979636,0.1152844310302201,0.0894037360759634,0.0801811155001641,0.0968569853991337,,,,,,,,
vit_base,logistic,test,0.1013333333333333,0.1666666666666666,0.3399750933997509,0.2236788201556739,0.1165462132921653,0.2065977695419834,0.1448077236100421,0.7795993821853068,0.6822849771476257,0.1296164357890465,0.1049268865089113,0.0768385143107313,0.0920054969468371,,,,,,,,
vit_base,random_forest,train,0.9980164352507792,0.9978796713490592,1.0,0.998938710533298,0.999037075546365,1.0,0.9995166565291782,0.999996834825038,0.9999997707878456,0.999917966946482,0.9999955586291382,0.0043916167625199,0.0440522719598808,,,,,,,,
vit_base,random_forest,validation,0.4549071618037135,0.2978723404255319,0.017412935323383,0.0329024676850763,0.1513679653679653,0.0153108637109874,0.0256535979657948,0.82404350297719,0.7341089052520222,0.1886070684338383,0.1361455921040922,0.0403959106482892,0.0431587552692952,,,,,,,,
vit_base,random_forest,test,0.4613333333333333,0.5384615384615384,0.0261519302615193,0.0498812351543943,0.1649999999999999,0.0160099811017008,0.0285478106728816,0.8280059225167004,0.7507616403401142,0.2172513982689238,0.148740434677426,0.0400986713350092,0.0447334394128263,,,,,,,,
vit_base,svm_linear,train,0.4729385094927741,0.0,0.0,0.0,0.0,0.0,0.0,0.8877055311786244,0.9750772271213434,0.294616833287084,0.7716085093883085,0.0362138936634236,0.0168300889584635,,,,,,,,
vit_base,svm_linear,validation,0.4721485411140583,0.0,0.0,0.0,0.0,0.0,0.0,0.7825452836670026,0.6598911173400687,0.1793625781791069,0.0937757280017062,0.0379100279698294,0.0061989159984482,,,,,,,,
vit_base,svm_linear,test,0.4693333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.785831999728549,0.6748618039557226,0.1797290582786757,0.1010724085251517,0.038069071513817,0.0052809408384568,,,,,,,,
