encoder,classifier,split,subset_accuracy,precision_micro,recall_micro,f1_micro,precision_macro,recall_macro,f1_macro,auc_micro,auc_macro,pr_auc_micro,pr_auc_macro,brier_macro,ece_macro,seed
derm_foundation,random_forest,validation,0.0,0.5,0.1111111111111111,0.1818181818181818,0.02,0.04,0.0266666666666666,0.6422558922558922,0.6666666666666666,0.2913759895528678,0.7407407407407407,0.1044666419753086,0.1649481481481481,
derm_foundation,random_forest,test,0.0,0.5,0.08,0.1379310344827586,0.02,0.04,0.0266666666666666,0.60432,0.7255952380952381,0.3239367039175567,0.6222222222222223,0.1365387139917695,0.1688555555555555,
derm_foundation,svm_linear,train,0.0526315789473684,0.0625,0.0208333333333333,0.03125,0.04,0.04,0.04,0.7449746291959407,0.5542105508870214,0.206618135807423,0.4643394227031998,0.0973942464839032,0.1304459353791739,
derm_foundation,svm_linear,validation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4595959595959595,0.6111111111111112,0.1572886321041124,0.6851851851851851,0.1168010548207062,0.2009258278204373,
derm_foundation,svm_linear,test,0.0,0.25,0.04,0.0689655172413793,0.04,0.02,0.0266666666666666,0.5289600000000001,0.5261904761904762,0.2202941629689145,0.4289682539682539,0.144310262838693,0.1287808234191247,
inception_v3,gradient_boosting,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4419350699635956e-10,7.942635940555996e-06,
inception_v3,gradient_boosting,validation,0.0,0.3333333333333333,0.1111111111111111,0.1666666666666666,0.02,0.04,0.0266666666666666,0.5328282828282829,0.5,0.2011341451855078,0.5370370370370369,0.1168647993328665,0.127398189401232,
inception_v3,gradient_boosting,test,0.0,0.25,0.12,0.1621621621621621,0.0293333333333333,0.06,0.0388571428571428,0.58784,0.5702380952380952,0.2262956616085944,0.4039682539682539,0.1879626670841166,0.2043473435009042,
inception_v3,knn,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.02649402148384e-16,1.1447291336234918e-08,
inception_v3,knn,validation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.515993265993266,0.3611111111111111,0.1341831403206615,0.5185185185185185,0.1189059452103014,0.1875810888159695,
inception_v3,knn,test,0.0,0.3333333333333333,0.04,0.0714285714285714,0.0133333333333333,0.02,0.016,0.47008,0.4071428571428572,0.2005136783512991,0.3777777777777777,0.1622319625824367,0.2345305813387429,
inception_v3,logistic,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0010119410606589,0.0266063363241096,
inception_v3,logistic,validation,0.0,0.0625,0.2222222222222222,0.0975609756097561,0.0533333333333333,0.08,0.06,0.3989898989898989,0.3333333333333333,0.1076227755077846,0.5185185185185185,0.3555879112720479,0.4800314708364617,
inception_v3,logistic,test,0.0,0.1111111111111111,0.32,0.1649484536082474,0.1333333333333333,0.26,0.1609523809523809,0.48576,0.4416666666666667,0.2059040363781235,0.4095238095238095,0.3579659285777231,0.4837390355895554,
inception_v3,random_forest,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,0.010364506822612,0.0650526315789473,
inception_v3,random_forest,validation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.3333333333333333,0.1917679955710706,0.4814814814814813,0.1089826378600823,0.1820666666666666,
inception_v3,random_forest,test,0.0,0.5,0.08,0.1379310344827586,0.02,0.04,0.0266666666666666,0.50384,0.4285714285714285,0.2325248169080323,0.409126984126984,0.1467180637860082,0.1581962962962962,
inception_v3,svm_linear,train,0.0,0.4666666666666667,0.1458333333333333,0.2222222222222222,0.08,0.0742857142857142,0.0769230769230769,0.696867681498829,0.5834780578898225,0.2720006572068388,0.5051715308255555,0.0987969443621747,0.1751777381053863,
inception_v3,svm_linear,validation,0.0,1.0,0.1111111111111111,0.2,0.04,0.04,0.04,0.4730639730639731,0.6111111111111112,0.2285890765670177,0.6851851851851851,0.1229020249970408,0.2179075332317613,
inception_v3,svm_linear,test,0.0,0.25,0.04,0.0689655172413793,0.01,0.02,0.0133333333333333,0.5078400000000001,0.3297619047619047,0.1838435651236131,0.3277777777777778,0.1522948686211565,0.1449890700603404,
resnet50,gradient_boosting,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4419350699635956e-10,7.942635940555996e-06,
resnet50,gradient_boosting,validation,0.0,0.1428571428571428,0.1111111111111111,0.125,0.02,0.04,0.0266666666666666,0.6186868686868687,0.5,0.2022359198401619,0.5555555555555556,0.15670656885637,0.1977037742222704,
resnet50,gradient_boosting,test,0.0,0.0909090909090909,0.04,0.0555555555555555,0.0133333333333333,0.02,0.016,0.468,0.4119047619047618,0.1719198927120054,0.3325396825396825,0.1939506304209988,0.2418692774119383,
resnet50,knn,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.830554012721093e-17,2.571785078525057e-09,
resnet50,knn,validation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5723905723905723,0.4722222222222222,0.1645355745355745,0.5925925925925924,0.1171465621671159,0.1908001550535157,
resnet50,knn,test,0.0,0.4,0.08,0.1333333333333333,0.02,0.04,0.0266666666666666,0.48704,0.481547619047619,0.2280929469577298,0.4162698412698413,0.1620847124534696,0.2246933277904409,
resnet50,logistic,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0011925923372788,0.0284274219697631,
resnet50,logistic,validation,0.0,0.1621621621621621,0.6666666666666666,0.2608695652173913,0.1333333333333333,0.24,0.1666666666666666,0.5808080808080808,0.5,0.1616390171096313,0.574074074074074,0.3160712737422773,0.4444038091601088,
resnet50,logistic,test,0.0,0.1129032258064516,0.28,0.160919540229885,0.1379999999999999,0.22,0.1607619047619047,0.4460800000000001,0.4071428571428571,0.1897433724348226,0.3972222222222222,0.3927815898568184,0.5004285663163811,
resnet50,random_forest,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0097776809616634,0.0619286549707602,
resnet50,random_forest,validation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6380471380471381,0.6111111111111112,0.2291121129361446,0.6851851851851851,0.1056918271604938,0.185437037037037,
resnet50,random_forest,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52624,0.4785714285714286,0.1980989800985546,0.4174603174603174,0.1481396069958847,0.1535814814814814,
resnet50,svm_linear,train,0.2105263157894736,0.3684210526315789,0.1458333333333333,0.208955223880597,0.08,0.0742857142857142,0.0769230769230769,0.7387295081967213,0.5716797385620915,0.3104786443217804,0.5093758871560728,0.0949088476991659,0.1593294293142902,
resnet50,svm_linear,validation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4494949494949495,0.4444444444444444,0.1337719084810908,0.5185185185185185,0.1354091975943655,0.2639245247393249,
resnet50,svm_linear,test,0.0,0.3333333333333333,0.04,0.0714285714285714,0.0133333333333333,0.02,0.016,0.48352,0.4833333333333333,0.204993066832155,0.3956349206349205,0.1496651137975447,0.147313868187539,
siglip2_so400m,gradient_boosting,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4419350699635956e-10,7.942635940555996e-06,
siglip2_so400m,gradient_boosting,validation,0.0,0.25,0.1111111111111111,0.1538461538461538,0.04,0.04,0.04,0.4907407407407407,0.5833333333333334,0.1729606418012215,0.6481481481481483,0.1363772109059939,0.1551391957886428,
siglip2_so400m,gradient_boosting,test,0.0,0.1666666666666666,0.04,0.064516129032258,0.04,0.04,0.04,0.55728,0.5595238095238095,0.2041419867955243,0.3797619047619047,0.1805504909870729,0.1982684415621085,
siglip2_so400m,knn,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.782643918292689e-16,1.6804570477914252e-08,
siglip2_so400m,knn,validation,0.0,0.1666666666666666,0.1111111111111111,0.1333333333333333,0.04,0.04,0.04,0.5117845117845118,0.5,0.129753563753364,0.5555555555555556,0.1507929797261953,0.2362448635600617,
siglip2_so400m,knn,test,0.0,0.3333333333333333,0.08,0.1290322580645161,0.0533333333333333,0.06,0.0559999999999999,0.57008,0.5738095238095238,0.2128199004498681,0.4297619047619047,0.1612291813125078,0.2117343880999745,
siglip2_so400m,logistic,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0018157517751786,0.0365955520448137,
siglip2_so400m,logistic,validation,0.0,0.0769230769230769,0.2222222222222222,0.1142857142857142,0.04,0.08,0.0533333333333333,0.468013468013468,0.3888888888888889,0.1295127546129952,0.574074074074074,0.328992097586301,0.4287736608463235,
siglip2_so400m,logistic,test,0.0,0.196078431372549,0.4,0.2631578947368421,0.17,0.38,0.2253333333333333,0.58656,0.5190476190476191,0.2324147817110809,0.4626984126984127,0.2513784117134871,0.337774939578782,
siglip2_so400m,random_forest,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0078809389213775,0.055357894736842,
siglip2_so400m,random_forest,validation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5631313131313131,0.6111111111111112,0.2167363465317007,0.6851851851851851,0.110818975308642,0.1799037037037037,
siglip2_so400m,random_forest,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5822400000000001,0.6190476190476191,0.2533130696581011,0.5226190476190476,0.1421019917695473,0.1582148148148147,
siglip2_so400m,svm_linear,train,0.2631578947368421,0.6666666666666666,0.1666666666666666,0.2666666666666666,0.08,0.08,0.08,0.7871291959406713,0.6401960784313725,0.358981347495471,0.5723262145491248,0.0814935222539958,0.1239376830747892,
siglip2_so400m,svm_linear,validation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4579124579124579,0.3333333333333333,0.1636613518646895,0.4814814814814814,0.1180563590376208,0.187971413329331,
siglip2_so400m,svm_linear,test,0.0,0.3333333333333333,0.04,0.0714285714285714,0.02,0.02,0.02,0.5328,0.5702380952380951,0.2324930737836588,0.4813492063492063,0.1424825713165263,0.1180056107531207,
vit_base,gradient_boosting,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4419350699635956e-10,7.942635940555996e-06,
vit_base,gradient_boosting,validation,0.0,0.5,0.2222222222222222,0.3076923076923077,0.06,0.08,0.0666666666666666,0.5454545454545453,0.5833333333333334,0.2947604837260009,0.6111111111111112,0.1347881757037335,0.1664878603426635,
vit_base,gradient_boosting,test,0.0,0.2307692307692307,0.12,0.1578947368421052,0.068,0.08,0.0714285714285714,0.5161600000000001,0.4434523809523809,0.2099467818683864,0.3686507936507936,0.1802233328363404,0.2211281567941422,
vit_base,knn,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0651776213310708e-15,1.847845020070452e-08,
vit_base,knn,validation,0.0,0.3333333333333333,0.1111111111111111,0.1666666666666666,0.04,0.04,0.04,0.5303030303030303,0.3055555555555556,0.1501691471152915,0.4629629629629629,0.1231503997131954,0.1996611586002568,
vit_base,knn,test,0.0,0.75,0.12,0.2068965517241379,0.06,0.06,0.06,0.5971200000000001,0.631547619047619,0.3202673900898909,0.4960317460317461,0.1439849986615052,0.1921402832116992,
vit_base,logistic,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0028718365630454,0.0466778484065115,
vit_base,logistic,validation,0.0,0.1052631578947368,0.2222222222222222,0.1428571428571428,0.06,0.08,0.0666666666666666,0.5016835016835016,0.4444444444444444,0.1731709662487694,0.5925925925925924,0.2279357143277241,0.3466698971143627,
vit_base,logistic,test,0.0,0.2222222222222222,0.4,0.2857142857142857,0.2033333333333333,0.34,0.2466666666666666,0.5766399999999999,0.6250000000000001,0.2210289395094597,0.5309523809523808,0.2333542755137576,0.3348236656236265,
vit_base,random_forest,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,0.0095323463287849,0.0637017543859649,
vit_base,random_forest,validation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6237373737373737,0.5,0.2219361905765414,0.611111111111111,0.1058563621399177,0.1777925925925925,
vit_base,random_forest,test,0.0,0.5,0.08,0.1379310344827586,0.02,0.04,0.0266666666666666,0.54736,0.5297619047619049,0.2323512562048157,0.4154761904761904,0.141960195473251,0.165174074074074,
vit_base,svm_linear,train,0.2105263157894736,0.6,0.125,0.2068965517241379,0.0622222222222222,0.0685714285714285,0.065,0.7232630757220921,0.4563370681605975,0.2889782873548348,0.3355947981981817,0.0863378038582661,0.0910325467564862,
vit_base,svm_linear,validation,0.0,0.5,0.1111111111111111,0.1818181818181818,0.02,0.04,0.0266666666666666,0.5858585858585859,0.5,0.2219620738204188,0.611111111111111,0.1068523319829284,0.1866581279886786,
vit_base,svm_linear,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55776,0.6309523809523808,0.2456506942455361,0.5301587301587303,0.1391288698043246,0.127511083325056,
bit50,mil,train,0.0,0.1666666666666666,0.3958333333333333,0.2345679012345679,0.2582001478054109,0.6066666666666667,0.3142882999353587,0.6584699453551912,0.886172268907563,0.3645363077349483,0.7953832516689658,0.2135588104996321,0.3778232376826437,42.0
bit50,mil,validation,0.0,0.1666666666666666,0.3333333333333333,0.2222222222222222,0.0533333333333333,0.12,0.0733333333333333,0.5892255892255892,0.5555555555555556,0.1557726096418756,0.5925925925925926,0.219056902632223,0.3386962529023488,42.0
bit50,mil,test,0.0,0.1578947368421052,0.24,0.1904761904761904,0.0593333333333333,0.2,0.0883809523809524,0.5264,0.555952380952381,0.2058315003099606,0.438095238095238,0.2277817905744305,0.3131406386693319,42.0
bit50,mil,train,0.0,0.1797235023041474,0.8125,0.2943396226415094,0.3363566911244929,0.8533333333333334,0.3998674658674658,0.7730288836846214,0.9015476190476192,0.3544237672803316,0.8080407720934036,0.2399702726460696,0.4129672322147771,43.0
bit50,mil,validation,0.0,0.1351351351351351,0.5555555555555556,0.217391304347826,0.08,0.2,0.1133333333333333,0.4579124579124579,0.4444444444444444,0.1266135619836723,0.5925925925925924,0.2537043360166309,0.380488346417745,43.0
bit50,mil,test,0.0,0.1891891891891892,0.56,0.2828282828282828,0.1473333333333333,0.44,0.2045714285714285,0.5935999999999999,0.6476190476190476,0.2944621426678874,0.5595238095238095,0.248428845703818,0.364602034886678,43.0
clip_vitb32,mil,train,0.0,0.1643835616438356,0.75,0.2696629213483146,0.3020209525596523,0.7733333333333333,0.3481081433186695,0.7287275565964091,0.8931456582633054,0.310360554056818,0.7845237518472811,0.2391653212102043,0.4137259262486508,42.0
clip_vitb32,mil,validation,0.0,0.081081081081081,0.3333333333333333,0.1304347826086956,0.04,0.12,0.06,0.4326599326599326,0.2777777777777778,0.1292107798494509,0.4629629629629629,0.2546853994229283,0.392037501335144,42.0
clip_vitb32,mil,test,0.0,0.1971830985915492,0.56,0.2916666666666667,0.1386666666666666,0.44,0.1952380952380952,0.53696,0.6059523809523808,0.1936845394831762,0.4757936507936508,0.2469880342225084,0.337351613442103,42.0
clip_vitb32,mil,train,0.0,0.1535087719298245,0.7291666666666666,0.2536231884057971,0.2013498933127415,0.7828571428571428,0.2782424826635353,0.6820843091334895,0.8599453781512605,0.3302127032263422,0.7255712466804904,0.2475217536217384,0.4162806748089036,43.0
clip_vitb32,mil,validation,0.0,0.1025641025641025,0.4444444444444444,0.1666666666666666,0.0533333333333333,0.16,0.08,0.5,0.5,0.2334717182799647,0.6111111111111112,0.2574256453755409,0.4001930359999339,43.0
clip_vitb32,mil,test,0.0,0.1971830985915492,0.56,0.2916666666666667,0.1593333333333333,0.46,0.215047619047619,0.48064,0.4738095238095238,0.1761494230398295,0.4392857142857143,0.2554747999300595,0.3495435671011607,43.0
derm_foundation,mil,train,0.0,0.2822085889570552,0.9583333333333334,0.4360189573459715,0.4295246449456975,0.9766666666666666,0.5314547674547675,0.8932962529274004,0.9620224089635856,0.5774012554240252,0.8950411255411254,0.2127191855500715,0.4114951596134588,42.0
derm_foundation,mil,validation,0.0,0.12,0.3333333333333333,0.1764705882352941,0.0933333333333333,0.12,0.1,0.6144781144781145,0.6666666666666666,0.1781272017012862,0.7407407407407407,0.238490620449949,0.4177714602152506,42.0
derm_foundation,mil,test,0.0,0.2857142857142857,0.56,0.3783783783783784,0.2213333333333333,0.48,0.2748571428571428,0.6172799999999999,0.6583333333333333,0.2596752036658127,0.5388888888888889,0.2356921934701826,0.3546912978092829,42.0
derm_foundation,mil,train,0.0,0.1954022988505747,0.7083333333333334,0.3063063063063063,0.3101774891774892,0.8352380952380952,0.3851900071929685,0.7857142857142858,0.9194551820728292,0.4823147938201019,0.8422328202413341,0.2158083455907018,0.396089775625028,43.0
derm_foundation,mil,validation,0.0,0.1379310344827586,0.4444444444444444,0.2105263157894736,0.0666666666666666,0.16,0.0933333333333333,0.5101010101010102,0.6111111111111112,0.1319950415278727,0.6851851851851851,0.2386316690433764,0.3769182360172271,43.0
derm_foundation,mil,test,0.0,0.1904761904761904,0.48,0.2727272727272727,0.1713333333333333,0.44,0.2217142857142857,0.5312,0.6607142857142856,0.290020995507514,0.5952380952380953,0.2403431647400802,0.346210568745931,43.0
inception_v3,mil,train,0.0,0.1390374331550802,0.5416666666666666,0.2212765957446808,0.2316081871345029,0.7047619047619048,0.2939825320877952,0.6657884465261514,0.906829131652661,0.2837513434976911,0.7872817161052456,0.2351275047883868,0.4047425106324647,42.0
inception_v3,mil,validation,0.0,0.074074074074074,0.2222222222222222,0.1111111111111111,0.0266666666666666,0.08,0.04,0.4393939393939394,0.2222222222222222,0.1226137010297058,0.4074074074074074,0.2520393410639727,0.3963734825452169,42.0
inception_v3,mil,test,0.0,0.1639344262295081,0.4,0.2325581395348837,0.08,0.36,0.1266666666666666,0.5104,0.3916666666666666,0.1772561419789744,0.3452380952380952,0.2479651165158323,0.3238666927814483,42.0
inception_v3,mil,train,0.0,0.1681818181818181,0.7708333333333334,0.2761194029850746,0.3040213826421257,0.8504761904761905,0.3780777054416844,0.7517076502732241,0.9073865546218488,0.2433708054459683,0.7814723667244674,0.2393517436439695,0.4037674228141183,43.0
inception_v3,mil,validation,0.0,0.1621621621621621,0.6666666666666666,0.2608695652173913,0.0933333333333333,0.24,0.1333333333333333,0.5555555555555556,0.4444444444444444,0.1699420972636444,0.5925925925925926,0.2497710864723721,0.3813558185100555,43.0
inception_v3,mil,test,0.0,0.2179487179487179,0.68,0.3300970873786408,0.154,0.52,0.2257142857142857,0.544,0.469047619047619,0.2158065119875561,0.3972222222222221,0.2532518202060203,0.3460372674465179,43.0
resnet50,mil,train,0.0,0.1704035874439461,0.7916666666666666,0.2804428044280442,0.2423074409250879,0.9047619047619048,0.3487248468765497,0.7880562060889931,0.922591036414566,0.5516960486311536,0.8510188383045525,0.2373115421805649,0.4226682215615323,42.0
resnet50,mil,validation,0.0,0.1142857142857142,0.4444444444444444,0.1818181818181818,0.0799999999999999,0.16,0.1,0.5168350168350169,0.5,0.1333940809269557,0.6111111111111112,0.2503996950642198,0.4198624964555104,42.0
resnet50,mil,test,0.0,0.2,0.6,0.3,0.1326666666666666,0.48,0.1912380952380952,0.5603199999999999,0.5702380952380953,0.2383814415384272,0.4603174603174603,0.2529285907147499,0.3540979899962743,42.0
resnet50,mil,train,0.0,0.2198952879581152,0.875,0.3514644351464435,0.2746845866551748,0.9285714285714286,0.3965101434513199,0.870511319281811,0.9222871148459384,0.6141794922574478,0.8363741767839512,0.2252815642240717,0.4206845203198884,43.0
resnet50,mil,validation,0.0,0.1666666666666666,0.6666666666666666,0.2666666666666666,0.0933333333333333,0.24,0.1333333333333333,0.5471380471380471,0.5,0.2057608761756687,0.574074074074074,0.2435734151512616,0.41250057776769,43.0
