encoder,label,threshold,support_positive,support_negative,tp,fp,tn,fn,sensitivity,specificity,balanced_accuracy,precision,recall,f1,auc,pr_auc,brier,ece,default_sensitivity,default_specificity,default_balanced_accuracy,sensitivity_ci_lower,sensitivity_ci_upper,specificity_ci_lower,specificity_ci_upper
resnet50,Tinea,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.8,0.5,0.2120531990959098,0.2770933782060941,0.0,0.8,0.4,0.2065493143772374,1.0,0.0,0.4344824647831747
resnet50,Herpes Zoster,0.5,0,6,0,3,3,0,,0.5,0.5,0.0,0.0,0.0,,,0.2544979722568953,0.5041471446553866,,0.5,0.5,,,0.1876163064826505,0.8123836935173494
resnet50,Drug Rash,0.0,2,4,2,4,0,0,1.0,0.0,0.5,0.3333333333333333,1.0,0.5,1.0,1.0,0.2285302769796267,0.2990660518407821,1.0,0.75,0.875,0.342380227506653,1.0,0.0,0.4898908364545973
resnet50,Herpes Simplex,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.1999999999999999,0.2,0.2401140353791507,0.270274244248867,0.0,0.8,0.4,0.2065493143772374,1.0,0.0,0.4344824647831747
resnet50,Impetigo,0.41,1,5,1,4,1,0,1.0,0.2,0.6,0.2,1.0,0.3333333333333333,0.1999999999999999,0.2,0.2180669625776009,0.2819629609584808,0.0,1.0,0.5,0.2065493143772374,1.0,0.0362241086324301,0.6244653702374747
resnet50,Acute Dermatitis NOS,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.0,0.1666666666666666,0.2523124387875036,0.3224201699097951,0.0,0.6,0.3,0.2065493143772374,1.0,0.0,0.4344824647831747
resnet50,Hypersensitivity,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.8,0.5,0.1777467595322537,0.2038947567343712,0.0,1.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
resnet50,Acne,0.37,0,6,0,6,0,0,,0.0,0.0,0.0,0.0,0.0,,,0.2033772105012714,0.4472763910889625,,0.8333333333333334,0.8333333333333334,,,2.775557561562892e-17,0.3903342879021653
resnet50,Pigmented Purpuric Eruption,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.6,0.3333333333333333,0.2395551274047409,0.3132263844211896,0.0,0.6,0.3,0.2065493143772374,1.0,0.0,0.4344824647831747
resnet50,Leukocytoclastic Vasculitis,0.0,2,4,2,4,0,0,1.0,0.0,0.5,0.3333333333333333,1.0,0.5,0.375,0.3666666666666667,0.31200328614685,0.2714640299479167,1.0,0.0,0.5,0.342380227506653,1.0,0.0,0.4898908364545973
resnet50,Lichen Planus Lichenoid Eruption,0.51,0,6,0,2,4,0,,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,,,0.2607155516430269,0.5099293515086174,,0.6666666666666666,0.6666666666666666,,,0.299993315138392,0.9032285888942196
resnet50,Pityriasis Rosea,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.1999999999999999,0.2,0.2773530400854889,0.3524492556850115,0.0,0.4,0.2,0.2065493143772374,1.0,0.0,0.4344824647831747
resnet50,Viral Exanthem,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.1999999999999999,0.2,0.3087976088972985,0.4037045290072759,1.0,0.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
resnet50,Lichen Simplex Chronicus,0.42,0,6,0,6,0,0,,0.0,0.0,0.0,0.0,0.0,,,0.2238201134462536,0.472912701467673,,1.0,1.0,,,2.775557561562892e-17,0.3903342879021653
resnet50,Stasis Dermatitis,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.8,0.5,0.2061826504075488,0.2576577762762705,0.0,0.8,0.4,0.2065493143772374,1.0,0.0,0.4344824647831747
resnet50,Keratosis Pilaris,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.4,0.25,0.2614634115282367,0.3470701624949772,1.0,0.2,0.6,0.2065493143772374,1.0,0.0,0.4344824647831747
resnet50,CD - Contact Dermatitis,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.8,0.5,0.2687343918791054,0.3661316459377607,1.0,0.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
resnet50,Scabies,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.4,0.25,0.2654508755876283,0.3497584387660026,1.0,0.2,0.6,0.2065493143772374,1.0,0.0,0.4344824647831747
siglip2_so400m,Eczema,0.54,2,4,2,3,1,0,1.0,0.25,0.625,0.4,1.0,0.5714285714285714,0.375,0.3666666666666667,0.2785724477748245,0.2223258515199025,1.0,0.0,0.5,0.342380227506653,1.0,0.0455872608097005,0.6993581574175981
siglip2_so400m,Allergic Contact Dermatitis,0.5,1,5,1,4,1,0,1.0,0.2,0.6,0.2,1.0,0.3333333333333333,0.4,0.25,0.2639446413816103,0.3508100137114524,1.0,0.2,0.6,0.2065493143772374,1.0,0.0362241086324301,0.6244653702374747
siglip2_so400m,Insect Bite,0.53,2,4,1,3,1,1,0.5,0.25,0.375,0.25,0.5,0.3333333333333333,0.375,0.4166666666666666,0.2740714515099721,0.2107781892021497,1.0,0.0,0.5,0.0945312057342307,0.9054687942657692,0.0455872608097005,0.6993581574175981
siglip2_so400m,Urticaria,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.8,0.5,0.2705821488275807,0.3655478482445081,1.0,0.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
siglip2_so400m,Psoriasis,0.52,1,5,0,2,3,1,0.0,0.6,0.3,0.0,0.0,0.0,0.4,0.25,0.260069555830929,0.3467900156974792,1.0,0.2,0.6,0.0,0.7934506856227626,0.2307242812760128,0.882379225767352
siglip2_so400m,Folliculitis,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.1999999999999999,0.2,0.3102648540657486,0.4132457549373309,1.0,0.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
siglip2_so400m,Irritant Contact Dermatitis,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.8,0.5,0.2371671394703545,0.3215019727746645,1.0,0.8,0.9,0.2065493143772374,1.0,0.0,0.4344824647831747
siglip2_so400m,Tinea,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,1.0,1.0,0.252720756876708,0.3479601666331291,1.0,0.4,0.7,0.2065493143772374,1.0,0.0,0.4344824647831747
siglip2_so400m,Herpes Zoster,0.47,0,6,0,5,1,0,,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0,,,0.2288292635945136,0.4782144054770469,,1.0,1.0,,,0.0300533697483066,0.5635028221864702
siglip2_so400m,Drug Rash,0.0,2,4,2,4,0,0,1.0,0.0,0.5,0.3333333333333333,1.0,0.5,0.75,0.75,0.24224035573132,0.1747395321726799,0.5,0.5,0.5,0.342380227506653,1.0,0.0,0.4898908364545973
siglip2_so400m,Herpes Simplex,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.6,0.3333333333333333,0.2456057432617005,0.328264241417249,0.0,0.6,0.3,0.2065493143772374,1.0,0.0,0.4344824647831747
siglip2_so400m,Impetigo,0.47,1,5,1,4,1,0,1.0,0.2,0.6,0.2,1.0,0.3333333333333333,1.0,1.0,0.2270781745650988,0.4763697336117426,1.0,1.0,1.0,0.2065493143772374,1.0,0.0362241086324301,0.6244653702374747
siglip2_so400m,Acute Dermatitis NOS,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,1.0,1.0,0.23119159212307,0.3137993862231573,0.0,1.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
siglip2_so400m,Hypersensitivity,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.0,0.1666666666666666,0.2322815361975495,0.2855953772862752,0.0,1.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
siglip2_so400m,Acne,0.47,0,6,0,5,1,0,,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0,,,0.2320309840912763,0.4813617120186488,,0.8333333333333334,0.8333333333333334,,,0.0300533697483066,0.5635028221864702
siglip2_so400m,Pigmented Purpuric Eruption,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.0,0.1666666666666666,0.2931671844582057,0.3823559209704399,1.0,0.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
siglip2_so400m,Leukocytoclastic Vasculitis,0.0,2,4,2,4,0,0,1.0,0.0,0.5,0.3333333333333333,1.0,0.5,0.25,0.325,0.2794204318974311,0.2071695600946743,1.0,0.0,0.5,0.342380227506653,1.0,0.0,0.4898908364545973
siglip2_so400m,Lichen Planus Lichenoid Eruption,0.47,0,6,0,3,3,0,,0.5,0.5,0.0,0.0,0.0,,,0.2183794272450225,0.4671870768070221,,1.0,1.0,,,0.1876163064826505,0.8123836935173494
siglip2_so400m,Pityriasis Rosea,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,1.0,1.0,0.201679412583306,0.2782875051101048,0.0,1.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
siglip2_so400m,Viral Exanthem,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.0,0.1666666666666666,0.2539653051620424,0.32657307634751,0.0,0.6,0.3,0.2065493143772374,1.0,0.0,0.4344824647831747
siglip2_so400m,Lichen Simplex Chronicus,0.51,0,6,0,3,3,0,,0.5,0.5,0.0,0.0,0.0,,,0.2696720306793392,0.5181234280268351,,0.3333333333333333,0.3333333333333333,,,0.1876163064826505,0.8123836935173494
siglip2_so400m,Stasis Dermatitis,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.4,0.25,0.2674461578488726,0.3587929929296175,1.0,0.4,0.7,0.2065493143772374,1.0,0.0,0.4344824647831747
siglip2_so400m,Keratosis Pilaris,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,1.0,1.0,0.217906306649822,0.2991517807046572,0.0,1.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
siglip2_so400m,CD - Contact Dermatitis,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.0,0.1666666666666666,0.287377945346601,0.3781779458125432,1.0,0.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
siglip2_so400m,Scabies,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.1999999999999999,0.2,0.2218796531075465,0.2804670035839081,0.0,1.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
vit_base,Eczema,0.48,2,4,2,3,1,0,1.0,0.25,0.625,0.4,1.0,0.5714285714285714,0.5,0.4166666666666666,0.2535602555860691,0.1717580010493596,1.0,0.5,0.75,0.342380227506653,1.0,0.0455872608097005,0.6993581574175981
vit_base,Allergic Contact Dermatitis,0.46,1,5,1,4,1,0,1.0,0.2,0.6,0.2,1.0,0.3333333333333333,1.0,1.0,0.2211689191170039,0.4701110099752744,1.0,1.0,1.0,0.2065493143772374,1.0,0.0362241086324301,0.6244653702374747
vit_base,Insect Bite,0.45,2,4,2,4,0,0,1.0,0.0,0.5,0.3333333333333333,1.0,0.5,0.125,0.2916666666666666,0.2644989105132649,0.1918084224065144,0.0,0.5,0.25,0.342380227506653,1.0,0.0,0.4898908364545973
vit_base,Urticaria,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,1.0,1.0,0.2376192410004255,0.3323565398653348,1.0,0.8,0.9,0.2065493143772374,1.0,0.0,0.4344824647831747
vit_base,Psoriasis,0.48,1,5,0,1,4,1,0.0,0.8,0.4,0.0,0.0,0.0,0.4,0.25,0.230800304247899,0.2977548564473787,0.0,0.8,0.4,0.0,0.7934506856227626,0.3755346297625253,0.9637758913675698
vit_base,Folliculitis,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.1999999999999999,0.2,0.282243486192991,0.3742735584576925,1.0,0.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
vit_base,Irritant Contact Dermatitis,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,1.0,1.0,0.2834369439270563,0.3953404625256856,1.0,0.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
vit_base,Tinea,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,1.0,1.0,0.2938574566645924,0.4007113774617513,1.0,0.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
vit_base,Herpes Zoster,0.49,0,6,0,5,1,0,,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0,,,0.2494257384660896,0.4992381756504376,,0.3333333333333333,0.3333333333333333,,,0.0300533697483066,0.5635028221864702
vit_base,Drug Rash,0.0,2,4,2,4,0,0,1.0,0.0,0.5,0.3333333333333333,1.0,0.5,0.5,0.4166666666666666,0.2330766621973606,0.1186657572786013,0.0,1.0,0.5,0.342380227506653,1.0,0.0,0.4898908364545973
vit_base,Herpes Simplex,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.0,0.1666666666666666,0.2993677790767589,0.3959165687362354,1.0,0.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
vit_base,Impetigo,0.53,1,5,0,2,3,1,0.0,0.6,0.3,0.0,0.0,0.0,0.6,0.3333333333333333,0.269383843231436,0.3579006964961687,1.0,0.4,0.7,0.0,0.7934506856227626,0.2307242812760128,0.882379225767352
vit_base,Acute Dermatitis NOS,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.8,0.5,0.2722056181450805,0.3663849209745725,1.0,0.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
vit_base,Hypersensitivity,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.8,0.5,0.2295596272287453,0.3033055315415064,0.0,0.8,0.4,0.2065493143772374,1.0,0.0,0.4344824647831747
vit_base,Acne,0.52,0,6,0,6,0,0,,0.0,0.0,0.0,0.0,0.0,,,0.3697408443984138,0.6070606708526611,,0.0,0.0,,,2.775557561562892e-17,0.3903342879021653
vit_base,Pigmented Purpuric Eruption,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.1999999999999999,0.2,0.3268367285983728,0.4285229245821634,1.0,0.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
vit_base,Leukocytoclastic Vasculitis,0.0,2,4,2,4,0,0,1.0,0.0,0.5,0.3333333333333333,1.0,0.5,0.75,0.75,0.2378982534178686,0.1624059428771336,0.5,0.75,0.625,0.342380227506653,1.0,0.0,0.4898908364545973
vit_base,Lichen Planus Lichenoid Eruption,0.53,0,6,0,3,3,0,,0.5,0.5,0.0,0.0,0.0,,,0.2835821419360146,0.5323351422945658,,0.0,0.0,,,0.1876163064826505,0.8123836935173494
vit_base,Pityriasis Rosea,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,1.0,1.0,0.2182390356806562,0.2942229261000951,0.0,1.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
vit_base,Viral Exanthem,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.6,0.3333333333333333,0.2564638751907128,0.3435373480121294,1.0,0.4,0.7,0.2065493143772374,1.0,0.0,0.4344824647831747
vit_base,Lichen Simplex Chronicus,0.47,0,6,0,4,2,0,,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,,,0.2586082255267054,0.507108231385549,,0.5,0.5,,,0.0967714111057804,0.700006684861608
vit_base,Stasis Dermatitis,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.1999999999999999,0.2,0.2548745721487078,0.3040900205572446,0.0,0.6,0.3,0.2065493143772374,1.0,0.0,0.4344824647831747
vit_base,Keratosis Pilaris,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.1999999999999999,0.2,0.2107573933227001,0.3292311678330104,0.0,1.0,0.5,0.2065493143772374,1.0,0.0,0.4344824647831747
vit_base,CD - Contact Dermatitis,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.0,0.1666666666666666,0.265176971305797,0.3389981240034103,0.0,0.4,0.2,0.2065493143772374,1.0,0.0,0.4344824647831747
vit_base,Scabies,0.0,1,5,1,5,0,0,1.0,0.0,0.5,0.1666666666666666,1.0,0.2857142857142857,0.0,0.1666666666666666,0.2521171382776191,0.3330854872862498,0.0,0.8,0.4,0.2065493143772374,1.0,0.0,0.4344824647831747
