trial,validation_auc_macro,validation_pr_auc_macro,architecture__instance_dim,architecture__attention_dim,architecture__shared_dim,architecture__instance_layers,architecture__shared_layers,architecture__dropout,training__epochs,training__batch_size,training__learning_rate,training__weight_decay,training__early_stopping_patience,training__gradient_clip_norm,training__loss,training__class_balanced_beta,training__use_positive_weights,training__num_workers
0,0.4444444444444444,0.5555555555555556,768,64,384,1,1,0.15,2,64,0.0008263860513916881,2.0731719263694552e-05,8,5.0,bce,0.999,True,0
