model,cases,subset_accuracy,precision_micro,recall_micro,f1_micro,precision_macro,recall_macro,f1_macro,auc_micro,auc_macro,auc_weighted,pr_auc_micro,pr_auc_macro,label_ranking_average_precision,coverage_error,ranking_loss,top1_hit,top3_hit,top5_hit,brier_macro,ece_macro
siglip2_mil,750,0.06666666666666667,0.17620005748778383,0.763387297633873,0.28631480616534327,0.1428848907318067,0.6433531976722188,0.23189342202581475,0.8785133630981108,0.842474179501167,0.8103471787623561,0.2630899194843987,0.27915305481032765,0.7907047926869597,3.096,0.058620319177390114,0.5025125628140703,0.7889447236180904,0.9195979899497487,0.10737259032800159,0.20764128354681713
siglip2_random_forest,750,0.4533333333333333,0.5406976744186046,0.11581569115815692,0.19076923076923077,0.33142834843394753,0.07547393840658864,0.11802068595667793,0.8768746650664565,0.8333540289371315,0.8006685475489603,0.30894691434537125,0.2606302538364824,0.7972266374798931,3.2666666666666666,0.061227935187111386,0.5879396984924623,0.8467336683417085,0.8994974874371859,0.03679723530440254,0.03978495589236226
derm_foundation_mil,750,0.03866666666666667,0.12673056443024494,0.7409713574097135,0.21644234267006185,0.11867143495784287,0.7578212190965187,0.19603534663075847,0.8334629063117283,0.8355455979754808,0.7983922408561641,0.17811710175198742,0.25595771562253583,0.7344486481460984,3.7666666666666666,0.08279250953470634,0.3693467336683417,0.6934673366834171,0.8391959798994975,0.1529312040798142,0.2773380079393015
derm_foundation_random_forest,750,0.4146666666666667,0.4645161290322581,0.1793275217932752,0.2587601078167116,0.29496726339802426,0.11259814647593924,0.15614385582980952,0.8863228180998695,0.846548638343496,0.815327681503895,0.3148005695023327,0.25105525143215,0.8148027539487784,3.0973333333333333,0.05528700030709185,0.6180904522613065,0.8417085427135679,0.907035175879397,0.036508966801914546,0.03694664023314373
