label,threshold,support_positive,support_negative,tp,fp,tn,fn,sensitivity,specificity,balanced_accuracy,precision,recall,f1,auc,pr_auc,brier,ece
Eczema,0.5,7,12,7,0,12,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.029557407407407404,0.1707602339181286
Allergic Contact Dermatitis,0.5,3,16,3,0,16,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.014042511371020147,0.09453216374269006
Insect Bite,0.5,1,18,1,0,18,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.003772920727745288,0.029795321637426896
Urticaria,0.5,2,17,2,0,17,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.011803265107212477,0.06096491228070174
Psoriasis,0.5,3,16,3,0,16,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.014098846653671214,0.09318713450292399
Folliculitis,0.5,2,17,2,0,17,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.010278768680961663,0.06850877192982456
Irritant Contact Dermatitis,0.5,2,17,2,0,17,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.011802371669915532,0.055204678362573104
Tinea,0.5,1,18,1,0,18,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.006553297595841454,0.047514619883040926
Herpes Zoster,0.5,2,17,2,0,17,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01330925925925926,0.07409356725146199
Drug Rash,0.5,4,15,4,0,15,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.019811842105263162,0.11394736842105263
Herpes Simplex,0.5,1,18,1,0,18,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004906578947368422,0.04055555555555556
Impetigo,0.5,1,18,1,0,18,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.006782488628979857,0.03111111111111111
Acute Dermatitis NOS,0.5,3,16,3,0,16,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.013459129304743342,0.0928654970760234
Hypersensitivity,0.5,1,18,1,0,18,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0061959226770630284,0.034707602339181284
Acne,0.5,1,18,1,0,18,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004647254710851204,0.042076023391812864
Pigmented Purpuric Eruption,0.5,1,18,1,0,18,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.006346231319038337,0.05058479532163743
Leukocytoclastic Vasculitis,0.5,1,18,1,0,18,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00512946718648473,0.03555555555555555
Lichen Planus Lichenoid Eruption,0.5,3,16,3,0,16,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.012363499025341132,0.09125730994152047
Pityriasis Rosea,0.5,1,18,1,0,18,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004957374918778428,0.0304093567251462
Viral Exanthem,0.5,2,17,2,0,17,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.011098911630929175,0.07464912280701755
Lichen Simplex Chronicus,0.5,1,18,1,0,18,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.005339587394411958,0.0345906432748538
Stasis Dermatitis,0.5,1,18,1,0,18,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.005109892787524367,0.034999999999999996
Keratosis Pilaris,0.5,1,18,1,0,18,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.006337816764132556,0.04029239766081871
CD - Contact Dermatitis,0.5,1,18,1,0,18,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.005896897335932423,0.039093567251461986
Scabies,0.5,2,17,2,0,17,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.010840480831708904,0.06695906432748538
