comparison,metric,difference,ci_lower,ci_upper,bootstrap_p,paired_permutation_p,replicates
siglip2_mil - siglip2_random_forest,macro_roc_auc,0.009120150564035479,-0.002643660806983888,0.02064821335595873,0.12458754124587541,0.5574442555744425,10000
siglip2_mil - siglip2_random_forest,macro_pr_auc,0.018522800973845233,-0.006894297194407724,0.048618971971311306,0.14078592140785923,0.4717528247175283,10000
