label,threshold,support_positive,support_negative,tp,fp,tn,fn,sensitivity,specificity,balanced_accuracy,precision,recall,f1,auc,pr_auc,brier,ece
Eczema,0.5,7,12,6,0,12,1,0.8571428571428571,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9230769230769231,1.0,0.9999999999999998,0.1342386624329502,0.3027547917201185
Allergic Contact Dermatitis,0.5,3,16,0,2,14,3,0.0,0.875,0.4375,0.0,0.0,0.0,0.020833333333333332,0.11050194931773878,0.22182591932882423,0.3258248879086505
Insect Bite,0.5,1,18,0,0,18,1,0.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.02858978068630964,0.08708138804038694
Urticaria,0.5,2,17,0,0,17,2,0.0,1.0,0.5,0.0,0.0,0.0,0.8823529411764706,0.6666666666666666,0.08371612115646014,0.09085495927439434
Psoriasis,0.5,3,16,0,0,16,3,0.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.10214264906022065,0.2169282500414671
Folliculitis,0.5,2,17,0,0,17,2,0.0,1.0,0.5,0.0,0.0,0.0,0.588235294117647,0.20192307692307693,0.09939601310260236,0.07003007079333178
Irritant Contact Dermatitis,0.5,2,17,0,0,17,2,0.0,1.0,0.5,0.0,0.0,0.0,0.11764705882352944,0.08888888888888888,0.09712589755254426,0.022320467301536806
Tinea,0.5,1,18,0,4,14,1,0.0,0.7777777777777778,0.3888888888888889,0.0,0.0,0.0,0.0,0.05263157894736842,0.20607581737412314,0.43435715010423004
Herpes Zoster,0.5,2,17,0,0,17,2,0.0,1.0,0.5,0.0,0.0,0.0,0.02941176470588236,0.08204334365325078,0.12962823772405543,0.22981501972915935
Drug Rash,0.5,4,15,0,0,15,4,0.0,1.0,0.5,0.0,0.0,0.0,0.9333333333333333,0.8166666666666667,0.1370718439386346,0.09648953334070043
Herpes Simplex,0.5,1,18,0,0,18,1,0.0,1.0,0.5,0.0,0.0,0.0,0.33333333333333337,0.07692307692307693,0.060163217526020274,0.0858772386654946
Impetigo,0.5,1,18,1,0,18,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00040525157561229944,0.01219816649923372
Acute Dermatitis NOS,0.5,3,16,0,2,14,3,0.0,0.875,0.4375,0.0,0.0,0.0,0.020833333333333332,0.11050194931773878,0.22182602413232028,0.3258251241432417
Hypersensitivity,0.5,1,18,0,0,18,1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.05263157894736842,0.06142456739807035,0.1743448191584856
Acne,0.5,1,18,0,0,18,1,0.0,1.0,0.5,0.0,0.0,0.0,0.33333333333333337,0.07692307692307693,0.06016312977816061,0.08587690041691212
Pigmented Purpuric Eruption,0.5,1,18,0,4,14,1,0.0,0.7777777777777778,0.3888888888888889,0.0,0.0,0.0,0.0,0.05263157894736842,0.2060760888831867,0.4343574367965456
Leukocytoclastic Vasculitis,0.5,1,18,0,0,18,1,0.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.02858980857956989,0.08708145154298622
Lichen Planus Lichenoid Eruption,0.5,3,16,0,0,16,3,0.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.09270500418582434,0.15980829958810497
Pityriasis Rosea,0.5,1,18,0,0,18,1,0.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.046289799284089383,0.07020160453099253
Viral Exanthem,0.5,2,17,0,0,17,2,0.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.05184906952633015,0.14238588216338938
Lichen Simplex Chronicus,0.5,1,18,0,0,18,1,0.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0446156821031861,0.11603516094411746
Stasis Dermatitis,0.5,1,18,0,0,18,1,0.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.04461570534174676,0.11603526668994915
Keratosis Pilaris,0.5,1,18,0,0,18,1,0.0,1.0,0.5,0.0,0.0,0.0,0.4444444444444444,0.09090909090909091,0.05552934091989663,0.07206875607112857
CD - Contact Dermatitis,0.5,1,18,0,0,18,1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.05263157894736842,0.06142453758642827,0.17434473455758726
Scabies,0.5,2,17,0,0,17,2,0.0,1.0,0.5,0.0,0.0,0.0,0.588235294117647,0.20192307692307693,0.09723302330198268,0.050338372835110314
