label,threshold,support_positive,support_negative,tp,fp,tn,fn,sensitivity,specificity,balanced_accuracy,precision,recall,f1,auc,pr_auc,brier,ece
Eczema,0.5,740,2789,54,0,2789,686,0.07297297297297298,1.0,0.5364864864864864,1.0,0.07297297297297298,0.13602015113350127,0.9403225024953245,0.8518380263244478,0.11665653193614696,0.1695464888167257
Allergic Contact Dermatitis,0.5,613,2916,69,0,2916,544,0.11256117455138662,1.0,0.5562805872756933,1.0,0.11256117455138662,0.20234604105571846,0.9460103115622418,0.8465073553783529,0.09655958692620098,0.13462986097362079
Insect Bite,0.5,282,3247,22,0,3247,260,0.07801418439716312,1.0,0.5390070921985816,1.0,0.07801418439716312,0.14473684210526316,0.9778103956297902,0.8697192726415253,0.045309808245178565,0.07425947310137132
Urticaria,0.5,232,3297,29,0,3297,203,0.125,1.0,0.5625,1.0,0.125,0.2222222222222222,0.9807230711304948,0.9159357174085037,0.03501284427446909,0.0670443073487167
Psoriasis,0.5,216,3313,26,0,3313,190,0.12037037037037036,1.0,0.5601851851851852,1.0,0.12037037037037036,0.21487603305785125,0.9834294753552224,0.921495607450382,0.03333241731025879,0.06964340715133971
Folliculitis,0.5,188,3341,39,0,3341,149,0.2074468085106383,1.0,0.6037234042553191,1.0,0.2074468085106383,0.3436123348017621,0.9842144981436314,0.913448034580863,0.025992191323062994,0.05269014437544598
Irritant Contact Dermatitis,0.5,174,3355,20,0,3355,154,0.11494252873563218,1.0,0.5574712643678161,1.0,0.11494252873563218,0.20618556701030927,0.9797634342292341,0.9099952180676231,0.028348071865625404,0.053972461326989775
Tinea,0.5,144,3385,17,0,3385,127,0.11805555555555555,1.0,0.5590277777777778,1.0,0.11805555555555555,0.2111801242236025,0.991726161168554,0.9242983153162652,0.0222344880042499,0.0499219634150379
Herpes Zoster,0.5,99,3430,57,0,3430,42,0.5757575757575758,1.0,0.7878787878787878,1.0,0.5757575757575758,0.7307692307692307,0.9987278028094355,0.9779776673274732,0.008167586340602906,0.024918522733057936
Drug Rash,0.5,104,3425,32,0,3425,72,0.3076923076923077,1.0,0.6538461538461539,1.0,0.3076923076923077,0.47058823529411764,0.9719006176305446,0.924489708237474,0.012625373082835649,0.03099520922034517
Herpes Simplex,0.5,100,3429,58,0,3429,42,0.58,1.0,0.79,1.0,0.58,0.7341772151898734,0.997742782152231,0.9702410150120241,0.00859903104383498,0.024154923979414763
Impetigo,0.5,85,3444,49,0,3444,36,0.5764705882352941,1.0,0.788235294117647,1.0,0.5764705882352941,0.7313432835820896,0.9867254218760676,0.9621569572786514,0.007022535286266486,0.022265067494069268
Acute Dermatitis NOS,0.5,87,3442,40,0,3442,47,0.45977011494252873,1.0,0.7298850574712643,1.0,0.45977011494252873,0.6299212598425197,0.9856505506688841,0.9404481967149522,0.008842131337320168,0.024033149581549892
Hypersensitivity,0.5,79,3450,37,0,3450,42,0.46835443037974683,1.0,0.7341772151898734,1.0,0.46835443037974683,0.6379310344827587,0.9855659512016144,0.9308825377396999,0.007206240706248453,0.018684378217928253
Acne,0.5,69,3460,58,1,3459,11,0.8405797101449275,0.9997109826589595,0.9201453464019436,0.9830508474576272,0.8405797101449275,0.90625,0.9974826170729664,0.977614488921785,0.003322207217326248,0.011896359896606342
Pigmented Purpuric Eruption,0.5,69,3460,59,0,3460,10,0.855072463768116,1.0,0.927536231884058,1.0,0.855072463768116,0.921875,0.9998701516293876,0.9955072463768114,0.0031456705132410995,0.014609305224117656
Leukocytoclastic Vasculitis,0.5,69,3460,51,0,3460,18,0.7391304347826086,1.0,0.8695652173913043,1.0,0.7391304347826086,0.85,0.9991497026053447,0.9819977804768784,0.003960439491506382,0.014839727895627302
Lichen Planus Lichenoid Eruption,0.5,62,3467,51,0,3467,11,0.8225806451612904,1.0,0.9112903225806452,1.0,0.8225806451612904,0.9026548672566371,0.9978041813597328,0.9852261109435878,0.0030916429736928424,0.01312567631213896
Pityriasis Rosea,0.5,56,3473,54,0,3473,2,0.9642857142857143,1.0,0.9821428571428572,1.0,0.9642857142857143,0.9818181818181818,1.0,1.0000000000000002,0.0011366602981247582,0.00794537635618463
Viral Exanthem,0.5,57,3472,53,0,3472,4,0.9298245614035088,1.0,0.9649122807017544,1.0,0.9298245614035088,0.9636363636363636,1.0,1.0000000000000002,0.001337209740750331,0.008612825476510731
Lichen Simplex Chronicus,0.5,55,3474,49,0,3474,6,0.8909090909090909,1.0,0.9454545454545454,1.0,0.8909090909090909,0.9423076923076923,0.9958366043858272,0.9827571489543321,0.0015797907780267953,0.007284263117458524
Stasis Dermatitis,0.5,49,3480,47,0,3480,2,0.9591836734693877,1.0,0.9795918367346939,1.0,0.9591836734693877,0.9791666666666666,1.0,1.0000000000000002,0.001090344168954913,0.007023028592639806
Keratosis Pilaris,0.5,43,3486,43,0,3486,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0006628907713953693,0.005731593662813231
CD - Contact Dermatitis,0.5,49,3480,40,0,3480,9,0.8163265306122449,1.0,0.9081632653061225,1.0,0.8163265306122449,0.898876404494382,0.9994018296973961,0.9844461230224439,0.001985034801104938,0.009021745369781215
Scabies,0.5,44,3485,41,0,3485,3,0.9318181818181818,1.0,0.9659090909090908,1.0,0.9318181818181818,0.9647058823529412,0.999250032607278,0.9835620354488279,0.0008110011059809934,0.004442100337775171
