encoder,classifier,split,subset_accuracy,precision_micro,recall_micro,f1_micro,precision_macro,recall_macro,f1_macro,auc_micro,auc_macro,pr_auc_micro,pr_auc_macro,brier_macro,ece_macro
bit50,knn,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.3499936122689716e-16,1.0040892397308358e-08
bit50,knn,validation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5151515151515151,0.4444444444444444,0.15878968253968254,0.5555555555555556,0.13069064025395638,0.20476103168923687
bit50,knn,test,0.0,0.25,0.08,0.12121212121212122,0.016,0.04,0.022857142857142857,0.51312,0.4547619047619048,0.20965753534002687,0.4055555555555556,0.1634506559478556,0.2050432900192518
