model_id,encoder,classifier,label,label_slug,test_positives,test_prevalence,roc_auc,pr_auc,roc_auc_ci_95_lower,roc_auc_ci_95_upper
clip_vitb32__knn,clip_vitb32,knn,Lichen Simplex Chronicus,lichen_simplex_chronicus,11,0.014666666666666666,0.6733915610776233,0.08346434551782145,,
clip_vitb32__knn,clip_vitb32,knn,Stasis Dermatitis,stasis_dermatitis,11,0.014666666666666666,0.6612129413211958,0.07227964565494545,,
clip_vitb32__knn,clip_vitb32,knn,Keratosis Pilaris,keratosis_pilaris,9,0.012,0.6182336182336182,0.04540079365079365,,
clip_vitb32__knn,clip_vitb32,knn,CD - Contact Dermatitis,cd_contact_dermatitis,11,0.014666666666666666,0.4850535121171115,0.05878787878787879,,
clip_vitb32__knn,clip_vitb32,knn,Scabies,scabies,9,0.012,0.4426450742240216,0.012,,
clip_vitb32__logistic,clip_vitb32,logistic,Eczema,eczema,157,0.20933333333333334,0.6847617104005328,0.3359180981595902,,
clip_vitb32__logistic,clip_vitb32,logistic,Allergic Contact Dermatitis,allergic_contact_dermatitis,130,0.17333333333333334,0.7010421836228289,0.3057449853711804,,
clip_vitb32__logistic,clip_vitb32,logistic,Insect Bite,insect_bite,60,0.08,0.7349516908212561,0.1700153428474269,,
clip_vitb32__logistic,clip_vitb32,logistic,Urticaria,urticaria,50,0.06666666666666667,0.7786571428571429,0.19513696305592476,,
clip_vitb32__logistic,clip_vitb32,logistic,Psoriasis,psoriasis,46,0.06133333333333333,0.6276865118577075,0.09459848667734454,,
clip_vitb32__logistic,clip_vitb32,logistic,Folliculitis,folliculitis,40,0.05333333333333334,0.7744718309859154,0.1949947204574062,,
clip_vitb32__logistic,clip_vitb32,logistic,Irritant Contact Dermatitis,irritant_contact_dermatitis,37,0.04933333333333333,0.6871612145104431,0.12585230326498426,,
clip_vitb32__logistic,clip_vitb32,logistic,Tinea,tinea,31,0.04133333333333333,0.7273991655076495,0.09491289466492146,,
clip_vitb32__logistic,clip_vitb32,logistic,Herpes Zoster,herpes_zoster,21,0.028,0.7506042197400222,0.101762507770569,,
clip_vitb32__logistic,clip_vitb32,logistic,Drug Rash,drug_rash,22,0.029333333333333333,0.7387612387612388,0.11510470507059133,,
clip_vitb32__logistic,clip_vitb32,logistic,Herpes Simplex,herpes_simplex,20,0.02666666666666667,0.7894520547945206,0.13459455410079868,,
clip_vitb32__logistic,clip_vitb32,logistic,Impetigo,impetigo,18,0.024,0.6490588949605343,0.0413151760350236,,
clip_vitb32__logistic,clip_vitb32,logistic,Acute Dermatitis NOS,acute_dermatitis_nos,19,0.025333333333333333,0.739110087119303,0.07677465005021468,,
clip_vitb32__logistic,clip_vitb32,logistic,Hypersensitivity,hypersensitivity,17,0.02266666666666667,0.8405424925768397,0.15866687634788348,,
clip_vitb32__logistic,clip_vitb32,logistic,Acne,acne,15,0.02,0.853514739229025,0.2636402112561747,,
clip_vitb32__logistic,clip_vitb32,logistic,Pigmented Purpuric Eruption,pigmented_purpuric_eruption,15,0.02,0.904671201814059,0.28300127837451666,,
clip_vitb32__logistic,clip_vitb32,logistic,Leukocytoclastic Vasculitis,leukocytoclastic_vasculitis,15,0.02,0.6114285714285714,0.17272701844948876,,
clip_vitb32__logistic,clip_vitb32,logistic,Lichen Planus Lichenoid Eruption,lichen_planus_lichenoid_eruption,14,0.018666666666666668,0.6832298136645962,0.057298595911975427,,
clip_vitb32__logistic,clip_vitb32,logistic,Pityriasis Rosea,pityriasis_rosea,12,0.016,0.6995257452574526,0.04220074078207701,,
clip_vitb32__logistic,clip_vitb32,logistic,Viral Exanthem,viral_exanthem,13,0.017333333333333333,0.763072748147375,0.07261278713319641,,
clip_vitb32__logistic,clip_vitb32,logistic,Lichen Simplex Chronicus,lichen_simplex_chronicus,11,0.014666666666666666,0.5657522450485915,0.021094740720931773,,
clip_vitb32__logistic,clip_vitb32,logistic,Stasis Dermatitis,stasis_dermatitis,11,0.014666666666666666,0.8095706728994956,0.17570523263570134,,
clip_vitb32__logistic,clip_vitb32,logistic,Keratosis Pilaris,keratosis_pilaris,9,0.012,0.7609836557204979,0.051923183736322626,,
clip_vitb32__logistic,clip_vitb32,logistic,CD - Contact Dermatitis,cd_contact_dermatitis,11,0.014666666666666666,0.6719153647435109,0.02429691619019157,,
clip_vitb32__logistic,clip_vitb32,logistic,Scabies,scabies,9,0.012,0.6635177687809266,0.0285672145554453,,
clip_vitb32__mil,clip_vitb32,mil,Eczema,eczema,157,0.20933333333333334,0.6556750196023673,0.29788215689704256,,
clip_vitb32__mil,clip_vitb32,mil,Allergic Contact Dermatitis,allergic_contact_dermatitis,130,0.17333333333333334,0.7184615384615384,0.36138577120240334,,
clip_vitb32__mil,clip_vitb32,mil,Insect Bite,insect_bite,60,0.08,0.7423429951690821,0.22167230160474305,,
clip_vitb32__mil,clip_vitb32,mil,Urticaria,urticaria,50,0.06666666666666667,0.8106,0.1840480208966206,,
clip_vitb32__mil,clip_vitb32,mil,Psoriasis,psoriasis,46,0.06133333333333333,0.6507534584980237,0.1343151690272614,,
clip_vitb32__mil,clip_vitb32,mil,Folliculitis,folliculitis,40,0.05333333333333334,0.811830985915493,0.18997064524007273,,
clip_vitb32__mil,clip_vitb32,mil,Irritant Contact Dermatitis,irritant_contact_dermatitis,37,0.04933333333333333,0.8022440392706872,0.18067975846514434,,
clip_vitb32__mil,clip_vitb32,mil,Tinea,tinea,31,0.04133333333333333,0.703396294136121,0.0842801955014331,,
clip_vitb32__mil,clip_vitb32,mil,Herpes Zoster,herpes_zoster,21,0.028,0.8764778888235677,0.22931554789195407,,
clip_vitb32__mil,clip_vitb32,mil,Drug Rash,drug_rash,22,0.029333333333333333,0.7416333666333665,0.18226815730429835,,
clip_vitb32__mil,clip_vitb32,mil,Herpes Simplex,herpes_simplex,20,0.02666666666666667,0.892945205479452,0.1867677636618586,,
clip_vitb32__mil,clip_vitb32,mil,Impetigo,impetigo,18,0.024,0.7930327868852458,0.1055144850284354,,
clip_vitb32__mil,clip_vitb32,mil,Acute Dermatitis NOS,acute_dermatitis_nos,19,0.025333333333333333,0.8350853193174455,0.10234214035995923,,
clip_vitb32__mil,clip_vitb32,mil,Hypersensitivity,hypersensitivity,17,0.02266666666666667,0.785570981462162,0.08734544570282471,,
clip_vitb32__mil,clip_vitb32,mil,Acne,acne,15,0.02,0.9440362811791383,0.2731354133022725,,
clip_vitb32__mil,clip_vitb32,mil,Pigmented Purpuric Eruption,pigmented_purpuric_eruption,15,0.02,0.9200907029478459,0.3623134935899131,,
clip_vitb32__mil,clip_vitb32,mil,Leukocytoclastic Vasculitis,leukocytoclastic_vasculitis,15,0.02,0.7738775510204081,0.14332058069784312,,
clip_vitb32__mil,clip_vitb32,mil,Lichen Planus Lichenoid Eruption,lichen_planus_lichenoid_eruption,14,0.018666666666666668,0.7165178571428571,0.08127901119171349,,
clip_vitb32__mil,clip_vitb32,mil,Pityriasis Rosea,pityriasis_rosea,12,0.016,0.8171860885275519,0.07640442026417579,,
clip_vitb32__mil,clip_vitb32,mil,Viral Exanthem,viral_exanthem,13,0.017333333333333333,0.8331071913161465,0.07498227831750326,,
clip_vitb32__mil,clip_vitb32,mil,Lichen Simplex Chronicus,lichen_simplex_chronicus,11,0.014666666666666666,0.6747447410505597,0.04664364057762359,,
clip_vitb32__mil,clip_vitb32,mil,Stasis Dermatitis,stasis_dermatitis,11,0.014666666666666666,0.9426743756919671,0.21725281052327663,,
clip_vitb32__mil,clip_vitb32,mil,Keratosis Pilaris,keratosis_pilaris,9,0.012,0.8551506972559604,0.11578701759841703,,
clip_vitb32__mil,clip_vitb32,mil,CD - Contact Dermatitis,cd_contact_dermatitis,11,0.014666666666666666,0.6026571534014024,0.020875104284649615,,
clip_vitb32__mil,clip_vitb32,mil,Scabies,scabies,9,0.012,0.7588843904633378,0.061469440674093094,,
clip_vitb32__random_forest,clip_vitb32,random_forest,Eczema,eczema,157,0.20933333333333334,0.6943265915511112,0.3583179261457861,,
clip_vitb32__random_forest,clip_vitb32,random_forest,Allergic Contact Dermatitis,allergic_contact_dermatitis,130,0.17333333333333334,0.7385794044665012,0.36334344198266294,,
clip_vitb32__random_forest,clip_vitb32,random_forest,Insect Bite,insect_bite,60,0.08,0.8171739130434782,0.24756888617664596,,
clip_vitb32__random_forest,clip_vitb32,random_forest,Urticaria,urticaria,50,0.06666666666666667,0.7992142857142857,0.20430887910758888,,
clip_vitb32__random_forest,clip_vitb32,random_forest,Psoriasis,psoriasis,46,0.06133333333333333,0.7268095355731226,0.1470826590912094,,
clip_vitb32__random_forest,clip_vitb32,random_forest,Folliculitis,folliculitis,40,0.05333333333333334,0.843080985915493,0.24652495443797806,,
clip_vitb32__random_forest,clip_vitb32,random_forest,Irritant Contact Dermatitis,irritant_contact_dermatitis,37,0.04933333333333333,0.744039270687237,0.1246419093325051,,
clip_vitb32__random_forest,clip_vitb32,random_forest,Tinea,tinea,31,0.04133333333333333,0.7295078289739334,0.10430875726779688,,
clip_vitb32__random_forest,clip_vitb32,random_forest,Herpes Zoster,herpes_zoster,21,0.028,0.8706969756352472,0.26064041472558164,,
clip_vitb32__random_forest,clip_vitb32,random_forest,Drug Rash,drug_rash,22,0.029333333333333333,0.7399787712287713,0.1401418833284972,,
clip_vitb32__random_forest,clip_vitb32,random_forest,Herpes Simplex,herpes_simplex,20,0.02666666666666667,0.8832876712328765,0.2370229650388668,,
clip_vitb32__random_forest,clip_vitb32,random_forest,Impetigo,impetigo,18,0.024,0.8041894353369764,0.0713156822486535,,
clip_vitb32__random_forest,clip_vitb32,random_forest,Acute Dermatitis NOS,acute_dermatitis_nos,19,0.025333333333333333,0.8185974512203902,0.13282530017148772,,
clip_vitb32__random_forest,clip_vitb32,random_forest,Hypersensitivity,hypersensitivity,17,0.02266666666666667,0.810127598106091,0.07073656860104971,,
clip_vitb32__random_forest,clip_vitb32,random_forest,Acne,acne,15,0.02,0.9489342403628118,0.31985726676374443,,
clip_vitb32__random_forest,clip_vitb32,random_forest,Pigmented Purpuric Eruption,pigmented_purpuric_eruption,15,0.02,0.9409070294784581,0.26957670672906037,,
clip_vitb32__random_forest,clip_vitb32,random_forest,Leukocytoclastic Vasculitis,leukocytoclastic_vasculitis,15,0.02,0.7688435374149659,0.12266230850832585,,
clip_vitb32__random_forest,clip_vitb32,random_forest,Lichen Planus Lichenoid Eruption,lichen_planus_lichenoid_eruption,14,0.018666666666666668,0.8176436335403726,0.17277664474190804,,
clip_vitb32__random_forest,clip_vitb32,random_forest,Pityriasis Rosea,pityriasis_rosea,12,0.016,0.799683830171635,0.05478222629599446,,
clip_vitb32__random_forest,clip_vitb32,random_forest,Viral Exanthem,viral_exanthem,13,0.017333333333333333,0.8170337125561006,0.07820643724137774,,
clip_vitb32__random_forest,clip_vitb32,random_forest,Lichen Simplex Chronicus,lichen_simplex_chronicus,11,0.014666666666666666,0.571041948579161,0.021175863290195666,,
clip_vitb32__random_forest,clip_vitb32,random_forest,Stasis Dermatitis,stasis_dermatitis,11,0.014666666666666666,0.9424283429696151,0.38290513039729346,,
clip_vitb32__random_forest,clip_vitb32,random_forest,Keratosis Pilaris,keratosis_pilaris,9,0.012,0.8225371120107962,0.09616024800492722,,
clip_vitb32__random_forest,clip_vitb32,random_forest,CD - Contact Dermatitis,cd_contact_dermatitis,11,0.014666666666666666,0.5023373108623447,0.016872991541052547,,
clip_vitb32__random_forest,clip_vitb32,random_forest,Scabies,scabies,9,0.012,0.7546108861898335,0.05666336391010694,,
clip_vitb32__svm_linear,clip_vitb32,svm_linear,Eczema,eczema,157,0.20933333333333334,0.6851054231426086,0.3397291153152639,,
clip_vitb32__svm_linear,clip_vitb32,svm_linear,Allergic Contact Dermatitis,allergic_contact_dermatitis,130,0.17333333333333334,0.7047890818858561,0.31342010401986065,,
clip_vitb32__svm_linear,clip_vitb32,svm_linear,Insect Bite,insect_bite,60,0.08,0.7230917874396134,0.17936292999765888,,
clip_vitb32__svm_linear,clip_vitb32,svm_linear,Urticaria,urticaria,50,0.06666666666666667,0.7718,0.1796304435616395,,
clip_vitb32__svm_linear,clip_vitb32,svm_linear,Psoriasis,psoriasis,46,0.06133333333333333,0.638864871541502,0.09476421494319291,,
clip_vitb32__svm_linear,clip_vitb32,svm_linear,Folliculitis,folliculitis,40,0.05333333333333334,0.7519014084507042,0.17432915715608377,,
clip_vitb32__svm_linear,clip_vitb32,svm_linear,Irritant Contact Dermatitis,irritant_contact_dermatitis,37,0.04933333333333333,0.6845456957658922,0.12779591952405386,,
clip_vitb32__svm_linear,clip_vitb32,svm_linear,Tinea,tinea,31,0.04133333333333333,0.7306743236574095,0.09683891262229481,,
clip_vitb32__svm_linear,clip_vitb32,svm_linear,Herpes Zoster,herpes_zoster,21,0.028,0.7539355934417663,0.1356834257039253,,
clip_vitb32__svm_linear,clip_vitb32,svm_linear,Drug Rash,drug_rash,22,0.029333333333333333,0.7202172827172827,0.08253079344599216,,
clip_vitb32__svm_linear,clip_vitb32,svm_linear,Herpes Simplex,herpes_simplex,20,0.02666666666666667,0.8055479452054795,0.126360892446168,,
clip_vitb32__svm_linear,clip_vitb32,svm_linear,Impetigo,impetigo,18,0.024,0.5735428051001821,0.038691787112912907,,
clip_vitb32__svm_linear,clip_vitb32,svm_linear,Acute Dermatitis NOS,acute_dermatitis_nos,19,0.025333333333333333,0.7254301965584276,0.06329134302325039,,
clip_vitb32__svm_linear,clip_vitb32,svm_linear,Hypersensitivity,hypersensitivity,17,0.02266666666666667,0.8255356712944386,0.17347126250475978,,
clip_vitb32__svm_linear,clip_vitb32,svm_linear,Acne,acne,15,0.02,0.8607709750566894,0.20211834861352027,,
clip_vitb32__svm_linear,clip_vitb32,svm_linear,Pigmented Purpuric Eruption,pigmented_purpuric_eruption,15,0.02,0.9121995464852608,0.20746710796322065,,
clip_vitb32__svm_linear,clip_vitb32,svm_linear,Leukocytoclastic Vasculitis,leukocytoclastic_vasculitis,15,0.02,0.6787301587301587,0.17013448405412163,,
clip_vitb32__svm_linear,clip_vitb32,svm_linear,Lichen Planus Lichenoid Eruption,lichen_planus_lichenoid_eruption,14,0.018666666666666668,0.6890527950310559,0.047095962168819866,,
clip_vitb32__svm_linear,clip_vitb32,svm_linear,Pityriasis Rosea,pityriasis_rosea,12,0.016,0.7516937669376694,0.04800658445020604,,
clip_vitb32__svm_linear,clip_vitb32,svm_linear,Viral Exanthem,viral_exanthem,13,0.017333333333333333,0.7699613819016804,0.08778643626746833,,
clip_vitb32__svm_linear,clip_vitb32,svm_linear,Lichen Simplex Chronicus,lichen_simplex_chronicus,11,0.014666666666666666,0.5415180218969123,0.02201548062419964,,
clip_vitb32__svm_linear,clip_vitb32,svm_linear,Stasis Dermatitis,stasis_dermatitis,11,0.014666666666666666,0.8424160413334973,0.15576278517050354,,
clip_vitb32__svm_linear,clip_vitb32,svm_linear,Keratosis Pilaris,keratosis_pilaris,9,0.012,0.7701304543409807,0.057147772388933975,,
clip_vitb32__svm_linear,clip_vitb32,svm_linear,CD - Contact Dermatitis,cd_contact_dermatitis,11,0.014666666666666666,0.5555418870709804,0.017582769511500555,,
clip_vitb32__svm_linear,clip_vitb32,svm_linear,Scabies,scabies,9,0.012,0.6498725446093867,0.057225589293145224,,
derm_foundation__gradient_boosting,derm_foundation,gradient_boosting,Eczema,eczema,157,0.20933333333333334,0.7623226388545774,0.4585028418086786,,
derm_foundation__gradient_boosting,derm_foundation,gradient_boosting,Allergic Contact Dermatitis,allergic_contact_dermatitis,130,0.17333333333333334,0.7409305210918115,0.3618648897632032,,
derm_foundation__gradient_boosting,derm_foundation,gradient_boosting,Insect Bite,insect_bite,60,0.08,0.8435265700483092,0.4306794160350343,,
derm_foundation__gradient_boosting,derm_foundation,gradient_boosting,Urticaria,urticaria,50,0.06666666666666667,0.8904,0.4748747251095511,,
derm_foundation__gradient_boosting,derm_foundation,gradient_boosting,Psoriasis,psoriasis,46,0.06133333333333333,0.7819447875494071,0.2891044727232295,,
derm_foundation__gradient_boosting,derm_foundation,gradient_boosting,Folliculitis,folliculitis,40,0.05333333333333334,0.8910915492957747,0.26660569911547444,,
derm_foundation__gradient_boosting,derm_foundation,gradient_boosting,Irritant Contact Dermatitis,irritant_contact_dermatitis,37,0.04933333333333333,0.7784769341571586,0.1560090304401742,,
derm_foundation__gradient_boosting,derm_foundation,gradient_boosting,Tinea,tinea,31,0.04133333333333333,0.7758984252321773,0.1615502695112777,,
derm_foundation__gradient_boosting,derm_foundation,gradient_boosting,Herpes Zoster,herpes_zoster,21,0.028,0.8544646939708669,0.21883184060309346,,
derm_foundation__gradient_boosting,derm_foundation,gradient_boosting,Drug Rash,drug_rash,22,0.029333333333333333,0.7932067932067932,0.1762502461553597,,
derm_foundation__gradient_boosting,derm_foundation,gradient_boosting,Herpes Simplex,herpes_simplex,20,0.02666666666666667,0.9348630136986301,0.37763412486828585,,
derm_foundation__gradient_boosting,derm_foundation,gradient_boosting,Impetigo,impetigo,18,0.024,0.8461596842744383,0.1892713209282576,,
derm_foundation__gradient_boosting,derm_foundation,gradient_boosting,Acute Dermatitis NOS,acute_dermatitis_nos,19,0.025333333333333333,0.7013103895168837,0.04740138338565422,,
derm_foundation__gradient_boosting,derm_foundation,gradient_boosting,Hypersensitivity,hypersensitivity,17,0.02266666666666667,0.792552764625632,0.0754556898168465,,
derm_foundation__gradient_boosting,derm_foundation,gradient_boosting,Acne,acne,15,0.02,0.9375963718820861,0.2696178872532429,,
derm_foundation__gradient_boosting,derm_foundation,gradient_boosting,Pigmented Purpuric Eruption,pigmented_purpuric_eruption,15,0.02,0.9298866213151927,0.374599728679521,,
derm_foundation__gradient_boosting,derm_foundation,gradient_boosting,Leukocytoclastic Vasculitis,leukocytoclastic_vasculitis,15,0.02,0.8303401360544217,0.1424794525575472,,
derm_foundation__gradient_boosting,derm_foundation,gradient_boosting,Lichen Planus Lichenoid Eruption,lichen_planus_lichenoid_eruption,14,0.018666666666666668,0.8401591614906833,0.10461485384215201,,
derm_foundation__gradient_boosting,derm_foundation,gradient_boosting,Pityriasis Rosea,pityriasis_rosea,12,0.016,0.8644421860885275,0.10959813748312605,,
derm_foundation__gradient_boosting,derm_foundation,gradient_boosting,Viral Exanthem,viral_exanthem,13,0.017333333333333333,0.7133910865254148,0.05447704766311266,,
derm_foundation__gradient_boosting,derm_foundation,gradient_boosting,Lichen Simplex Chronicus,lichen_simplex_chronicus,11,0.014666666666666666,0.7270266945503753,0.03224379066057115,,
derm_foundation__gradient_boosting,derm_foundation,gradient_boosting,Stasis Dermatitis,stasis_dermatitis,11,0.014666666666666666,0.800775003075409,0.09852556380485032,,
derm_foundation__gradient_boosting,derm_foundation,gradient_boosting,Keratosis Pilaris,keratosis_pilaris,9,0.012,0.8897885739991003,0.0797427982236607,,
derm_foundation__gradient_boosting,derm_foundation,gradient_boosting,CD - Contact Dermatitis,cd_contact_dermatitis,11,0.014666666666666666,0.6998400787304712,0.037985735458748005,,
derm_foundation__gradient_boosting,derm_foundation,gradient_boosting,Scabies,scabies,9,0.012,0.7765032238716449,0.03750823172356566,,
derm_foundation__knn,derm_foundation,knn,Eczema,eczema,157,0.20933333333333334,0.6596223456246442,0.3344513012120072,,
derm_foundation__knn,derm_foundation,knn,Allergic Contact Dermatitis,allergic_contact_dermatitis,130,0.17333333333333334,0.6755272952853598,0.27215000380857957,,
derm_foundation__knn,derm_foundation,knn,Insect Bite,insect_bite,60,0.08,0.7355555555555555,0.2553035342422846,,
derm_foundation__knn,derm_foundation,knn,Urticaria,urticaria,50,0.06666666666666667,0.8077714285714286,0.30055973252830037,,
derm_foundation__knn,derm_foundation,knn,Psoriasis,psoriasis,46,0.06133333333333333,0.6899703557312253,0.15479786137792334,,
derm_foundation__knn,derm_foundation,knn,Folliculitis,folliculitis,40,0.05333333333333334,0.797781690140845,0.21333299484246648,,
derm_foundation__knn,derm_foundation,knn,Irritant Contact Dermatitis,irritant_contact_dermatitis,37,0.04933333333333333,0.6566468291573482,0.10949402518519191,,
derm_foundation__knn,derm_foundation,knn,Tinea,tinea,31,0.04133333333333333,0.6764323208757682,0.13895233556020928,,
derm_foundation__knn,derm_foundation,knn,Herpes Zoster,herpes_zoster,21,0.028,0.7424717486445882,0.2299881981996376,,
derm_foundation__knn,derm_foundation,knn,Drug Rash,drug_rash,22,0.029333333333333333,0.6631493506493507,0.08770378827439933,,
derm_foundation__knn,derm_foundation,knn,Herpes Simplex,herpes_simplex,20,0.02666666666666667,0.8421917808219178,0.3816488301221561,,
derm_foundation__knn,derm_foundation,knn,Impetigo,impetigo,18,0.024,0.7661657559198543,0.16108168489068042,,
derm_foundation__knn,derm_foundation,knn,Acute Dermatitis NOS,acute_dermatitis_nos,19,0.025333333333333333,0.6023831809345526,0.05507927951695265,,
derm_foundation__knn,derm_foundation,knn,Hypersensitivity,hypersensitivity,17,0.02266666666666667,0.5570178958350053,0.0279616953541779,,
derm_foundation__knn,derm_foundation,knn,Acne,acne,15,0.02,0.8010884353741496,0.279779202447079,,
derm_foundation__knn,derm_foundation,knn,Pigmented Purpuric Eruption,pigmented_purpuric_eruption,15,0.02,0.8239455782312926,0.2772961768059872,,
derm_foundation__knn,derm_foundation,knn,Leukocytoclastic Vasculitis,leukocytoclastic_vasculitis,15,0.02,0.7703401360544219,0.20274221684747998,,
derm_foundation__knn,derm_foundation,knn,Lichen Planus Lichenoid Eruption,lichen_planus_lichenoid_eruption,14,0.018666666666666668,0.5861801242236024,0.058377119790151616,,
derm_foundation__knn,derm_foundation,knn,Pityriasis Rosea,pityriasis_rosea,12,0.016,0.7074299909665763,0.05621251241310824,,
derm_foundation__knn,derm_foundation,knn,Viral Exanthem,viral_exanthem,13,0.017333333333333333,0.6038513725080887,0.17775410652065704,,
derm_foundation__knn,derm_foundation,knn,Lichen Simplex Chronicus,lichen_simplex_chronicus,11,0.014666666666666666,0.44925575101488496,0.014666666666666666,,
derm_foundation__knn,derm_foundation,knn,Stasis Dermatitis,stasis_dermatitis,11,0.014666666666666666,0.7796776971337187,0.13427113931731688,,
derm_foundation__knn,derm_foundation,knn,Keratosis Pilaris,keratosis_pilaris,9,0.012,0.6332283700704753,0.11355555555555555,,
derm_foundation__knn,derm_foundation,knn,CD - Contact Dermatitis,cd_contact_dermatitis,11,0.014666666666666666,0.6478041579530078,0.03242579798717906,,
derm_foundation__knn,derm_foundation,knn,Scabies,scabies,9,0.012,0.6554206027890237,0.02405260058445094,,
derm_foundation__logistic,derm_foundation,logistic,Eczema,eczema,157,0.20933333333333334,0.6344077936864265,0.27823879509191013,,
derm_foundation__logistic,derm_foundation,logistic,Allergic Contact Dermatitis,allergic_contact_dermatitis,130,0.17333333333333334,0.6738213399503722,0.2812293155331608,,
derm_foundation__logistic,derm_foundation,logistic,Insect Bite,insect_bite,60,0.08,0.7289855072463767,0.19542692056873223,,
derm_foundation__logistic,derm_foundation,logistic,Urticaria,urticaria,50,0.06666666666666667,0.8134857142857144,0.3128784997332151,,
derm_foundation__logistic,derm_foundation,logistic,Psoriasis,psoriasis,46,0.06133333333333333,0.7291254940711462,0.22950734138867124,,
derm_foundation__logistic,derm_foundation,logistic,Folliculitis,folliculitis,40,0.05333333333333334,0.7774295774647888,0.24082050877786165,,
derm_foundation__logistic,derm_foundation,logistic,Irritant Contact Dermatitis,irritant_contact_dermatitis,37,0.04933333333333333,0.6577840112201964,0.11120727762395265,,
derm_foundation__logistic,derm_foundation,logistic,Tinea,tinea,31,0.04133333333333333,0.7821346852707614,0.1402661181762402,,
derm_foundation__logistic,derm_foundation,logistic,Herpes Zoster,herpes_zoster,21,0.028,0.7168985564047292,0.19997506611101715,,
derm_foundation__logistic,derm_foundation,logistic,Drug Rash,drug_rash,22,0.029333333333333333,0.7457542457542459,0.1074783574340032,,
derm_foundation__logistic,derm_foundation,logistic,Herpes Simplex,herpes_simplex,20,0.02666666666666667,0.8472602739726028,0.22908223975352718,,
derm_foundation__logistic,derm_foundation,logistic,Impetigo,impetigo,18,0.024,0.7924256223436551,0.09137145887264397,,
derm_foundation__logistic,derm_foundation,logistic,Acute Dermatitis NOS,acute_dermatitis_nos,19,0.025333333333333333,0.6980704154366765,0.05915909998229508,,
derm_foundation__logistic,derm_foundation,logistic,Hypersensitivity,hypersensitivity,17,0.02266666666666667,0.7179199101195731,0.05768951860632859,,
derm_foundation__logistic,derm_foundation,logistic,Acne,acne,15,0.02,0.8129705215419502,0.1500886029012306,,
derm_foundation__logistic,derm_foundation,logistic,Pigmented Purpuric Eruption,pigmented_purpuric_eruption,15,0.02,0.879546485260771,0.3175863330021956,,
derm_foundation__logistic,derm_foundation,logistic,Leukocytoclastic Vasculitis,leukocytoclastic_vasculitis,15,0.02,0.6423582766439909,0.13733139945048067,,
derm_foundation__logistic,derm_foundation,logistic,Lichen Planus Lichenoid Eruption,lichen_planus_lichenoid_eruption,14,0.018666666666666668,0.704580745341615,0.2057248992565207,,
derm_foundation__logistic,derm_foundation,logistic,Pityriasis Rosea,pityriasis_rosea,12,0.016,0.778342366757001,0.1023327976639844,,
derm_foundation__logistic,derm_foundation,logistic,Viral Exanthem,viral_exanthem,13,0.017333333333333333,0.7570191003026824,0.15229826054311021,,
derm_foundation__logistic,derm_foundation,logistic,Lichen Simplex Chronicus,lichen_simplex_chronicus,11,0.014666666666666666,0.6794193627752492,0.07816670832365673,,
derm_foundation__logistic,derm_foundation,logistic,Stasis Dermatitis,stasis_dermatitis,11,0.014666666666666666,0.6746217246893836,0.10884558430136537,,
derm_foundation__logistic,derm_foundation,logistic,Keratosis Pilaris,keratosis_pilaris,9,0.012,0.7073024441445493,0.12592512010787202,,
derm_foundation__logistic,derm_foundation,logistic,CD - Contact Dermatitis,cd_contact_dermatitis,11,0.014666666666666666,0.6818796899987699,0.029039234133158547,,
derm_foundation__logistic,derm_foundation,logistic,Scabies,scabies,9,0.012,0.7383415804468436,0.03996105731872891,,
derm_foundation__mil,derm_foundation,mil,Eczema,eczema,157,0.20933333333333334,0.7431928765534205,0.4128127992774579,0.7006678625637122,0.781386312333191
derm_foundation__mil,derm_foundation,mil,Allergic Contact Dermatitis,allergic_contact_dermatitis,130,0.17333333333333334,0.6981389578163772,0.3026154219291979,0.6533948303062496,0.7461482680226351
derm_foundation__mil,derm_foundation,mil,Insect Bite,insect_bite,60,0.08,0.8484782608695652,0.35289725341841033,0.7990682326574661,0.8901372864894925
derm_foundation__mil,derm_foundation,mil,Urticaria,urticaria,50,0.06666666666666667,0.8802285714285714,0.42467988594006767,0.8305641926089707,0.9221685098777832
derm_foundation__mil,derm_foundation,mil,Psoriasis,psoriasis,46,0.06133333333333333,0.7570405138339922,0.2583821649672591,0.673234226993653,0.8344173854720182
derm_foundation__mil,derm_foundation,mil,Folliculitis,folliculitis,40,0.05333333333333334,0.9118661971830986,0.3540094328802815,0.8720784967493829,0.9450153106697224
derm_foundation__mil,derm_foundation,mil,Irritant Contact Dermatitis,irritant_contact_dermatitis,37,0.04933333333333333,0.746180963572268,0.1827312284982716,0.6639227771570355,0.8268231517591691
derm_foundation__mil,derm_foundation,mil,Tinea,tinea,31,0.04133333333333333,0.7935304410247208,0.23286410408399255,0.717341462208152,0.8650284366211293
derm_foundation__mil,derm_foundation,mil,Herpes Zoster,herpes_zoster,21,0.028,0.905153831079757,0.3141460912790186,0.8107527790095614,0.9656856966363615
derm_foundation__mil,derm_foundation,mil,Drug Rash,drug_rash,22,0.029333333333333333,0.7807192807192807,0.3110583864929353,0.6768773849809201,0.8749686023563183
derm_foundation__mil,derm_foundation,mil,Herpes Simplex,herpes_simplex,20,0.02666666666666667,0.9630821917808219,0.4676629150967234,0.9372066093230164,0.982622541548119
