model_id,encoder,classifier,target_positive_cases,k,metric,estimate,ci_95_lower,ci_95_upper
siglip2_so400m__mil,siglip2_so400m,mil,398,3,precision_at_k,0.3726968174204355,0.34673366834170855,0.3961474036850921
siglip2_so400m__mil,siglip2_so400m,mil,398,5,hit_rate,0.9195979899497487,0.8919597989949749,0.9447236180904522
siglip2_so400m__mil,siglip2_so400m,mil,398,5,recall_at_k,0.7707705192629816,0.7393896566164153,0.8013871440536015
siglip2_so400m__mil,siglip2_so400m,mil,398,5,precision_at_k,0.3030150753768845,0.28692211055276384,0.31810301507537697
siglip2_so400m__random_forest,siglip2_so400m,random_forest,398,1,hit_rate,0.5879396984924623,0.5376884422110553,0.635678391959799
siglip2_so400m__random_forest,siglip2_so400m,random_forest,398,1,recall_at_k,0.3156616415410385,0.2864688023450586,0.3476559882747069
siglip2_so400m__random_forest,siglip2_so400m,random_forest,398,1,precision_at_k,0.5879396984924623,0.5376884422110553,0.635678391959799
siglip2_so400m__random_forest,siglip2_so400m,random_forest,398,3,hit_rate,0.8467336683417085,0.8090452261306532,0.8819095477386935
siglip2_so400m__random_forest,siglip2_so400m,random_forest,398,3,recall_at_k,0.6185929648241206,0.5833741624790619,0.6533678810720269
siglip2_so400m__random_forest,siglip2_so400m,random_forest,398,3,precision_at_k,0.3961474036850921,0.37185929648241206,0.42043551088777215
siglip2_so400m__random_forest,siglip2_so400m,random_forest,398,5,hit_rate,0.8994974874371859,0.8717964824120602,0.9271356783919598
siglip2_so400m__random_forest,siglip2_so400m,random_forest,398,5,recall_at_k,0.7540201005025127,0.7237395309882746,0.7851821608040201
siglip2_so400m__random_forest,siglip2_so400m,random_forest,398,5,precision_at_k,0.29949748743718596,0.28341708542713573,0.3165954773869348
siglip2_so400m__svm_linear,siglip2_so400m,svm_linear,398,1,hit_rate,0.457286432160804,,
siglip2_so400m__svm_linear,siglip2_so400m,svm_linear,398,1,recall_at_k,0.23086264656616415,,
siglip2_so400m__svm_linear,siglip2_so400m,svm_linear,398,1,precision_at_k,0.457286432160804,,
siglip2_so400m__svm_linear,siglip2_so400m,svm_linear,398,3,hit_rate,0.7537688442211056,,
siglip2_so400m__svm_linear,siglip2_so400m,svm_linear,398,3,recall_at_k,0.5268006700167505,,
siglip2_so400m__svm_linear,siglip2_so400m,svm_linear,398,3,precision_at_k,0.3484087102177555,,
siglip2_so400m__svm_linear,siglip2_so400m,svm_linear,398,5,hit_rate,0.8417085427135679,,
siglip2_so400m__svm_linear,siglip2_so400m,svm_linear,398,5,recall_at_k,0.6769681742043553,,
siglip2_so400m__svm_linear,siglip2_so400m,svm_linear,398,5,precision_at_k,0.271356783919598,,
vit_base__gradient_boosting,vit_base,gradient_boosting,398,1,hit_rate,0.3743718592964824,,
vit_base__gradient_boosting,vit_base,gradient_boosting,398,1,recall_at_k,0.18333333333333335,,
vit_base__gradient_boosting,vit_base,gradient_boosting,398,1,precision_at_k,0.3743718592964824,,
vit_base__gradient_boosting,vit_base,gradient_boosting,398,3,hit_rate,0.7085427135678392,,
vit_base__gradient_boosting,vit_base,gradient_boosting,398,3,recall_at_k,0.46013400335008375,,
vit_base__gradient_boosting,vit_base,gradient_boosting,398,3,precision_at_k,0.3174204355108878,,
vit_base__gradient_boosting,vit_base,gradient_boosting,398,5,hit_rate,0.8065326633165829,,
vit_base__gradient_boosting,vit_base,gradient_boosting,398,5,recall_at_k,0.6196398659966499,,
vit_base__gradient_boosting,vit_base,gradient_boosting,398,5,precision_at_k,0.2537688442211055,,
vit_base__knn,vit_base,knn,398,1,hit_rate,0.3693467336683417,,
vit_base__knn,vit_base,knn,398,1,recall_at_k,0.18542713567839195,,
vit_base__knn,vit_base,knn,398,1,precision_at_k,0.3693467336683417,,
vit_base__knn,vit_base,knn,398,3,hit_rate,0.6231155778894473,,
vit_base__knn,vit_base,knn,398,3,recall_at_k,0.4107621440536014,,
vit_base__knn,vit_base,knn,398,3,precision_at_k,0.27805695142378556,,
vit_base__knn,vit_base,knn,398,5,hit_rate,0.7412060301507538,,
vit_base__knn,vit_base,knn,398,5,recall_at_k,0.538107202680067,,
vit_base__knn,vit_base,knn,398,5,precision_at_k,0.21758793969849244,,
vit_base__logistic,vit_base,logistic,398,1,hit_rate,0.34673366834170855,,
vit_base__logistic,vit_base,logistic,398,1,recall_at_k,0.18316582914572865,,
vit_base__logistic,vit_base,logistic,398,1,precision_at_k,0.34673366834170855,,
vit_base__logistic,vit_base,logistic,398,3,hit_rate,0.6507537688442211,,
vit_base__logistic,vit_base,logistic,398,3,recall_at_k,0.42432998324958127,,
vit_base__logistic,vit_base,logistic,398,3,precision_at_k,0.28559463986599665,,
vit_base__logistic,vit_base,logistic,398,5,hit_rate,0.7989949748743719,,
vit_base__logistic,vit_base,logistic,398,5,recall_at_k,0.6088358458961474,,
vit_base__logistic,vit_base,logistic,398,5,precision_at_k,0.24572864321608043,,
vit_base__mil,vit_base,mil,398,1,hit_rate,0.19095477386934673,,
vit_base__mil,vit_base,mil,398,1,recall_at_k,0.10737018425460637,,
vit_base__mil,vit_base,mil,398,1,precision_at_k,0.19095477386934673,,
vit_base__mil,vit_base,mil,398,3,hit_rate,0.44221105527638194,,
vit_base__mil,vit_base,mil,398,3,recall_at_k,0.28149078726968174,,
vit_base__mil,vit_base,mil,398,3,precision_at_k,0.1775544388609715,,
vit_base__mil,vit_base,mil,398,5,hit_rate,0.5804020100502513,,
vit_base__mil,vit_base,mil,398,5,recall_at_k,0.39095477386934663,,
vit_base__mil,vit_base,mil,398,5,precision_at_k,0.15577889447236182,,
vit_base__random_forest,vit_base,random_forest,398,1,hit_rate,0.4547738693467337,,
vit_base__random_forest,vit_base,random_forest,398,1,recall_at_k,0.22102177554438862,,
vit_base__random_forest,vit_base,random_forest,398,1,precision_at_k,0.4547738693467337,,
vit_base__random_forest,vit_base,random_forest,398,3,hit_rate,0.7487437185929648,,
vit_base__random_forest,vit_base,random_forest,398,3,recall_at_k,0.5182160804020101,,
vit_base__random_forest,vit_base,random_forest,398,3,precision_at_k,0.34757118927973196,,
vit_base__random_forest,vit_base,random_forest,398,5,hit_rate,0.8417085427135679,,
vit_base__random_forest,vit_base,random_forest,398,5,recall_at_k,0.6764656616415411,,
vit_base__random_forest,vit_base,random_forest,398,5,precision_at_k,0.2698492462311558,,
vit_base__svm_linear,vit_base,svm_linear,398,1,hit_rate,0.42462311557788945,,
vit_base__svm_linear,vit_base,svm_linear,398,1,recall_at_k,0.20908710217755444,,
vit_base__svm_linear,vit_base,svm_linear,398,1,precision_at_k,0.42462311557788945,,
vit_base__svm_linear,vit_base,svm_linear,398,3,hit_rate,0.7010050251256281,,
vit_base__svm_linear,vit_base,svm_linear,398,3,recall_at_k,0.4598408710217755,,
vit_base__svm_linear,vit_base,svm_linear,398,3,precision_at_k,0.314070351758794,,
vit_base__svm_linear,vit_base,svm_linear,398,5,hit_rate,0.7562814070351759,,
vit_base__svm_linear,vit_base,svm_linear,398,5,recall_at_k,0.5850083752093802,,
vit_base__svm_linear,vit_base,svm_linear,398,5,precision_at_k,0.23969849246231156,,
