subset_accuracy,precision_micro,recall_micro,f1_micro,precision_macro,recall_macro,f1_macro,auc_micro,auc_macro,auc_weighted,pr_auc_micro,pr_auc_macro,label_ranking_average_precision,coverage_error,ranking_loss,top1_hit,top3_hit,top5_hit,brier_macro,ece_macro
0.03708609271523179,0.1261934412619344,0.7543424317617866,0.21621621621621623,0.11968250598656499,0.7743068528174608,0.19593188159898575,0.8796378769720207,0.8443572493706603,0.8124301811772522,0.2547177508959831,0.2678030899383119,0.7910560433013772,3.0423841059602648,0.05780117387676452,0.4875,0.8225,0.9075,0.1113193723999641,0.21542739175209488
