subset_accuracy,precision_micro,recall_micro,f1_micro,precision_macro,recall_macro,f1_macro,auc_micro,auc_macro,auc_weighted,pr_auc_micro,pr_auc_macro,label_ranking_average_precision,coverage_error,ranking_loss,top1_hit,top3_hit,top5_hit,brier_macro,ece_macro
0.005,0.21067221067221067,0.7543424317617866,0.3293607800650054,0.199857717755939,0.7743068528174608,0.29544114377764746,0.877436587460481,0.8357207953128587,0.8059897287127269,0.4028103634308705,0.39767683437249374,0.6056182817313472,5.7425,0.10909971569239303,0.4875,0.8225,0.9075,0.11641362569570031,0.19747063581768884
