label,threshold,support_positive,support_negative,tp,fp,tn,fn,sensitivity,specificity,balanced_accuracy,precision,recall,f1,auc,pr_auc,brier,ece
Eczema,0.5,7,12,7,0,12,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,2.8138844874786442e-15,4.6613501499554396e-08
Allergic Contact Dermatitis,0.5,3,16,3,0,16,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.834960875323158e-15,3.420502645868238e-08
Insect Bite,0.5,1,18,1,0,18,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.334597085068124e-16,5.8897291115178976e-09
Urticaria,0.5,2,17,2,0,17,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.1145903634752545e-16,1.3857441944128302e-08
Psoriasis,0.5,3,16,3,0,16,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.764452976456212e-16,2.0039906020401433e-08
Folliculitis,0.5,2,17,2,0,17,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0685847766074311e-15,2.2353101087097947e-08
Irritant Contact Dermatitis,0.5,2,17,2,0,17,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1542043172209634e-15,1.798346578943641e-08
Tinea,0.5,1,18,1,0,18,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.367426392796914e-16,1.3550758073348638e-08
Herpes Zoster,0.5,2,17,2,0,17,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.221538954598852e-16,1.5210835105443194e-08
Drug Rash,0.5,4,15,4,0,15,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5819294141596558e-15,3.091876841318114e-08
Herpes Simplex,0.5,1,18,1,0,18,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.780065797316845e-16,1.205889993984599e-08
Impetigo,0.5,1,18,1,0,18,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.206668367805125e-16,6.095075739540171e-09
Acute Dermatitis NOS,0.5,3,16,3,0,16,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.834960875323158e-15,3.420502645868238e-08
Hypersensitivity,0.5,1,18,1,0,18,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.749060535066907e-16,9.258758360601589e-09
Acne,0.5,1,18,1,0,18,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.780065797316845e-16,1.205889993984599e-08
Pigmented Purpuric Eruption,0.5,1,18,1,0,18,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.367426392796914e-16,1.3550758073348638e-08
Leukocytoclastic Vasculitis,0.5,1,18,1,0,18,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.334597085068124e-16,5.8897291115178976e-09
Lichen Planus Lichenoid Eruption,0.5,3,16,3,0,16,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5430700685588198e-15,2.90314473006506e-08
Pityriasis Rosea,0.5,1,18,1,0,18,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.752915379454381e-16,8.124837965151296e-09
Viral Exanthem,0.5,2,17,2,0,17,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.152291348315506e-16,1.1918198163341873e-08
Lichen Simplex Chronicus,0.5,1,18,1,0,18,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.3205639311092596e-16,7.837930831808325e-09
Stasis Dermatitis,0.5,1,18,1,0,18,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.3205639311092596e-16,7.837930831808325e-09
Keratosis Pilaris,0.5,1,18,1,0,18,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.8539370763360855e-16,1.023879443419001e-08
CD - Contact Dermatitis,0.5,1,18,1,0,18,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.749060535066907e-16,9.258758360601589e-09
Scabies,0.5,2,17,2,0,17,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.20803278614414e-15,2.212668293412988e-08
