encoder,seed,split,subset_accuracy,precision_micro,recall_micro,f1_micro,precision_macro,recall_macro,f1_macro,auc_micro,auc_macro,auc_weighted,pr_auc_micro,pr_auc_macro,label_ranking_average_precision,coverage_error,ranking_loss,top1_hit,top3_hit,top5_hit,brier_macro,ece_macro
siglip2_so400m,42,train,0.1078626170877093,0.2239812195268765,0.9893645307099176,0.3652694610778443,0.2118126401501562,0.997389352293766,0.3451249036831448,0.9654044682632112,0.9711373339646292,0.9240642082886928,0.4897384134715988,0.6140885374949658,0.8905042575064565,1.6522849843883054,0.0177248139136475,0.7140549273021002,0.955304254173398,0.9929994614970382,0.099574374895594,0.2095679211066076
siglip2_so400m,42,validation,0.0741721854304635,0.1674482758620689,0.7540372670807454,0.274040632054176,0.145204431233986,0.6724674566362796,0.235689745211746,0.8750990798378975,0.8473473324393018,0.8022869068540395,0.2353429487259016,0.2712845364274381,0.7754517956355029,3.0450331125827814,0.0602216882939752,0.4486215538847117,0.7919799498746867,0.8947368421052632,0.1111176461532154,0.2112763014131762
siglip2_so400m,42,test,0.0781456953642384,0.1671699149052978,0.7555831265508685,0.2737693863789616,0.1381357981581475,0.6528524759092644,0.2250203161040448,0.8709406538789066,0.8379361601558053,0.8008996334317195,0.2369093706637624,0.2633287709847464,0.7819023089724599,3.201324503311258,0.0625326985893915,0.475,0.7925,0.8925,0.1119685618970323,0.2120496883475289
siglip2_so400m,43,train,0.0828839057621345,0.2372665264231529,0.9896304174421696,0.3827642945290004,0.224116913498007,0.9976425729761176,0.3635780829235748,0.9722392716072168,0.9755205674719682,0.9305854709045392,0.5659213792301209,0.663093220126441,0.91006684991925,1.5413000283848992,0.0139347218907623,0.7754442649434572,0.970382337102854,0.996230479267636,0.0934484744213548,0.2003314565793364
siglip2_so400m,43,validation,0.0609271523178807,0.1759556463379048,0.7490683229813665,0.2849716446124763,0.1461754298990521,0.6503702951682908,0.2371813020882487,0.8799919911180467,0.8516024572370874,0.8055925135400929,0.2609387479726123,0.2765831211078328,0.7848857614002361,3.0317880794701986,0.0595175898807826,0.4862155388471177,0.7944862155388471,0.8972431077694235,0.1055980804322882,0.2019716585338523
siglip2_so400m,43,test,0.0635761589403973,0.1775287525803597,0.7468982630272953,0.286871574934477,0.1456854326618028,0.6291747106078094,0.2350698354644218,0.8758996908322344,0.8393661932003289,0.8059430434698124,0.2607844572924322,0.269418046990208,0.7894112476645535,3.1695364238410595,0.0607407264463805,0.5,0.8125,0.9,0.105548091280318,0.2018213107434922
siglip2_so400m,44,train,0.1095657110417258,0.252668797171415,0.9880350970486572,0.402425817630496,0.2408576410650068,0.9973601695572156,0.3849840455472973,0.972597593035396,0.9757153691397455,0.9302230864569976,0.562485180911638,0.6574878909409138,0.9102496702325392,1.5359068975305137,0.0138312737229791,0.7749057619816909,0.9676898222940228,0.9967689822294022,0.0869336731683657,0.1878283915648766
siglip2_so400m,44,validation,0.0874172185430463,0.1830230356579362,0.7204968944099379,0.291897332662305,0.1546216658500163,0.626151823064523,0.2461193063230655,0.8789355061579021,0.8491094136929082,0.8032202474972279,0.2527696162991474,0.2709422039006052,0.7842906842061901,3.0344370860927152,0.0588578986140323,0.4887218045112781,0.8095238095238095,0.9072681704260652,0.0991227933284127,0.1885562000562504
siglip2_so400m,44,test,0.0821192052980132,0.1833489242282507,0.7295285359801489,0.2930475953152255,0.1511436510547145,0.6175285484981334,0.2407701307650356,0.8747668676195346,0.8374189574141048,0.8022364397773295,0.2595754562376601,0.2720697278589253,0.7867573002504002,3.1549668874172188,0.0608908031668575,0.4975,0.785,0.915,0.0994569215936915,0.1887363726104492
siglip2_so400m,45,train,0.070110701107011,0.1950231481481481,0.9856421164583888,0.32561816504897,0.1875938692866024,0.995595199137698,0.310803095494527,0.956940921837506,0.9635716540354466,0.9117163116810556,0.4431621515938862,0.5313880306500496,0.8699635320270144,1.80102185637241,0.0222772266074469,0.6693591814754981,0.940764674205708,0.984921917070544,0.1152791023608986,0.2351775919874982
siglip2_so400m,45,validation,0.0556291390728476,0.1522940187364881,0.7875776397515528,0.2552334943639291,0.1331126470157546,0.7130187424705747,0.2211149231656376,0.8730562993465714,0.8505301260217294,0.8007867674737487,0.239992953878362,0.2705517554655036,0.7717014209171038,3.0649006622516555,0.061597749576412,0.4411027568922305,0.7669172932330827,0.899749373433584,0.1252264849259582,0.2369976908684714
siglip2_so400m,45,test,0.0503311258278145,0.1535697172975563,0.7952853598014888,0.257429718875502,0.1304611859308612,0.6864246160070909,0.2154841658044481,0.8716156237043909,0.8394829767459366,0.8077529213484594,0.2352787527005901,0.2587954217417174,0.776530267450777,3.2,0.0627366592672031,0.475,0.785,0.9025,0.1253189293051661,0.2372239262222108
siglip2_so400m,46,train,0.0789100198694294,0.2088941229250785,0.9904280776389258,0.3450192191914046,0.1941849092888042,0.9978503115709808,0.3212887096977473,0.9650015275384188,0.97209043237511,0.9243050557213426,0.5037813146923564,0.6192285060083138,0.887636088481503,1.6897530513766676,0.0185457744209549,0.7189014539579968,0.9536887452880992,0.9903069466882068,0.1065294723864602,0.2201046832513302
siglip2_so400m,46,validation,0.0596026490066225,0.1588235294117647,0.7714285714285715,0.2634146341463415,0.1352738019069115,0.6906980008770429,0.2233348774377304,0.8744271243301583,0.8501277523887493,0.8027635993942926,0.2351811543428952,0.2659267433838381,0.7723222591744145,3.037086092715232,0.060972589904728,0.4335839598997493,0.7719298245614035,0.8972431077694235,0.1186834172427961,0.2226285863306052
siglip2_so400m,46,test,0.0582781456953642,0.1625224301461164,0.7866004962779156,0.2693860208200552,0.134336737295264,0.6884781362417141,0.2217880228777946,0.8738780772409925,0.8408350465879415,0.8110780960766689,0.2390232520519613,0.2594493887577368,0.7767812052179967,3.19205298013245,0.0634485268218579,0.47,0.7625,0.915,0.1179032191172523,0.2219636149525716
siglip2_so400m,47,train,0.0939540164632415,0.2283912830558276,0.9920233980324382,0.3712991988854058,0.215206099696454,0.9981297177663744,0.3513715443800547,0.9702399982057676,0.9738254296872216,0.9263835734416054,0.5495752027664402,0.6453983140756826,0.9047805355337002,1.5676979846721544,0.0149201469689196,0.7560581583198708,0.9676898222940228,0.9956919763058696,0.0965994329461085,0.2031594072550192
siglip2_so400m,47,validation,0.062251655629139,0.1708486044544685,0.7527950310559006,0.2784926470588235,0.1440037333837206,0.662390265196822,0.2347541032992534,0.8768505501380072,0.8452888005303688,0.8005303527510467,0.2540033695310094,0.2749756465095717,0.7827847472155075,3.083443708609272,0.0602496826575508,0.4987468671679197,0.8120300751879699,0.9022556390977444,0.1084053561679747,0.203884978982549
siglip2_so400m,47,test,0.062251655629139,0.1738885762521103,0.7667493796526055,0.2834862385321101,0.1426794905858486,0.6451304117096521,0.2320231991127578,0.8748026760390657,0.8366115724643961,0.8015015734413918,0.2490432829857501,0.2604546375784971,0.7887108309994081,3.1218543046357614,0.0590389079654086,0.5125,0.8,0.9125,0.1087626481428578,0.2045407313156089
siglip2_so400m,48,train,0.0950894124325858,0.2344588198169769,0.9877692103164052,0.3789656227685402,0.2152099060176462,0.997229664835112,0.350995647164329,0.9691061102123304,0.9734230290427136,0.9270169219692204,0.5347975200085197,0.6264707271256514,0.9029221332173376,1.583025830258303,0.015201278479796,0.7571351642434033,0.9687668282175552,0.9956919763058696,0.0950074243488744,0.2021461094572562
siglip2_so400m,48,validation,0.0701986754966887,0.171378606820169,0.7304347826086957,0.2776203966005666,0.1435610429162034,0.650374848146046,0.2333548573864887,0.8795543211871019,0.8517054061328967,0.8045224826832773,0.2532132834223207,0.2716864049710727,0.7849030779861356,2.962913907284768,0.0573024729323242,0.4786967418546365,0.8020050125313283,0.912280701754386,0.1066408986232759,0.2033479481370416
siglip2_so400m,48,test,0.0649006622516556,0.1711659965537047,0.739454094292804,0.2779850746268656,0.1367514092774898,0.6213703902224768,0.2222499025203572,0.8751455510974132,0.8408466602888949,0.8089100529453828,0.2533801904947877,0.2728075320434328,0.7844178157867387,3.132450331125828,0.0609951977947643,0.4975,0.775,0.8875,0.1077839418819744,0.2047696815478424
siglip2_so400m,49,train,0.1132557479420948,0.2519967510491404,0.9898963041744216,0.4017264634475317,0.240140526834295,0.997807095446804,0.3847949464721507,0.9739790489050512,0.9768674713687016,0.9323104191899227,0.5820491042950132,0.683392581117876,0.9156270866280116,1.4978711325574794,0.0127369544728761,0.786214324178783,0.9693053311793216,0.996230479267636,0.0873582412662834,0.1893238607360153
siglip2_so400m,49,validation,0.0768211920529801,0.1827618748033972,0.7217391304347827,0.2916666666666667,0.1504642442540551,0.6188055160390079,0.2406960250845111,0.8779293087269313,0.8482833442421227,0.8012323341710487,0.2621862417957458,0.2747378399997612,0.7858196109904122,3.066225165562914,0.0602282581962064,0.4937343358395989,0.8020050125313283,0.8922305764411027,0.099539734842346,0.189631380090675
