label,threshold,support_positive,support_negative,tp,fp,tn,fn,sensitivity,specificity,balanced_accuracy,precision,recall,f1,auc,pr_auc,brier,ece
Herpes Simplex,0.51,20,730,17,57,673,3,0.85,0.9219178082191781,0.885958904109589,0.22972972972972974,0.85,0.3617021276595745,0.9709589041095891,0.42117285732183424,0.06161316331098457,0.08365372558422543
Impetigo,0.58,18,732,9,82,650,9,0.5,0.8879781420765027,0.6939890710382514,0.0989010989010989,0.5,0.1651376146788991,0.7298117789921069,0.09356345604718357,0.10720946525704764,0.13401548826978985
Acute Dermatitis NOS,0.56,19,731,10,111,620,9,0.5263157894736842,0.8481532147742818,0.687234502123983,0.08264462809917356,0.5263157894736842,0.14285714285714285,0.7891496868025055,0.15235373202993935,0.12640366562309446,0.16430368675935936
Hypersensitivity,0.6,17,733,10,95,638,7,0.5882352941176471,0.8703956343792633,0.7293154642484552,0.09523809523809523,0.5882352941176471,0.16393442622950818,0.8130968622100955,0.0997107315965142,0.1166173316744687,0.1549881190243227
Acne,0.52,15,735,12,24,711,3,0.8,0.9673469387755103,0.8836734693877552,0.3333333333333333,0.8,0.47058823529411764,0.96,0.47721637366872205,0.03174026222680491,0.03732909523849226
Pigmented Purpuric Eruption,0.41,15,735,13,36,699,2,0.8666666666666667,0.9510204081632653,0.9088435374149659,0.2653061224489796,0.8666666666666667,0.40625,0.9720634920634921,0.4563908488639775,0.03663780707284357,0.04479629009137387
Leukocytoclastic Vasculitis,0.45,15,735,6,40,695,9,0.4,0.9455782312925171,0.6727891156462585,0.13043478260869565,0.4,0.19672131147540983,0.8202267573696146,0.13874061737542495,0.051483214583623975,0.06102038699472456
Lichen Planus Lichenoid Eruption,0.44,14,736,7,50,686,7,0.5,0.9320652173913043,0.7160326086956521,0.12280701754385964,0.5,0.19718309859154928,0.7598020186335404,0.13905689230507215,0.0575281494605209,0.0641530487295314
Pityriasis Rosea,0.66,12,738,4,26,712,8,0.3333333333333333,0.964769647696477,0.6490514905149052,0.13333333333333333,0.3333333333333333,0.19047619047619047,0.8116531165311653,0.09463195614497658,0.04346765553442456,0.04567783276030015
Viral Exanthem,0.44,13,737,7,73,664,6,0.5384615384615384,0.9009497964721845,0.7197056674668615,0.0875,0.5384615384615384,0.15053763440860216,0.8143200083498591,0.2133693093176738,0.08144123172613112,0.09468964081224095
Lichen Simplex Chronicus,0.48,11,739,4,28,711,7,0.36363636363636365,0.9621109607577808,0.6628736621970722,0.125,0.36363636363636365,0.18604651162790697,0.8820273096321811,0.08936346452310451,0.03936458146681694,0.04608035175964529
Stasis Dermatitis,0.5700000000000001,11,739,6,10,729,5,0.5454545454545454,0.986468200270636,0.7659613728625907,0.375,0.5454545454545454,0.4444444444444444,0.9490712264731209,0.43938544097703663,0.01599683071828439,0.018462446915961255
Keratosis Pilaris,0.46,9,741,4,19,722,5,0.4444444444444444,0.9743589743589743,0.7094017094017093,0.17391304347826086,0.4444444444444444,0.25,0.9686609686609686,0.23133944998936723,0.02424924737160773,0.027636565768225898
CD - Contact Dermatitis,0.61,11,739,0,13,726,11,0.0,0.9824086603518268,0.4912043301759134,0.0,0.0,0.0,0.5909705990896789,0.018929844014523734,0.03539100597469389,0.046985775603104594
Scabies,0.54,9,741,3,28,713,6,0.3333333333333333,0.9622132253711201,0.6477732793522267,0.0967741935483871,0.3333333333333333,0.15,0.7519868046183835,0.10743778645825362,0.038725504307280785,0.04662530439676012
