label,threshold,support_positive,support_negative,tp,fp,tn,fn,sensitivity,specificity,balanced_accuracy,precision,recall,f1,auc,pr_auc,brier,ece
Eczema,0.5,157,593,130,259,334,27,0.8280254777070064,0.5632377740303541,0.6956316258686803,0.3341902313624679,0.8280254777070064,0.47619047619047616,0.7526557179836952,0.39813620068723754,0.23063469540394874,0.27912853209736443
Allergic Contact Dermatitis,0.53,130,620,91,253,367,39,0.7,0.5919354838709677,0.6459677419354839,0.26453488372093026,0.7,0.38396624472573837,0.7125310173697269,0.3426384776195385,0.2434220305587444,0.2924066577817624
Insect Bite,0.52,60,690,50,172,518,10,0.8333333333333334,0.7507246376811594,0.7920289855072464,0.22522522522522523,0.8333333333333334,0.3546099290780142,0.8543236714975846,0.35017157255509274,0.17125639549128444,0.25189824913881337
Urticaria,0.55,50,700,43,166,534,7,0.86,0.7628571428571429,0.8114285714285714,0.20574162679425836,0.86,0.33204633204633205,0.8807142857142857,0.3528194883685909,0.1707253462396542,0.24266761627446284
Psoriasis,0.48,46,704,30,142,562,16,0.6521739130434783,0.7982954545454546,0.7252346837944664,0.1744186046511628,0.6521739130434783,0.27522935779816515,0.7961647727272727,0.282170337462134,0.14771921556492565,0.210923934469145
Folliculitis,0.54,40,710,29,101,609,11,0.725,0.8577464788732394,0.7913732394366197,0.2230769230769231,0.725,0.3411764705882353,0.8582746478873239,0.29267700685032577,0.1153895749838443,0.15223753225412853
Irritant Contact Dermatitis,0.48,37,713,23,123,590,14,0.6216216216216216,0.8274894810659187,0.7245555513437701,0.15753424657534246,0.6216216216216216,0.25136612021857924,0.791023842917251,0.2340686160738208,0.13063507712500586,0.1951133335776079
Tinea,0.47,31,719,23,140,579,8,0.7419354838709677,0.8052851182197497,0.7736103010453588,0.1411042944785276,0.7419354838709677,0.23711340206185566,0.8349858674682579,0.15739985054786823,0.13793454949503597,0.1898991665011755
Herpes Zoster,0.47,21,729,15,64,665,6,0.7142857142857143,0.9122085048010974,0.8132471095434058,0.189873417721519,0.7142857142857143,0.3,0.8609967992684041,0.30951789508440763,0.06823510260017408,0.08165692990205431
Drug Rash,0.42,22,728,14,128,600,8,0.6363636363636364,0.8241758241758241,0.7302697302697303,0.09859154929577464,0.6363636363636364,0.17073170731707318,0.8229270729270729,0.25642204164283355,0.10971304735568871,0.14570687917921007
