subset_accuracy,precision_micro,recall_micro,f1_micro,precision_macro,recall_macro,f1_macro,auc_micro,auc_macro,pr_auc_micro,pr_auc_macro,brier_macro,ece_macro
0.0,0.192,0.96,0.32,0.18,0.8,0.28476190476190477,0.56608,0.5392857142857143,0.23409613753909952,0.44761904761904764,0.23506218781657945,0.32053115268548327
