subset_accuracy,precision_micro,recall_micro,f1_micro,precision_macro,recall_macro,f1_macro,auc_micro,auc_macro,pr_auc_micro,pr_auc_macro,brier_macro,ece_macro
0.092,0.2,0.6973848069738481,0.31085206772134333,0.17456825524660313,0.5961048195658926,0.2639323511107126,0.8684785581122665,0.829935889171887,0.2224536115498733,0.24594736990101812,0.09574136604507738,0.12448226359535126
