encoder,seed,split,subset_accuracy,precision_micro,recall_micro,f1_micro,precision_macro,recall_macro,f1_macro,auc_micro,auc_macro,pr_auc_micro,pr_auc_macro,brier_macro,ece_macro
bit50,43,train,0.0,0.17972350230414746,0.8125,0.2943396226415094,0.3363566911244929,0.8533333333333334,0.39986746586746585,0.7730288836846214,0.9015476190476192,0.35442376728033165,0.8080407720934036,0.23997027264606965,0.4129672322147771
bit50,43,validation,0.0,0.13513513513513514,0.5555555555555556,0.21739130434782608,0.08,0.2,0.11333333333333333,0.4579124579124579,0.4444444444444444,0.12661356198367238,0.5925925925925924,0.2537043360166309,0.380488346417745
bit50,43,test,0.0,0.1891891891891892,0.56,0.2828282828282828,0.14733333333333334,0.44,0.20457142857142852,0.5935999999999999,0.6476190476190476,0.2944621426678874,0.5595238095238095,0.248428845703818,0.36460203488667803
