comparison,metric,difference,ci_lower,ci_upper,bootstrap_p,paired_permutation_p,replicates
siglip2_mil - derm_foundation_mil,macro_roc_auc,0.006928581525686206,-0.01106424203382698,0.024117773902855636,0.44355564443555645,0.5171482851714828,10000
siglip2_mil - derm_foundation_mil,macro_pr_auc,0.02319533918779182,-0.01420985994096575,0.059281684446282644,0.24677532246775322,0.2642735726427357,10000
