label,threshold,support_positive,support_negative,tp,fp,tn,fn,sensitivity,specificity,balanced_accuracy,precision,recall,f1,auc,pr_auc,brier,ece
Eczema,0.5,740,2789,740,1,2788,0,1.0,0.9996414485478666,0.9998207242739333,0.9986504723346828,1.0,0.9993247805536799,0.9999995154710106,0.9999963526279316,0.00018891092850070008,4.21749458200701e-08
Allergic Contact Dermatitis,0.5,613,2916,611,1,2915,2,0.9967373572593801,0.9996570644718793,0.9981972108656296,0.9983660130718954,0.9967373572593801,0.9975510204081632,0.9999972028097217,0.9999814448644534,0.00047227732124594456,3.6101240081764915e-08
Insect Bite,0.5,282,3247,282,0,3247,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5642354099196656e-15,1.9004558707549565e-08
Urticaria,0.5,232,3297,232,0,3297,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.3769336111318943e-15,1.5261346867508997e-08
Psoriasis,0.5,216,3313,216,0,3313,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1072094606049782e-15,1.3203278555318854e-08
Folliculitis,0.5,188,3341,187,0,3341,1,0.9946808510638298,1.0,0.9973404255319149,1.0,0.9946808510638298,0.9973333333333333,0.9999984079171098,0.9999440089585666,0.00018891092849832305,1.3540211956247531e-08
Irritant Contact Dermatitis,0.5,174,3355,173,0,3355,1,0.9942528735632183,1.0,0.9971264367816092,1.0,0.9942528735632183,0.9971181556195965,0.9999991434982956,0.9999671592775041,0.0001416831963738336,1.1520505640135395e-08
Tinea,0.5,144,3385,144,0,3385,0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,7.1090531887492165e-16,8.988511723411951e-09
Herpes Zoster,0.5,99,3430,99,0,3430,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,4.510364456735801e-16,6.15130392734278e-09
Drug Rash,0.5,104,3425,104,0,3425,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,5.993000787424153e-16,7.14716387216266e-09
Herpes Simplex,0.5,100,3429,100,0,3429,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.66972109718796e-16,6.11611543462779e-09
Impetigo,0.5,85,3444,85,0,3444,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,3.6732113914589144e-16,4.8494353133683975e-09
Acute Dermatitis NOS,0.5,87,3442,87,0,3442,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,5.861516420620599e-16,7.157742441657106e-09
Hypersensitivity,0.5,79,3450,79,0,3450,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.233569500048562e-16,6.4182038311182075e-09
Acne,0.5,69,3460,69,0,3460,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,3.14851637465018e-05,9.445915491898744e-05
Pigmented Purpuric Eruption,0.5,69,3460,69,0,3460,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,4.1561879845274977e-16,4.913922820308742e-09
Leukocytoclastic Vasculitis,0.5,69,3460,69,0,3460,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.723544677418086e-16,4.422607791655264e-09
Lichen Planus Lichenoid Eruption,0.5,62,3467,62,0,3467,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,2.8483659171869794e-16,3.625653779487783e-09
Pityriasis Rosea,0.5,56,3473,56,0,3473,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.2715218829059615e-16,4.009834306667698e-09
Viral Exanthem,0.5,57,3472,57,0,3472,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,3.819245837372394e-16,4.31890162707681e-09
Lichen Simplex Chronicus,0.5,55,3474,55,0,3474,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.4707638269035463e-16,2.867159076004112e-09
Stasis Dermatitis,0.5,49,3480,49,0,3480,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.58928263678522e-16,3.6679922919811393e-09
Keratosis Pilaris,0.5,43,3486,43,0,3486,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.665532536506865e-16,3.3051606031694145e-09
CD - Contact Dermatitis,0.5,49,3480,49,0,3480,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.701390092661184e-16,3.894003061844045e-09
Scabies,0.5,44,3485,44,0,3485,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.392266471559389e-16,2.7598645839577504e-09
