label,threshold,support_positive,support_negative,tp,fp,tn,fn,sensitivity,specificity,balanced_accuracy,precision,recall,f1,auc,pr_auc,brier,ece
Eczema,0.5,7,12,7,12,0,0,1.0,0.0,0.5,0.3684210526315789,1.0,0.5384615384615384,0.6071428571428572,0.5380443086325439,0.2547772492216551,0.15437748557642889
Allergic Contact Dermatitis,0.5,3,16,2,12,4,1,0.6666666666666666,0.25,0.4583333333333333,0.14285714285714285,0.6666666666666666,0.23529411764705882,0.6666666666666666,0.44771241830065356,0.25573146662575086,0.3529850966052005
Insect Bite,0.5,1,18,1,12,6,0,1.0,0.3333333333333333,0.6666666666666666,0.07692307692307693,1.0,0.14285714285714285,1.0,1.0,0.25114819937065325,0.49895915859623957
Urticaria,0.5,2,17,2,17,0,0,1.0,0.0,0.5,0.10526315789473684,1.0,0.19047619047619047,1.0,1.0,0.2928606955368547,0.495828722652636
Psoriasis,0.5,3,16,1,5,11,2,0.3333333333333333,0.6875,0.5104166666666666,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.6875,0.34090909090909094,0.24143857475762118,0.33512367700275625
Folliculitis,0.5,2,17,2,17,0,0,1.0,0.0,0.5,0.10526315789473684,1.0,0.19047619047619047,1.0,1.0,0.3597184846390406,0.5579502237470526
Irritant Contact Dermatitis,0.5,2,17,2,1,16,0,1.0,0.9411764705882353,0.9705882352941176,0.6666666666666666,1.0,0.8,0.9705882352941176,0.8333333333333333,0.2204184087306473,0.41529010471544764
Tinea,0.5,1,18,1,18,0,0,1.0,0.0,0.5,0.05263157894736842,1.0,0.1,1.0,1.0,0.34782867243221555,0.5846326194311442
Herpes Zoster,0.5,2,17,1,3,14,1,0.5,0.8235294117647058,0.6617647058823529,0.25,0.5,0.3333333333333333,0.8235294117647058,0.325,0.219332427957319,0.3621233074288619
Drug Rash,0.5,4,15,4,15,0,0,1.0,0.0,0.5,0.21052631578947367,1.0,0.34782608695652173,0.7166666666666667,0.35625,0.30693796896099385,0.38091232274708
Herpes Simplex,0.5,1,18,1,8,10,0,1.0,0.5555555555555556,0.7777777777777778,0.1111111111111111,1.0,0.2,1.0,1.0,0.22805040014718547,0.4741664419048711
Impetigo,0.5,1,18,1,0,18,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.19535572910552984,0.44070059374759074
Acute Dermatitis NOS,0.5,3,16,3,6,10,0,1.0,0.625,0.8125,0.3333333333333333,1.0,0.5,0.7708333333333334,0.33730158730158727,0.24015624407345712,0.33791713651857874
Hypersensitivity,0.5,1,18,1,4,14,0,1.0,0.7777777777777778,0.8888888888888888,0.2,1.0,0.3333333333333333,1.0,1.0,0.2029541399431641,0.44862400230608485
Acne,0.5,1,18,1,16,2,0,1.0,0.1111111111111111,0.5555555555555556,0.058823529411764705,1.0,0.1111111111111111,1.0,1.0,0.2905753166175444,0.5019581349272477
Pigmented Purpuric Eruption,0.5,1,18,1,18,0,0,1.0,0.0,0.5,0.05263157894736842,1.0,0.1,1.0,1.0,0.31784055923392324,0.5276012828475551
Leukocytoclastic Vasculitis,0.5,1,18,1,11,7,0,1.0,0.3888888888888889,0.6944444444444444,0.08333333333333333,1.0,0.15384615384615385,1.0,1.0,0.24923855256715458,0.4963437679566835
Lichen Planus Lichenoid Eruption,0.5,3,16,0,0,16,3,0.0,1.0,0.5,0.0,0.0,0.0,0.8125,0.42499999999999993,0.21121005044761088,0.2907190934607857
Pityriasis Rosea,0.5,1,18,1,2,16,0,1.0,0.8888888888888888,0.9444444444444444,0.3333333333333333,1.0,0.5,1.0,1.0,0.20134548993465518,0.40257412822622995
Viral Exanthem,0.5,2,17,2,16,1,0,1.0,0.058823529411764705,0.5294117647058824,0.1111111111111111,1.0,0.2,1.0,1.0,0.28346948653086446,0.44192761339639364
Lichen Simplex Chronicus,0.5,1,18,1,14,4,0,1.0,0.2222222222222222,0.6111111111111112,0.06666666666666667,1.0,0.125,1.0,1.0,0.28513152921093105,0.527016746370416
Stasis Dermatitis,0.5,1,18,1,5,13,0,1.0,0.7222222222222222,0.8611111111111112,0.16666666666666666,1.0,0.2857142857142857,1.0,1.0,0.23640775712461637,0.4839164520564832
Keratosis Pilaris,0.5,1,18,1,4,14,0,1.0,0.7777777777777778,0.8888888888888888,0.2,1.0,0.3333333333333333,1.0,1.0,0.2255324886890122,0.47329015794553253
CD - Contact Dermatitis,0.5,1,18,1,17,1,0,1.0,0.05555555555555555,0.5277777777777778,0.05555555555555555,1.0,0.10526315789473684,1.0,1.0,0.31830493223228895,0.5590067223498696
Scabies,0.5,2,17,1,0,17,1,0.5,1.0,0.75,1.0,0.5,0.6666666666666666,0.9705882352941176,0.8333333333333333,0.20682052460617265,0.4003589561111049
