encoder,seed,split,subset_accuracy,precision_micro,recall_micro,f1_micro,precision_macro,recall_macro,f1_macro,auc_micro,auc_macro,auc_weighted,pr_auc_micro,pr_auc_macro,label_ranking_average_precision,coverage_error,ranking_loss,top1_hit,top3_hit,top5_hit,brier_macro,ece_macro
siglip2_so400m,47,train,0.022991768379222254,0.1441340236397382,0.7846317468758309,0.24353208170002064,0.1309274507009536,0.8931589097427483,0.22126225219599957,0.8760002737137939,0.9040689981531282,0.8083795988999919,0.2477925404917847,0.34987203279697715,0.7671425221883095,3.151007663922793,0.06316968857010402,0.4781906300484653,0.7571351642434033,0.8739903069466882,0.1556759343842602,0.32389191621733154
siglip2_so400m,47,validation,0.018543046357615896,0.1232402492499423,0.6633540372670808,0.20786298170494355,0.10836330862970316,0.6956776662333684,0.1811190590867172,0.8240281238936228,0.8260141967845069,0.7477171377373218,0.16401672748417892,0.22840772883537824,0.7125841950671001,3.890066225165563,0.08990539760652055,0.3333333333333333,0.6290726817042607,0.7869674185463659,0.15873543960829778,0.3241224593726412
