encoder,classifier,split,subset_accuracy,precision_micro,recall_micro,f1_micro,precision_macro,recall_macro,f1_macro,auc_micro,auc_macro,pr_auc_micro,pr_auc_macro,brier_macro,ece_macro
vit_base,random_forest,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,0.009532346328784927,0.0637017543859649
vit_base,random_forest,validation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6237373737373737,0.5,0.22193619057654146,0.611111111111111,0.1058563621399177,0.17779259259259259
vit_base,random_forest,test,0.0,0.5,0.08,0.13793103448275862,0.02,0.04,0.026666666666666665,0.54736,0.5297619047619049,0.23235125620481573,0.41547619047619044,0.14196019547325103,0.16517407407407408
