label,threshold,support_positive,support_negative,tp,fp,tn,fn,sensitivity,specificity,balanced_accuracy,precision,recall,f1,auc,pr_auc,brier,ece
Eczema,0.5,740,2789,78,0,2789,662,0.10540540540540541,1.0,0.5527027027027027,1.0,0.10540540540540541,0.19070904645476772,0.9201142519356933,0.8205423588268546,0.11822505083890242,0.15622937398906106
Allergic Contact Dermatitis,0.5,613,2916,75,3,2913,538,0.12234910277324633,0.9989711934156379,0.5606601480944421,0.9615384615384616,0.12234910277324633,0.2170767004341534,0.9213888832945083,0.7474548059314212,0.09975138951706959,0.10971444351567462
Insect Bite,0.5,282,3247,38,1,3246,244,0.1347517730496454,0.9996920234062211,0.5672218982279332,0.9743589743589743,0.1347517730496454,0.2367601246105919,0.9627533981176296,0.8347556263668727,0.04385026616032757,0.07344555973811608
Urticaria,0.5,232,3297,50,2,3295,182,0.21551724137931033,0.9993933879284198,0.607455314653865,0.9615384615384616,0.21551724137931033,0.352112676056338,0.980307332684886,0.8560299930948604,0.032748821299620014,0.05711735183924431
Psoriasis,0.5,216,3313,21,0,3313,195,0.09722222222222222,1.0,0.5486111111111112,1.0,0.09722222222222222,0.17721518987341772,0.9688418799119068,0.8518222441377801,0.03545223768611816,0.061500147748517205
Folliculitis,0.5,188,3341,50,0,3341,138,0.26595744680851063,1.0,0.6329787234042553,1.0,0.26595744680851063,0.42016806722689076,0.9868478032440281,0.9062181288275225,0.02474338959896355,0.0484217268973883
Irritant Contact Dermatitis,0.5,174,3355,26,0,3355,148,0.14942528735632185,1.0,0.5747126436781609,1.0,0.14942528735632185,0.26,0.9740077427754081,0.89506015799488,0.02793478263577114,0.054902615456104226
Tinea,0.5,144,3385,26,0,3385,118,0.18055555555555555,1.0,0.5902777777777778,1.0,0.18055555555555555,0.3058823529411765,0.9830953553257837,0.9356598666109345,0.020832021377944474,0.047888550147466256
Herpes Zoster,0.5,99,3430,46,0,3430,53,0.46464646464646464,1.0,0.7323232323232323,1.0,0.46464646464646464,0.6344827586206897,0.9994169096209912,0.9843897699905554,0.009392467679607433,0.02701446764252819
Drug Rash,0.5,104,3425,29,1,3424,75,0.27884615384615385,0.9997080291970802,0.639277091521617,0.9666666666666667,0.27884615384615385,0.43283582089552236,0.9872066254912969,0.9271617716294276,0.01226878666626693,0.029350562046016954
Herpes Simplex,0.5,100,3429,36,0,3429,64,0.36,1.0,0.6799999999999999,1.0,0.36,0.5294117647058824,0.9957801108194809,0.9618054966016222,0.010470265614493466,0.02733461845640945
Impetigo,0.5,85,3444,45,0,3444,40,0.5294117647058824,1.0,0.7647058823529411,1.0,0.5294117647058824,0.6923076923076923,0.9968231194916991,0.9712494961358441,0.007801285439664993,0.021841271853175675
Acute Dermatitis NOS,0.5,87,3442,44,0,3442,43,0.5057471264367817,1.0,0.7528735632183908,1.0,0.5057471264367817,0.6717557251908397,0.9997428653482671,0.9937085435281103,0.007486791707788146,0.025185844867564335
Hypersensitivity,0.5,79,3450,45,0,3450,34,0.569620253164557,1.0,0.7848101265822784,1.0,0.569620253164557,0.7258064516129032,0.9929811043845167,0.9753467040687815,0.0066643491067253525,0.021068178458739588
Acne,0.5,69,3460,53,0,3460,16,0.7681159420289855,1.0,0.8840579710144927,1.0,0.7681159420289855,0.8688524590163934,0.9953757225433526,0.9817582314307607,0.003597216236664272,0.012445988163518216
Pigmented Purpuric Eruption,0.5,69,3460,47,0,3460,22,0.6811594202898551,1.0,0.8405797101449275,1.0,0.6811594202898551,0.8103448275862069,0.9999790567144174,0.9989645460143639,0.004471647445010063,0.017932564979191573
Leukocytoclastic Vasculitis,0.5,69,3460,48,0,3460,21,0.6956521739130435,1.0,0.8478260869565217,1.0,0.6956521739130435,0.8205128205128205,0.9999874340286504,0.9993961352657004,0.00406017430785052,0.015871507052462073
Lichen Planus Lichenoid Eruption,0.5,62,3467,45,0,3467,17,0.7258064516129032,1.0,0.8629032258064516,1.0,0.7258064516129032,0.8411214953271028,0.9975157475552908,0.9855488200909288,0.003676597277152549,0.014626482773338948
Pityriasis Rosea,0.5,56,3473,53,0,3473,3,0.9464285714285714,1.0,0.9732142857142857,1.0,0.9464285714285714,0.9724770642201835,1.0,1.0,0.0016337353708140486,0.009057566859677468
Viral Exanthem,0.5,57,3472,45,0,3472,12,0.7894736842105263,1.0,0.8947368421052632,1.0,0.7894736842105263,0.8823529411764706,0.9999646293152236,0.997902272317212,0.003157684081891464,0.012789698814400115
Lichen Simplex Chronicus,0.5,55,3474,52,0,3474,3,0.9454545454545454,1.0,0.9727272727272727,1.0,0.9454545454545454,0.9719626168224299,0.9999999999999999,1.0,0.0015104241076386916,0.008195549165419766
Stasis Dermatitis,0.5,49,3480,45,0,3480,4,0.9183673469387755,1.0,0.9591836734693877,1.0,0.9183673469387755,0.9574468085106383,1.0,1.0,0.0015635040255401085,0.008640188446101572
Keratosis Pilaris,0.5,43,3486,43,0,3486,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0009028263912993062,0.006351752255342944
CD - Contact Dermatitis,0.5,49,3480,42,0,3480,7,0.8571428571428571,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9230769230769231,0.9996012197982642,0.9881388452817026,0.001882944961585406,0.009660239469572214
Scabies,0.5,44,3485,44,0,3485,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0005168963308911793,0.004648812840395135
