encoder,seed,split,label,threshold,support_positive,support_negative,tp,fp,tn,fn,sensitivity,specificity,balanced_accuracy,precision,recall,f1,auc,pr_auc,brier,ece
canonical,42,test,Eczema,0.5,158,597,149,395,202,9,0.9430379746835444,0.338358458961474,0.6406982168225092,0.2738970588235294,0.9430379746835444,0.4245014245014245,0.7330640544494625,0.413198777177281,0.2732036113739013,0.3537531113782465
canonical,42,test,Allergic Contact Dermatitis,0.5,131,624,107,324,300,24,0.816793893129771,0.4807692307692308,0.6487815619495009,0.2482598607888631,0.816793893129771,0.3807829181494662,0.716419553728714,0.3547910782569386,0.24785678088665,0.3362908007688079
canonical,42,test,Insect Bite,0.5,60,695,51,221,474,9,0.85,0.6820143884892086,0.7660071942446043,0.1875,0.85,0.3072289156626506,0.8528057553956834,0.3562375047934636,0.1924012452363968,0.3357005790172034
canonical,42,test,Urticaria,0.5,50,705,42,166,539,8,0.84,0.7645390070921986,0.8022695035460993,0.2019230769230769,0.84,0.3255813953488372,0.8704113475177304,0.3920875924261961,0.1636710315942764,0.29785017938606
canonical,42,test,Psoriasis,0.5,46,709,29,133,576,17,0.6304347826086957,0.8124118476727785,0.7214233151407371,0.1790123456790123,0.6304347826086957,0.2788461538461538,0.7909486723492978,0.2365881174365478,0.1441315859556198,0.2658766931058555
canonical,42,test,Folliculitis,0.5,40,715,33,130,585,7,0.825,0.8181818181818182,0.821590909090909,0.2024539877300613,0.825,0.3251231527093596,0.8785664335664336,0.4244770052149543,0.1292909681797027,0.2416842664215738
canonical,42,test,Irritant Contact Dermatitis,0.5,37,718,23,192,526,14,0.6216216216216216,0.7325905292479109,0.6771060754347662,0.1069767441860465,0.6216216216216216,0.1825396825396825,0.7770834901754121,0.2154244408235862,0.1721929013729095,0.3259277912757255
canonical,42,test,Tinea,0.5,31,724,18,132,592,13,0.5806451612903226,0.8176795580110497,0.6991623596506862,0.12,0.5806451612903226,0.1988950276243093,0.7823026198538584,0.1544787920435166,0.1252253651618957,0.2351531257001769
canonical,42,test,Herpes Zoster,0.5,21,734,16,88,646,5,0.7619047619047619,0.8801089918256131,0.8210068768651875,0.1538461538461538,0.7619047619047619,0.256,0.902101985208252,0.3056730863294312,0.0908242315053939,0.196248394754154
canonical,42,test,Drug Rash,0.5,22,733,12,69,664,10,0.5454545454545454,0.9058663028649386,0.725660424159742,0.1481481481481481,0.5454545454545454,0.233009708737864,0.8116705940716853,0.3136376869998685,0.0845234468579292,0.1934904860937042
canonical,42,test,Herpes Simplex,0.5,21,734,19,79,655,2,0.9047619047619048,0.8923705722070845,0.8985662384844946,0.1938775510204081,0.9047619047619048,0.3193277310924369,0.9624367458154924,0.4489600317065266,0.072904422879219,0.1642881560059177
canonical,42,test,Impetigo,0.5,18,737,8,74,663,10,0.4444444444444444,0.8995929443690638,0.6720186944067541,0.0975609756097561,0.4444444444444444,0.16,0.7862204130860847,0.1451028585420115,0.0843205228447914,0.1817625984450839
canonical,42,test,Acute Dermatitis NOS,0.5,19,736,15,219,517,4,0.7894736842105263,0.7024456521739131,0.7459596681922197,0.0641025641025641,0.7894736842105263,0.1185770750988142,0.7830020022883294,0.1317912782794778,0.1879424303770065,0.3187348781486615
canonical,42,test,Hypersensitivity,0.5,17,738,10,121,617,7,0.5882352941176471,0.8360433604336044,0.7121393272756258,0.0763358778625954,0.5882352941176471,0.1351351351351351,0.8397098676869121,0.1750096911370321,0.1122349798679351,0.2375076380342442
canonical,42,test,Acne,0.5,15,740,12,41,699,3,0.8,0.9445945945945946,0.8722972972972973,0.2264150943396226,0.8,0.3529411764705882,0.9616216216216216,0.5192360048293734,0.043312769383192,0.1068377193038826
canonical,42,test,Pigmented Purpuric Eruption,0.5,15,740,15,56,684,0,1.0,0.9243243243243244,0.962162162162162,0.2112676056338028,1.0,0.3488372093023256,0.9805405405405404,0.4781227606101089,0.0572685562074184,0.1350485262195795
canonical,42,test,Leukocytoclastic Vasculitis,0.5,15,740,7,74,666,8,0.4666666666666667,0.9,0.6833333333333333,0.0864197530864197,0.4666666666666667,0.1458333333333333,0.7936036036036036,0.1411580117313174,0.0790242701768875,0.1682687792359598
canonical,42,test,Lichen Planus Lichenoid Eruption,0.5,14,741,6,61,680,8,0.4285714285714285,0.9176788124156544,0.6731251204935416,0.0895522388059701,0.4285714285714285,0.1481481481481481,0.7917871602082128,0.1971368095164996,0.073028028011322,0.160551625534596
canonical,42,test,Pityriasis Rosea,0.5,12,743,5,39,704,7,0.4166666666666667,0.9475100942126514,0.682088380439659,0.1136363636363636,0.4166666666666667,0.1785714285714285,0.8833557649170031,0.1596624656758165,0.0448434576392173,0.1049989626699725
canonical,42,test,Viral Exanthem,0.5,13,742,6,49,693,7,0.4615384615384615,0.9339622641509434,0.6977503628447025,0.109090909090909,0.4615384615384615,0.1764705882352941,0.7742069251503215,0.1510695125077296,0.0549625791609287,0.1219522735634386
canonical,42,test,Lichen Simplex Chronicus,0.5,11,744,3,41,703,8,0.2727272727272727,0.9448924731182796,0.6088098729227762,0.0681818181818181,0.2727272727272727,0.109090909090909,0.8896627565982405,0.0775021724549182,0.0510920546948909,0.1267598724819177
canonical,42,test,Stasis Dermatitis,0.5,11,744,8,56,688,3,0.7272727272727273,0.9247311827956988,0.826001955034213,0.125,0.7272727272727273,0.2133333333333333,0.9445259042033236,0.4570139816338266,0.0562902092933654,0.1331701796131813
canonical,42,test,Keratosis Pilaris,0.5,9,746,8,82,664,1,0.8888888888888888,0.8900804289544236,0.8894846589216563,0.0888888888888888,0.8888888888888888,0.1616161616161616,0.9606791778373548,0.2298428629099892,0.072953850030899,0.1477567659505945
canonical,42,test,CD - Contact Dermatitis,0.5,11,744,3,127,617,8,0.2727272727272727,0.8293010752688172,0.551014173998045,0.023076923076923,0.2727272727272727,0.0425531914893617,0.6857282502443793,0.0264990308886235,0.1229597851634025,0.2673189420968492
canonical,42,test,Scabies,0.5,9,746,4,65,681,5,0.4444444444444444,0.9128686327077749,0.6786565385761096,0.0579710144927536,0.4444444444444444,0.1025641025641025,0.7959487637771819,0.078517720693625,0.0627549067139625,0.1443099023786601
canonical,42,train,Eczema,0.5,739,2784,721,1758,1026,18,0.9756427604871448,0.3685344827586206,0.6720886216228827,0.290843081887858,0.9756427604871448,0.4481044126786824,0.821432494595057,0.5289848237132485,0.2615968286991119,0.3525599407398528
canonical,42,train,Allergic Contact Dermatitis,0.5,611,2912,591,1354,1558,20,0.967266775777414,0.5350274725274725,0.7511471241524432,0.3038560411311054,0.967266775777414,0.4624413145539906,0.8549747868743368,0.536571644054616,0.2246560752391815,0.3317018927598656
canonical,42,train,Insect Bite,0.5,282,3241,281,939,2302,1,0.99645390070922,0.7102746066029003,0.8533642536560602,0.230327868852459,0.99645390070922,0.374167776298269,0.938779730448312,0.4758439337613823,0.1783887594938278,0.3307276296003988
canonical,42,train,Urticaria,0.5,232,3291,232,742,2549,0,1.0,0.7745366150106351,0.8872683075053176,0.2381930184804928,1.0,0.384742951907131,0.9648859480924988,0.6265711466417049,0.1458127051591873,0.2920322814406977
canonical,42,train,Psoriasis,0.5,216,3307,215,604,2703,1,0.9953703703703703,0.8173571212579377,0.906363745814154,0.2625152625152625,0.9953703703703703,0.4154589371980676,0.9602918612595056,0.5366541258714265,0.1284490078687667,0.2694747279710875
canonical,42,train,Folliculitis,0.5,188,3335,188,603,2732,0,1.0,0.8191904047976012,0.9095952023988004,0.2376738305941845,1.0,0.3840653728294178,0.9647963252416344,0.5294848133350853,0.1183122396469116,0.2396572177768126
canonical,42,train,Irritant Contact Dermatitis,0.5,174,3349,174,847,2502,0,1.0,0.7470886831890117,0.8735443415945059,0.1704211557296767,1.0,0.2912133891213389,0.947592865257428,0.4827259357020301,0.1573071628808975,0.3210074226925767
canonical,42,train,Tinea,0.5,144,3379,144,542,2837,0,1.0,0.8395975140574135,0.9197987570287068,0.2099125364431487,1.0,0.3469879518072289,0.974723373121568,0.5232609581098447,0.1096865460276603,0.2401016278976478
canonical,42,train,Herpes Zoster,0.5,99,3424,99,378,3046,0,1.0,0.8896028037383178,0.9448014018691588,0.2075471698113207,1.0,0.34375,0.9884947606910224,0.652239443571749,0.0777723342180252,0.1889958578935662
canonical,42,train,Drug Rash,0.5,104,3419,104,294,3125,0,1.0,0.9140099444281954,0.9570049722140976,0.2613065326633166,1.0,0.4143426294820717,0.9882191149008932,0.6161427181848229,0.0728247985243797,0.1932060444749217
canonical,42,train,Herpes Simplex,0.5,99,3424,99,286,3138,0,1.0,0.9164719626168224,0.9582359813084113,0.2571428571428571,1.0,0.4090909090909091,0.9926130463513642,0.7498666941726859,0.0636985376477241,0.1576050588379453
canonical,42,train,Impetigo,0.5,85,3438,85,306,3132,0,1.0,0.9109947643979056,0.9554973821989527,0.217391304347826,1.0,0.3571428571428571,0.989658830373336,0.6423438037745001,0.0708359777927398,0.180696219038784
canonical,42,train,Acute Dermatitis NOS,0.5,87,3436,87,921,2515,0,1.0,0.7319557625145519,0.8659778812572759,0.0863095238095238,1.0,0.1589041095890411,0.9606365327231612,0.2976284749861674,0.1657937318086624,0.3052606494199001
canonical,42,train,Hypersensitivity,0.5,79,3444,79,511,2933,0,1.0,0.8516260162601627,0.9258130081300812,0.1338983050847457,1.0,0.2361733931240657,0.98342742469016,0.5023871242681905,0.0991524681448936,0.2287480884419054
canonical,42,train,Acne,0.5,69,3454,69,159,3295,0,1.0,0.9539664157498552,0.9769832078749277,0.3026315789473684,1.0,0.4646464646464646,0.996013863363628,0.7679499154132619,0.0370929539203643,0.1056782141255953
canonical,42,train,Pigmented Purpuric Eruption,0.5,69,3454,69,249,3205,0,1.0,0.9279096699478864,0.9639548349739432,0.2169811320754717,1.0,0.3565891472868217,0.993445952183144,0.647957764755235,0.0541309900581836,0.134070366494127
canonical,42,train,Leukocytoclastic Vasculitis,0.5,69,3454,69,317,3137,0,1.0,0.90822235089751,0.954111175448755,0.1787564766839378,1.0,0.3032967032967033,0.9953236323355404,0.7162749922938887,0.0680212154984474,0.1703884835420279
canonical,42,train,Lichen Planus Lichenoid Eruption,0.5,62,3461,62,289,3172,0,1.0,0.916498121930078,0.9582490609650388,0.1766381766381766,1.0,0.3002421307506053,0.9951953099514406,0.6835431553798591,0.062665194272995,0.1657313984135927
canonical,42,train,Pityriasis Rosea,0.5,56,3467,56,162,3305,0,1.0,0.9532737236804152,0.9766368618402076,0.2568807339449541,1.0,0.4087591240875912,0.9956013844822612,0.6753400652963196,0.0374109745025634,0.1097282759745859
canonical,42,train,Viral Exanthem,0.5,57,3466,57,172,3294,0,1.0,0.9503750721292556,0.9751875360646278,0.2489082969432314,1.0,0.3986013986013986,0.9950243467873376,0.6941384265810076,0.0408343374729156,0.1185592173379556
