encoder,seed,checkpoint_score,epoch,learning_rate,train_accuracy,train_loss,validation_accuracy,validation_auc_macro,validation_auc_micro,validation_auc_weighted,validation_brier_macro,validation_coverage_error,validation_ece_macro,validation_f1_macro,validation_f1_micro,validation_label_ranking_average_precision,validation_loss,validation_pr_auc_macro,validation_pr_auc_micro,validation_precision_macro,validation_precision_micro,validation_ranking_loss,validation_recall_macro,validation_recall_micro,validation_subset_accuracy,validation_top1_hit,validation_top3_hit,validation_top5_hit,best_epoch
canonical,42,0.9207018249820067,17,0.0003700025936869456,0.7977292080613114,0.04832128328936441,0.7927417218543046,0.8452472325587769,0.8642858861501339,0.801543690208789,0.13170532340933142,3.2609271523178807,0.24751644725336186,0.2030395777533918,0.24038834951456312,0.7545459242322977,0.20209175224105516,0.2654835918422323,0.21722878094699355,0.12183621398623894,0.1424626006904488,0.06891838901496863,0.6933988365460902,0.768944099378882,0.06490066225165562,0.42105263157894735,0.7192982456140351,0.8646616541353384,21
canonical,42,0.9246606888108982,18,0.0003272853650893153,0.8222537609991485,0.04303976624006672,0.8155761589403974,0.8476707611505033,0.8749645787431212,0.8061457552450909,0.12006513504629193,3.1364238410596026,0.2304826193927411,0.22206119548097272,0.2629684522549227,0.7698992766039492,0.2270091287791729,0.2698834602772231,0.24702479080493844,0.13456096774106047,0.1584992343032159,0.06361062998306698,0.6801505855240483,0.7714285714285715,0.06225165562913907,0.44110275689223055,0.7593984962406015,0.8897243107769424,21
canonical,42,0.9232625703880227,19,0.00028550935879862404,0.8344479137099063,0.040724223013967276,0.798251655629139,0.8467256483721282,0.8679587662884504,0.8008057676566104,0.1290587089605357,3.1867549668874173,0.24112134807389726,0.20843335733142787,0.24980299448384555,0.7653692201589453,0.21514522905151048,0.2655097983511231,0.22713195368785194,0.12427264359424575,0.14844298759072816,0.06505939704639448,0.7185697475027467,0.7875776397515528,0.05562913907284768,0.42606516290726815,0.7493734335839599,0.8796992481203008,21
canonical,42,0.9217778690927991,20,0.00024513228148198373,0.8307124609707636,0.04148542954187308,0.808794701986755,0.845092276096359,0.8699958752539296,0.8014826769830755,0.12183727218043838,3.1602649006622516,0.22731440221843624,0.22711365468291908,0.2581706063720452,0.7668559299644022,0.235634695738554,0.2653545072630261,0.22950573317237272,0.13805747527980594,0.15467980295566502,0.06389356213873164,0.7072448125500137,0.7801242236024845,0.06622516556291391,0.44360902255639095,0.7468671679197995,0.9072681704260651,21
canonical,42,0.9248925120028522,21,0.00020659651284792217,0.8362872551802442,0.03990542250020163,0.8296158940397351,0.8473473324393018,0.8750990798378975,0.8022869068540395,0.1111176461532154,3.0450331125827814,0.21127630141317622,0.23568974521174602,0.27404063205417606,0.7754517956355029,0.2545339868714412,0.27128453642743816,0.2353429487259016,0.14520443123398608,0.16744827586206898,0.06022168829397526,0.6724674566362796,0.7540372670807454,0.07417218543046358,0.44862155388471175,0.7919799498746867,0.8947368421052632,21
canonical,42,0.9242508252992238,22,0.0001703242588417221,0.8536701674709055,0.035154996173722405,0.8292450331125828,0.8468358846170021,0.8754191945058383,0.8017510824168517,0.11157736112980025,3.0794701986754967,0.21133693696004,0.2288333678437731,0.2729528535980149,0.7741494068222168,0.26096311211586,0.27240439094628577,0.25031109332732154,0.1400679320021769,0.1667585446527012,0.06100618133035123,0.6559645369856665,0.7515527950310559,0.06887417218543046,0.43609022556390975,0.7694235588972431,0.9072681704260651,21
canonical,42,0.9231575674048369,23,0.0001367129258687328,0.8598807834232188,0.03321922447399369,0.8358675496688742,0.8459213945303642,0.8750534670209366,0.8012905547961278,0.10771071035661267,3.128476821192053,0.20423829401559537,0.23813961781137657,0.2802044609665427,0.7723617287447267,0.275816988820831,0.27349051341561104,0.2466670185683939,0.14772182371987733,0.17233495284366962,0.06297883880709286,0.653067686271292,0.7490683229813665,0.08211920529801324,0.44110275689223055,0.7644110275689223,0.8897243107769424,21
canonical,42,0.9243368292237225,24,0.00010613076672662967,0.8651603746806699,0.03184088652155229,0.8496953642384106,0.8457934283431586,0.8767387351466175,0.8003973010377523,0.10017595421850915,3.043708609271523,0.19153034194532026,0.2408283403000489,0.2909272681829543,0.7854340088056389,0.29194962978363037,0.27630722294543586,0.25911196429850686,0.15091474571522542,0.1821026282853567,0.05947158632911888,0.6219303519402851,0.7229813664596273,0.08609271523178808,0.49373433583959897,0.7944862155388471,0.8947368421052632,21
canonical,42,0.9237131703747001,25,7.891284595070194e-05,0.8737780300879932,0.03023650437327368,0.8526622516556291,0.8452049793080946,0.8780498888037207,0.8005985270492242,0.09806987479841783,3.056953642384106,0.1874139353005425,0.24413289335489666,0.2943415376807917,0.7850819106660557,0.30681105454762775,0.2752181168412243,0.2615739268306731,0.15333737124992453,0.18494897959183673,0.060057792965517214,0.617722431412173,0.7204968944099379,0.08211920529801324,0.49122807017543857,0.7844611528822055,0.8972431077694235,21
canonical,42,0.9225803740453028,26,5.535736877668677e-05,0.8766846437695146,0.029622802876734307,0.8513907284768212,0.8445022986800583,0.8759528679015698,0.799989347194462,0.09992106251159896,3.0503311258278147,0.1902365626823589,0.2441365147030546,0.2929165616334762,0.780780753652445,0.29676976179083187,0.274468187765016,0.25329050186914276,0.15302740232972417,0.18374446552814674,0.059897192067937824,0.6323510372043463,0.7217391304347827,0.08874172185430464,0.46867167919799496,0.7869674185463659,0.899749373433584,21
canonical,42,0.9223644956744504,27,3.5722413941803226e-05,0.8761169457848424,0.028693360991642942,0.8584370860927152,0.8437176790945398,0.8770071529971435,0.7986116840266226,0.09578880364674014,3.051655629139073,0.18290381651280435,0.24821491381101804,0.3001571503404924,0.786468165799107,0.31507929787039757,0.2724809848785162,0.2610712512914842,0.156727938458752,0.19017590441420512,0.0592708402422437,0.6162895187975336,0.7118012422360248,0.09536423841059603,0.49624060150375937,0.7894736842105263,0.899749373433584,21
canonical,42,0.9231379849851686,28,2.0223106120100757e-05,0.879103037184218,0.02843183049532984,0.8512847682119206,0.8445060923844818,0.8779927610706465,0.8001110360371357,0.09820277666991788,3.063576158940397,0.1864310641493309,0.24602746597429462,0.2938364779874214,0.7863189260068681,0.3138135317713022,0.2766026669370898,0.26511118899826663,0.15482572739455536,0.18422712933753943,0.05978341037526937,0.6196379383113555,0.7254658385093168,0.08211920529801324,0.49874686716791977,0.7794486215538847,0.9022556390977443,21
canonical,42,0.9232204537197554,29,9.029258971512472e-06,0.8803633267101901,0.027980188306953226,0.8584900662251655,0.8443066253141456,0.8779245308960666,0.7995994062688723,0.09563659105975758,3.0582781456953643,0.1823543849545099,0.25143419874191153,0.3024288325933664,0.7891382840560978,0.3196769667168458,0.2765723323472504,0.26508348447356017,0.15914291708590989,0.19146825396825398,0.059624390203580034,0.6171598849284257,0.7192546583850932,0.09403973509933775,0.5112781954887218,0.7819548872180451,0.899749373433584,21
canonical,43,0.8449906943536225,1,0.0008263860513916881,0.15613965370422936,0.14349455865366118,0.13827814569536423,0.7771398252267356,0.7303111777181218,0.7191949782423979,0.33496273499164153,5.491390728476821,0.5424297596476725,0.08348037188012203,0.08966250629652432,0.6785086912688685,0.12283334818979104,0.17702796551929637,0.1181784392023256,0.04558899273408217,0.04694643066463486,0.1398109560737957,0.9898996655518394,0.9950310559006211,0.0,0.3208020050125313,0.5588972431077694,0.6716791979949874,23
canonical,43,0.8837372573807487,2,0.0008241225367638266,0.36643769514618224,0.11608553305268288,0.438887417218543,0.8146772183173242,0.7938552626603924,0.7583891979868722,0.27960582434503173,4.332450331125828,0.4809009965437137,0.11322231101204577,0.12709140360998927,0.6906003906342453,0.1077852975577116,0.2093809697257762,0.13972450549540785,0.06221370908209791,0.0680614406779661,0.10572514794826765,0.9416099561895961,0.9577639751552796,0.0,0.2681704260651629,0.581453634085213,0.7468671679197995,23
canonical,43,0.8981685562425947,3,0.0008173567924201757,0.46596650581890436,0.10981173600469317,0.4893774834437086,0.8287377477949454,0.808970875855455,0.7772096338602275,0.2722824190886456,4.211920529801325,0.4668544082073186,0.12330035953474472,0.13761632068718682,0.6943080844764934,0.10681717346111934,0.23348159295525808,0.14294477294558153,0.0682054357598031,0.0741490695207791,0.10223891666448534,0.9421219620793702,0.9552795031055901,0.0,0.2656641604010025,0.5764411027568922,0.7393483709273183,23
canonical,43,0.900917957953416,4,0.0008061629452715875,0.47450468350837355,0.10256221012345382,0.5603708609271523,0.8301084579257072,0.8139245583943738,0.7801740672146418,0.24071905783811126,4.009271523178808,0.43536463509470413,0.1336103692408282,0.15205395462906193,0.7080950002770885,0.10280269446472327,0.23817474764924107,0.15477650308925012,0.07474373820357808,0.08284155439260661,0.09489645632023676,0.9018227435371077,0.924223602484472,0.0,0.3308270676691729,0.6140350877192983,0.7468671679197995,23
canonical,43,0.9094300327670088,5,0.0007906636374498848,0.5588759579903492,0.09478771207588059,0.5397615894039736,0.839996640172927,0.8072415416925895,0.7885138605915821,0.25194793974105645,4.234437086092715,0.4412773978577939,0.14059489923554158,0.14724649062530676,0.6943339259408189,0.10629542358219624,0.23745685739436678,0.1408540780044912,0.07977547083675356,0.0799403112342784,0.10070460474406706,0.9122371847648181,0.9316770186335404,0.0,0.2781954887218045,0.5914786967418546,0.7568922305764411,23
canonical,43,0.911725610152611,6,0.0007710286826150014,0.5565824581322736,0.0941140241920948,0.5439470198675497,0.8410536342697711,0.8102550467986815,0.7924305381923983,0.2442890360069414,4.32317880794702,0.43135475316584504,0.13248605498720442,0.1473851030110935,0.7067197588283992,0.1012406013906002,0.2471440361402712,0.16791633399531572,0.0740706035285221,0.08007749434937037,0.10389262216610028,0.914153097998705,0.924223602484472,0.0026490066225165563,0.3533834586466165,0.5889724310776943,0.7368421052631579,23
canonical,43,0.9112447780834717,7,0.0007474732054409863,0.5712858359352825,0.08937640927199807,0.6052450331125828,0.8411066399114547,0.8161538461538461,0.790185739830317,0.22947125701376436,4.047682119205298,0.4108004355312184,0.14723058388483865,0.1613956105796286,0.7013813817201701,0.10659169840315978,0.25024406451801334,0.15146196351878372,0.08391167648044127,0.08873762376237623,0.09584112632181192,0.8924290589771828,0.8906832298136645,0.011920529801324504,0.2982456140350877,0.5914786967418546,0.7694235588972431,23
canonical,43,0.914541558758859,8,0.0007202552846650586,0.6264206642066421,0.08222625185070294,0.6341721854304636,0.8442081820644158,0.8284923709384142,0.7956478979604201,0.21106801873361516,3.8450331125827812,0.3859596630047193,0.15793073403411187,0.17236006232769988,0.7033337669444321,0.11002391328414281,0.2512889145836204,0.15899947644149987,0.0900964468057332,0.0953833908198461,0.09086509326217149,0.8783447283656187,0.893167701863354,0.018543046357615896,0.2781954887218045,0.6190476190476191,0.7719298245614035,23
canonical,43,0.9134600866905028,9,0.0006896731255229556,0.6483110984956003,0.07762355670066816,0.6774039735099338,0.8423210014381398,0.8305634403132058,0.7998867975158054,0.19189570392785021,3.858278145695364,0.3573418712182501,0.16265704853911164,0.18607138083143965,0.7113908525236303,0.12571246549487114,0.24886456068079052,0.16730848901545112,0.09351212258526283,0.1042540443379269,0.08984235751014057,0.8313986042947872,0.8645962732919255,0.022516556291390728,0.3157894736842105,0.6165413533834586,0.7769423558897243,23
canonical,43,0.9218846386308257,10,0.0006560617925499662,0.6795344876525689,0.07226868040327515,0.7474437086092716,0.8477633352465413,0.8546976732994875,0.7996827036351333,0.16067204598042703,3.3748344370860925,0.3113062414144048,0.18522730735852863,0.21916461916461916,0.741213033842844,0.1376066586623589,0.2688374236959049,0.19211303733168486,0.10807067974382631,0.12622641509433963,0.074202740248522,0.7749628131368733,0.831055900621118,0.033112582781456956,0.3558897243107769,0.7017543859649122,0.8621553884711779,23
canonical,43,0.9211586374361495,11,0.0006197895385437662,0.6951007663922794,0.06975851979638849,0.7096688741721854,0.8486464428880288,0.8421238317516078,0.800768298864569,0.17639787243901672,3.6079470198675496,0.3325322917877937,0.17620567527982495,0.19976635514018692,0.7251219454812063,0.12631059810519218,0.2727232399909158,0.19220638430895212,0.10176314336326776,0.11318881350322688,0.08200937958591739,0.8320130078731968,0.8496894409937888,0.03576158940397351,0.3458646616541353,0.6441102756892231,0.8170426065162907,23
canonical,43,0.921206444140536,12,0.0005812537699097047,0.7132557479420948,0.06682430121249386,0.6877880794701987,0.8472064838801106,0.8570763456124733,0.799200461780441,0.1811390818966958,3.386754966887417,0.33214399835619063,0.1642807011502532,0.1939543154151279,0.7399996026042548,0.13260999818642935,0.2672281735918566,0.20332857450012448,0.0932908502705092,0.10897632954196126,0.07470656610376554,0.832596136708892,0.8807453416149068,0.030463576158940398,0.37343358395989973,0.6867167919799498,0.849624060150376,23
canonical,43,0.9208726018410188,13,0.0005408766925930643,0.730990632983253,0.06317684074331607,0.6822781456953643,0.8481019282342253,0.8496174641748617,0.8014037515627819,0.18895632745517654,3.5059602649006623,0.33973361340934866,0.16579107642177074,0.19188788572968601,0.7277067360679353,0.1224678810685873,0.25822568245747074,0.17828092218815755,0.09456634278782168,0.10761789600967352,0.07885840881553674,0.862650732007384,0.884472049689441,0.02384105960264901,0.3233082706766917,0.6516290726817042,0.8270676691729323,23
canonical,43,0.9195708331606085,14,0.0004991006863023729,0.7338291229066137,0.06276059466680246,0.7181456953642384,0.8465867809735967,0.851038404823203,0.7964060500934176,0.16997621774563915,3.3920529801324504,0.3130610543157388,0.17412415678486842,0.20430750822614419,0.7298405218701175,0.13951095193624496,0.2589322577634909,0.1843850356862269,0.10002899288651024,0.11613671144363204,0.0752992948171544,0.7999372503956628,0.8484472049689441,0.02781456953642384,0.3358395989974937,0.6791979949874687,0.8446115288220551,23
canonical,43,0.9251171432613583,15,0.00045638345770474285,0.7543230201532785,0.05757501182545509,0.7387549668874173,0.8506356177162412,0.859344199747703,0.8023879448766648,0.16214409192823726,3.3311258278145695,0.30151686923644994,0.1808003335242103,0.21593258069645413,0.7448152554511712,0.13934786369403204,0.2609598914979044,0.19534948931012797,0.10489214891788569,0.12381473377097009,0.07194736966752666,0.7922242454152777,0.8434782608695652,0.02119205298013245,0.37593984962406013,0.6942355889724311,0.8621553884711779,23
canonical,43,0.9212869220493521,16,0.0004131930256958443,0.7787453874538746,0.05339829716831446,0.7741456953642384,0.8470467361249931,0.8595822319688444,0.8001590131374144,0.14127410814090235,3.347019867549669,0.2651972183427891,0.19538792728992302,0.23175346909353037,0.7424018592435901,0.17993439051012197,0.2510062036917364,0.20137548034689184,0.11527300519096131,0.13553962900505903,0.07112750589664225,0.7430779378109071,0.7987577639751553,0.03708609271523179,0.37092731829573933,0.6967418546365914,0.8796992481203008,23
canonical,43,0.9190395051245834,17,0.0003700025936869456,0.7959806982685211,0.04898025348250355,0.752476821192053,0.844409402490981,0.8591641889546173,0.8020789371371524,0.1500358328174445,3.3390728476821194,0.2747768402206557,0.19815045667431408,0.22366234629444998,0.7463010263360249,0.1846342987070481,0.2621611609374373,0.19573337707090083,0.11643822260710117,0.12910032610780742,0.07125058635122739,0.765159837080254,0.8360248447204969,0.04105960264900662,0.38847117794486213,0.706766917293233,0.8646616541353384,23
canonical,43,0.9245025678900892,18,0.0003272853650893153,0.8066420664206642,0.04651287736903344,0.7812980132450331,0.8498044074837491,0.8636260642704184,0.8019953661300727,0.13889874904094768,3.2887417218543047,0.2556013371393899,0.21192724434868546,0.24201248622842453,0.746981604063401,0.18573947809636593,0.2626103922768581,0.20418151336093876,0.12620515230959228,0.14199525964231846,0.06999626687586437,0.766799825758812,0.8186335403726708,0.05827814569536424,0.38345864661654133,0.7117794486215538,0.8621553884711779,23
canonical,43,0.9234879424015474,19,0.00028550935879862404,0.8184842463809253,0.04365242352443082,0.8028079470198676,0.8480364341935122,0.8683409240118656,0.801106055671536,0.1260275813533339,3.2543046357615895,0.23658471910173184,0.21401392965628677,0.2505034232782924,0.7545150820803527,0.21249484705428281,0.26288274209326984,0.2168031392710015,0.1293968407643178,0.14948329728430665,0.06739955725242221,0.6912954086675144,0.7726708074534161,0.051655629139072845,0.39598997493734334,0.7443609022556391,0.8847117794486216,23
canonical,43,0.9244342392955073,20,0.00024513228148198373,0.8332443939824014,0.040416986481951814,0.8094834437086093,0.8476506046997108,0.8710964606241428,0.8032465729051323,0.12189797855543331,3.1695364238410595,0.2276070159922989,0.22242795738446436,0.25825082508250824,0.767836345957965,0.22349485754966736,0.25992205960332204,0.22234695312406658,0.13498103169491837,0.15483551817956961,0.06430021202523362,0.700169233728719,0.7776397515527951,0.060927152317880796,0.42857142857142855,0.7719298245614035,0.8847117794486216,23
canonical,43,0.9260486165914656,21,0.00020659651284792217,0.8405222821458984,0.038256044566099136,0.8265430463576159,0.8482851406448233,0.8764939314673441,0.8018123042249741,0.11251041632037621,3.104635761589404,0.21332449670384532,0.22627815714483912,0.2708240534521158,0.7776347594664229,0.2550385221838951,0.26716257772102664,0.2509754413073455,0.1383296394769003,0.1649932157394844,0.06178623862485835,0.6532814647997117,0.7552795031055901,0.06357615894039735,0.45864661654135336,0.7769423558897243,0.8922305764411027,23
canonical,43,0.927014171336893,22,0.0001703242588417221,0.8463241555492478,0.03620419644617608,0.8356556291390729,0.8491381852383038,0.8762743231119835,0.8019582046682029,0.10774856573319619,3.066225165562914,0.20555447577991653,0.2281914272358523,0.2762482501166589,0.7787598609858921,0.2576095312833786,0.27239882760554907,0.248797515454787,0.14005946000755726,0.17006607296753806,0.060738643260246,0.6442296953432369,0.7354037267080745,0.06622516556291391,0.48120300751879697,0.7744360902255639,0.9147869674185464,23
canonical,43,0.930091033377111,23,0.0001367129258687328,0.8559523133692876,0.03389836594994579,0.839682119205298,0.8516024572370874,0.8799919911180467,0.8055925135400929,0.10559808043228829,3.0317880794701986,0.2019716585338523,0.23718130208824878,0.28497164461247637,0.7848857614002361,0.2608188856393099,0.2765831211078328,0.26093874797261235,0.1461754298990521,0.17595564633790486,0.05951758988078263,0.6503702951682908,0.7490683229813665,0.060927152317880796,0.48621553884711777,0.7944862155388471,0.8972431077694235,23
canonical,43,0.928935539543483,24,0.00010613076672662967,0.8635594663638944,0.032542422047949264,0.8370331125827815,0.850061629955539,0.8792247883489672,0.8051661175524983,0.10673395873695507,3.037086092715232,0.2027127813913841,0.23511797983731725,0.28130841121495326,0.7887390958794391,0.2628572254131238,0.27475698200720994,0.26028798349976234,0.14484679732153954,0.17323741007194243,0.059315077671405425,0.6508173469074526,0.7478260869565218,0.06622516556291391,0.506265664160401,0.8045112781954887,0.899749373433584,23
canonical,43,0.9281979956562842,25,7.891284595070194e-05,0.8676241839341471,0.031004256469064524,0.8464635761589404,0.8496019274630471,0.8786593544084942,0.8050028330928475,0.10204425514959892,3.013245033112583,0.19466657361731132,0.24132805662048867,0.28865979381443296,0.7859606819323715,0.2780748326331377,0.2735640468932217,0.26077186274202274,0.1505429533138637,0.17987152034261242,0.05900736948252368,0.6332248564494439,0.7304347826086957,0.0781456953642384,0.48872180451127817,0.8095238095238095,0.9022556390977443,23
canonical,43,0.926461501300966,26,5.535736877668677e-05,0.8706897530513766,0.030683588602447083,0.8529801324503311,0.8484120774087635,0.8780472077187749,0.8028538440296975,0.09870451793881733,3.0423841059602648,0.18948749717719088,0.24052112382643936,0.2908254536161513,0.7804942389220263,0.28673327217499417,0.27195890083869223,0.25769236964027187,0.15050486404250607,0.1830759330759331,0.060124602727403276,0.6188984831090898,0.7068322981366459,0.08211920529801324,0.46867167919799496,0.7919799498746867,0.9022556390977443,23
