encoder,split,subset_accuracy__mean,subset_accuracy__std,precision_micro__mean,precision_micro__std,recall_micro__mean,recall_micro__std,f1_micro__mean,f1_micro__std,precision_macro__mean,precision_macro__std,recall_macro__mean,recall_macro__std,f1_macro__mean,f1_macro__std,auc_micro__mean,auc_micro__std,auc_macro__mean,auc_macro__std,pr_auc_micro__mean,pr_auc_micro__std,pr_auc_macro__mean,pr_auc_macro__std,brier_macro__mean,brier_macro__std,ece_macro__mean,ece_macro__std
resnet50,test,0.00013333333333332998,0.0004216370213557733,0.0655092306456095,0.004731409016430861,0.6391033623910336,0.06205804320097572,0.11877049742653137,0.008370112599963349,0.06443202426915509,0.003176870237873014,0.6438703542521665,0.0466531142757426,0.10696487436804851,0.007488918555826412,0.6563202562464088,0.02451462735380215,0.681388128330705,0.012340998869163506,0.06753355540016513,0.005340790982449092,0.10050450209869062,0.006732280166910764,0.22919171006223862,0.009637353833561266,0.4089519404647399,0.016313379102704834
resnet50,train,0.00184188155284781,0.002445831184702734,0.06961009280164768,0.005383187160351168,0.6751128818061088,0.06138501832426302,0.12613180349960232,0.009363645189806159,0.07348469851816582,0.005380133205002839,0.7294899132536277,0.04875999818613841,0.12033027767987106,0.008010849513181208,0.6857896622524032,0.029932718948036164,0.7519148522524837,0.022072907725600412,0.08163264529068953,0.011376864503166707,0.13456482254795232,0.021270682030418604,0.22707393883647214,0.009946428847902174,0.4077110033166895,0.016497936626327078
resnet50,validation,0.00026525198938992,0.0005592002935753094,0.0639832220431729,0.0039269311203992095,0.6283582089552239,0.061044751340638505,0.11607299051970887,0.006946671676210004,0.0654408616039499,0.003379758931337329,0.6495005608898909,0.04371346485374652,0.10667315443918171,0.004138581452241179,0.6494640182937689,0.021835335152931182,0.6801051875000588,0.006481501799639073,0.06750163248057453,0.00488534303642454,0.10523360820215366,0.006659606347338536,0.22990556347177016,0.009420346111948157,0.4094279074268428,0.016176534125494513
