encoder,seed,split,subset_accuracy,precision_micro,recall_micro,f1_micro,precision_macro,recall_macro,f1_macro,auc_micro,auc_macro,pr_auc_micro,pr_auc_macro,brier_macro,ece_macro
siglip2_so400m,42,train,0.0099178237461037,0.1099882404821402,0.7949535192563081,0.1932401459147109,0.1107327210649443,0.8273336338981275,0.185065190543339,0.8263011274815492,0.8592607263252939,0.1519430954623079,0.2393040863343787,0.177753329287257,0.3050376219717767
siglip2_so400m,42,validation,0.0039787798408488,0.1031786503484616,0.7549751243781094,0.1815462838343053,0.1021723422726883,0.764367226811229,0.1708486710168303,0.8007890835085352,0.8266496253821878,0.1298997505376451,0.2193939252183203,0.1807159142260867,0.3072006203580253
siglip2_so400m,42,test,0.004,0.1055242004446724,0.7683686176836861,0.1855639097744361,0.1035680973873373,0.7565670579270187,0.1730272009748228,0.803372542690214,0.809383278163217,0.1331566163811787,0.2171422296040202,0.1807895873945652,0.3074858725311506
siglip2_so400m,43,train,0.0300368376310569,0.1233121122420015,0.8077025232403718,0.213959051572504,0.116875197928777,0.8791782793990464,0.1968621153191923,0.8505785336041578,0.8933779742148166,0.1913535003895665,0.2918479523842781,0.1666643462872692,0.2825419229243116
siglip2_so400m,43,validation,0.0318302387267904,0.111719192300434,0.736318407960199,0.1940029493691627,0.1037196911545317,0.7640215955123567,0.1732803101421345,0.810320350480778,0.837313178349365,0.149152933348148,0.2395887595887095,0.1720624561504556,0.2858853835283442
siglip2_so400m,43,test,0.0173333333333333,0.110677808727948,0.7422166874221668,0.1926308985132514,0.102165867228078,0.7506876427716351,0.1716779969934419,0.811806640293639,0.8238302913038719,0.1564761611338528,0.2504994746248722,0.1728663928382729,0.2878166821807933
siglip2_so400m,44,train,0.0303202040238027,0.1219835002426435,0.7343957503320053,0.2092161016949152,0.1219689347142768,0.8324555614598096,0.2002605549676869,0.8328879540642388,0.875314232412957,0.1749653936538709,0.262476643446422,0.1576896613853646,0.2610623935421086
siglip2_so400m,44,validation,0.0291777188328912,0.1113397818481169,0.6728855721393034,0.1910648066395903,0.1114495627535132,0.7582276909303475,0.1819577853526454,0.8034424050643382,0.8337377492868379,0.1465323100563229,0.2388464205055331,0.1606777369262563,0.262003829489685
siglip2_so400m,44,test,0.024,0.1119081779053084,0.6799501867995019,0.1921858500527983,0.1114502182304982,0.7268656708254898,0.1820194554456072,0.8062890796277763,0.8239880588720397,0.1477317327720302,0.2211070048438929,0.1628409152296563,0.2648760268311448
siglip2_so400m,45,train,0.0221025786341739,0.1205803462570104,0.7880478087649403,0.2091572380247435,0.1138881858489047,0.8407461913324076,0.1920520962090569,0.8419655422040626,0.8717123227046393,0.1669782277363154,0.2536980662442797,0.1649792596891011,0.2749225731744149
