encoder,seed,split,subset_accuracy,precision_micro,recall_micro,f1_micro,precision_macro,recall_macro,f1_macro,auc_micro,auc_macro,pr_auc_micro,pr_auc_macro,brier_macro,ece_macro
siglip2_so400m,45,validation,0.0238726790450928,0.1117790719519068,0.7400497512437811,0.1942222947608944,0.1015327467721624,0.7619568759572067,0.1708725935967744,0.811129573235452,0.8290994120947548,0.1371340798919892,0.2255289141835966,0.168855535626325,0.2768592000785112
siglip2_so400m,45,test,0.012,0.1142314990512333,0.7496886674968867,0.1982545694055656,0.1066302046439541,0.7537329074849921,0.1788398057632711,0.8180090040961207,0.8264176408755834,0.1487337553807468,0.2387834730441333,0.1687510712208648,0.2778456564550434
siglip2_so400m,46,train,0.0243695097761405,0.1199918979137127,0.7867197875166002,0.2082249560632688,0.1148904998773283,0.874269253231789,0.191868599549859,0.8406854231192681,0.8819924087692026,0.1821934818465179,0.2745927302258998,0.1700745163277149,0.2817755807796837
siglip2_so400m,46,validation,0.026525198938992,0.1086377473363774,0.7101990049751243,0.1884488448844884,0.1027105791962104,0.7717513585646096,0.171143721891856,0.805606788180344,0.8329557703089889,0.1440491342750041,0.2284736121629705,0.1735648762113672,0.2834104283800642
siglip2_so400m,46,test,0.016,0.1100778136268741,0.7222914072229141,0.1910408432147562,0.1047541866465141,0.7639095056514636,0.1739009234741405,0.8106454448240116,0.8276000193484382,0.1577336459841136,0.2396407147945385,0.1740042701734793,0.2849309373930447
siglip2_so400m,47,train,0.0266364409181071,0.1270747961422244,0.8154050464807437,0.2198825383182925,0.1287996758503653,0.876374792720289,0.2143243256781869,0.8554594928361382,0.8899537083226899,0.1937787155012966,0.281643021271914,0.1612713109440622,0.2653097189238246
siglip2_so400m,47,validation,0.019893899204244,0.1168324556270723,0.7450248756218906,0.2019895464508514,0.1169176670173438,0.774931971659026,0.1930465713062339,0.8196393351870813,0.8382748049580069,0.1524721455661022,0.2344478732888854,0.1642085299345694,0.265998191887801
siglip2_so400m,47,test,0.0213333333333333,0.1194519490544191,0.7708592777085927,0.2068504594820384,0.1180555561871039,0.7731616635043151,0.1946875798187583,0.8240768914087079,0.8290367455151304,0.1533755012920663,0.2332897594470062,0.165612661505616,0.2684280711115475
siglip2_so400m,48,train,0.0167186171720034,0.1264068536872165,0.799468791500664,0.2182978569097436,0.1144384855813457,0.8262669393006665,0.1942144953456138,0.8501202970893283,0.8678694038061673,0.1848276781107337,0.2462933379839926,0.16036606617429,0.2741871814404183
siglip2_so400m,48,validation,0.0106100795755968,0.1173598906463581,0.7475124378109452,0.2028691983122363,0.105741310553499,0.7456688271510902,0.1784144464083842,0.8213806011502942,0.8264020260119403,0.1554996236422625,0.2186891984745639,0.1641160459785912,0.2767120805755613
siglip2_so400m,48,test,0.0106666666666666,0.117578804873332,0.7571606475716065,0.2035487110813525,0.101911048396615,0.7211337480549767,0.1719889339001458,0.8208759276744082,0.8145378474131151,0.1605282287733804,0.2252945217571895,0.1656232522429201,0.277705194341467
siglip2_so400m,49,train,0.036270898271465,0.1221307081241775,0.6656042496679947,0.2063910393674847,0.126753531049546,0.8200942485929376,0.1999813493510711,0.8287878103184388,0.8810682586682753,0.1758426319238174,0.2704077548019826,0.1469159079243416,0.2508196766740484
siglip2_so400m,49,validation,0.0477453580901856,0.1120512234164189,0.6094527363184079,0.1892988217114158,0.1176930741765771,0.7350072582970477,0.1821371230109101,0.7966877281000516,0.8395693788307946,0.1440987109136173,0.2394648087773282,0.1516082855163039,0.2540675938325584
siglip2_so400m,49,test,0.0226666666666666,0.1069809610154125,0.5877957658779577,0.1810162991371045,0.1104191083474488,0.6973114177010905,0.1733406011213719,0.7964101924297509,0.8225697136492758,0.1496845594393308,0.2229098442835997,0.152031505306101,0.2546169005798457
siglip2_so400m,50,train,0.0150184188155284,0.1124448622460047,0.8260292164674635,0.197944181013907,0.1098559038398247,0.8662252107082267,0.186450809001831,0.8431792759501108,0.8725037413669796,0.1846349559166892,0.2578306575406195,0.1778014372088183,0.3057407443293058
siglip2_so400m,50,validation,0.0092838196286472,0.1054575986565911,0.7810945273631841,0.1858263056665187,0.1015304896492855,0.7952977942286246,0.1716819795709526,0.8116227848896931,0.8274615822940733,0.1486344772245132,0.2274193759128504,0.1819151268688739,0.309062143206863
siglip2_so400m,50,test,0.012,0.1038160306615564,0.775840597758406,0.1831275720164609,0.1005654171434889,0.7776559703220792,0.1705321296537092,0.8160596154125046,0.82000426577393,0.1563706808161732,0.2300962278298431,0.1818639982358839,0.3087923162877999
siglip2_so400m,51,train,0.0402380277699064,0.1300961764015951,0.7365205843293493,0.2211323763955343,0.1285801553583622,0.8378528858627107,0.2117468008102258,0.8506462585996687,0.8820369766153192,0.2014083053726695,0.2731185190392573,0.1458546042214675,0.2543233826756395
siglip2_so400m,51,validation,0.0411140583554376,0.120345744680851,0.6753731343283582,0.2042889390519187,0.1152082830250938,0.7341794842721793,0.1879162531425742,0.8166572173489197,0.8352245593472308,0.1698601825983643,0.2445107934047065,0.14947965221793,0.2561496139845813
siglip2_so400m,51,test,0.0306666666666666,0.1186143389607542,0.6737235367372354,0.2017151379567487,0.1145756243809942,0.7238044779788391,0.1881783401974215,0.8161304272071057,0.8221105242225981,0.1664542889360235,0.2323987362254649,0.1499728771580198,0.2568121498326204
