label,threshold,support_positive,support_negative,tp,fp,tn,fn,sensitivity,specificity,balanced_accuracy,precision,recall,f1,auc,pr_auc,brier,ece
Eczema,0.5,7,12,2,3,9,5,0.2857142857142857,0.75,0.5178571428571428,0.4,0.2857142857142857,0.3333333333333333,0.4642857142857143,0.3981510552939124,0.24923494197287357,0.10606639479335983
Allergic Contact Dermatitis,0.5,3,16,2,4,12,1,0.6666666666666666,0.75,0.7083333333333333,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.9166666666666666,0.8095238095238095,0.22660622671451508,0.3275415771885922
Insect Bite,0.5,1,18,1,14,4,0,1.0,0.2222222222222222,0.6111111111111112,0.06666666666666667,1.0,0.125,1.0,1.0,0.28670972622817054,0.5284073258701124
Urticaria,0.5,2,17,2,7,10,0,1.0,0.5882352941176471,0.7941176470588236,0.2222222222222222,1.0,0.36363636363636365,0.8529411764705882,0.6428571428571428,0.23538774486156247,0.4325993531628658
Psoriasis,0.5,3,16,3,14,2,0,1.0,0.125,0.5625,0.17647058823529413,1.0,0.3,0.875,0.6333333333333333,0.264233528761022,0.3831767345729627
Folliculitis,0.5,2,17,2,15,2,0,1.0,0.11764705882352941,0.5588235294117647,0.11764705882352941,1.0,0.21052631578947367,1.0,1.0,0.3072520079123932,0.4789749823118511
Irritant Contact Dermatitis,0.5,2,17,2,13,4,0,1.0,0.23529411764705882,0.6176470588235294,0.13333333333333333,1.0,0.23529411764705882,1.0,1.0,0.2911783699900474,0.528993995566117
Tinea,0.5,1,18,1,1,17,0,1.0,0.9444444444444444,0.9722222222222222,0.5,1.0,0.6666666666666666,1.0,1.0,0.15460874737165606,0.3880429048287241
Herpes Zoster,0.5,2,17,1,2,15,1,0.5,0.8823529411764706,0.6911764705882353,0.3333333333333333,0.5,0.4,0.7058823529411764,0.26666666666666666,0.2057179766405106,0.34008880979136413
Drug Rash,0.5,4,15,2,5,10,2,0.5,0.6666666666666666,0.5833333333333333,0.2857142857142857,0.5,0.36363636363636365,0.5833333333333333,0.47023809523809523,0.2430572445447421,0.28703579777165467
Herpes Simplex,0.5,1,18,1,1,17,0,1.0,0.9444444444444444,0.9722222222222222,0.5,1.0,0.6666666666666666,1.0,1.0,0.17776345556767872,0.4172798112819069
Impetigo,0.5,1,18,1,2,16,0,1.0,0.8888888888888888,0.9444444444444444,0.3333333333333333,1.0,0.5,1.0,1.0,0.19057420229997005,0.43201550370768493
Acute Dermatitis NOS,0.5,3,16,3,3,13,0,1.0,0.8125,0.90625,0.5,1.0,0.6666666666666666,0.9166666666666666,0.5888888888888889,0.2279736442992867,0.32435824369129385
Hypersensitivity,0.5,1,18,1,2,16,0,1.0,0.8888888888888888,0.9444444444444444,0.3333333333333333,1.0,0.5,1.0,1.0,0.16408553914935192,0.39774295687675476
Acne,0.5,1,18,1,4,14,0,1.0,0.7777777777777778,0.8888888888888888,0.2,1.0,0.3333333333333333,1.0,1.0,0.21944218958549294,0.46025615930557245
Pigmented Purpuric Eruption,0.5,1,18,1,12,6,0,1.0,0.3333333333333333,0.6666666666666666,0.07692307692307693,1.0,0.14285714285714285,1.0,1.0,0.24880227192113963,0.49116452900986923
Leukocytoclastic Vasculitis,0.5,1,18,1,15,3,0,1.0,0.16666666666666666,0.5833333333333334,0.0625,1.0,0.11764705882352941,1.0,1.0,0.30788855663847786,0.5460329322438491
Lichen Planus Lichenoid Eruption,0.5,3,16,2,10,6,1,0.6666666666666666,0.375,0.5208333333333333,0.16666666666666666,0.6666666666666666,0.26666666666666666,0.75,0.4658119658119658,0.2573943648303379,0.37025521617186696
Pityriasis Rosea,0.5,1,18,1,6,12,0,1.0,0.6666666666666666,0.8333333333333333,0.14285714285714285,1.0,0.25,1.0,1.0,0.2243293096130459,0.4649872403395803
Viral Exanthem,0.5,2,17,2,14,3,0,1.0,0.17647058823529413,0.5882352941176471,0.125,1.0,0.2222222222222222,1.0,1.0,0.2758778133958913,0.5212381874260149
Lichen Simplex Chronicus,0.5,1,18,1,4,14,0,1.0,0.7777777777777778,0.8888888888888888,0.2,1.0,0.3333333333333333,1.0,1.0,0.2026628333534451,0.4460799882286473
Stasis Dermatitis,0.5,1,18,1,1,17,0,1.0,0.9444444444444444,0.9722222222222222,0.5,1.0,0.6666666666666666,1.0,1.0,0.17510246910286612,0.4138598253852443
Keratosis Pilaris,0.5,1,18,1,13,5,0,1.0,0.2777777777777778,0.6388888888888888,0.07142857142857142,1.0,0.13333333333333333,1.0,1.0,0.2839171736899216,0.5253640413284302
CD - Contact Dermatitis,0.5,1,18,1,12,6,0,1.0,0.3333333333333333,0.6666666666666666,0.07692307692307693,1.0,0.14285714285714285,1.0,1.0,0.27894352444935705,0.5200613988073248
Scabies,0.5,2,17,2,8,9,0,1.0,0.5294117647058824,0.7647058823529411,0.2,1.0,0.3333333333333333,1.0,1.0,0.23404468993563543,0.4350816623160713
