encoder,label,threshold,support_positive,support_negative,tp,fp,tn,fn,sensitivity,specificity,balanced_accuracy,precision,recall,f1,auc,pr_auc,brier,ece,default_sensitivity,default_specificity,default_balanced_accuracy,sensitivity_ci_lower,sensitivity_ci_upper,specificity_ci_lower,specificity_ci_upper
bit50,Eczema,0.49,157,593,95,263,330,62,0.6050955414012739,0.5564924114671164,0.5807939764341952,0.2653631284916201,0.6050955414012739,0.3689320388349514,0.6250201394184811,0.2664882420862155,0.2293384963769617,0.2610727315306664,0.5732484076433121,0.6070826306913997,0.5901655191673558,0.5269985667748014,0.678172414898452,0.5162706875473141,0.5959869296302628
bit50,Allergic Contact Dermatitis,0.5,130,620,74,274,346,56,0.5692307692307692,0.5580645161290323,0.5636476426799008,0.2126436781609195,0.5692307692307692,0.309623430962343,0.6079652605459057,0.244738700515269,0.2414795378432525,0.3179611827353636,0.5692307692307692,0.5580645161290323,0.5636476426799008,0.4833284540296195,0.6511590221126898,0.5187351309601476,0.5966788079212284
bit50,Insect Bite,0.53,60,690,34,301,389,26,0.5666666666666667,0.563768115942029,0.5652173913043479,0.1014925373134328,0.5666666666666667,0.1721518987341772,0.6330193236714976,0.1389215868376352,0.2517360420581832,0.4193639592150847,0.8166666666666667,0.4652173913043478,0.6409420289855072,0.4410343877612556,0.6842760319531324,0.5265133267987903,0.600316799711049
bit50,Urticaria,0.49,50,700,36,273,427,14,0.72,0.61,0.665,0.116504854368932,0.72,0.2005571030640668,0.7076571428571429,0.1217208946827451,0.2157878982439088,0.3786141852438449,0.7,0.6242857142857143,0.6621428571428571,0.5833487630404344,0.8252582933408878,0.5733610162057503,0.6454382575085762
bit50,Psoriasis,0.52,46,704,22,275,429,24,0.4782608695652174,0.609375,0.5438179347826086,0.074074074074074,0.4782608695652174,0.1282798833819242,0.5767045454545454,0.0850931865988926,0.2509393904915218,0.4319801006386677,0.5869565217391305,0.5482954545454546,0.5676259881422925,0.3412468943404568,0.6186258692719597,0.572834504788164,0.6447283379655977
bit50,Folliculitis,0.51,40,710,31,235,475,9,0.775,0.6690140845070423,0.7220070422535212,0.1165413533834586,0.775,0.2026143790849673,0.7458450704225352,0.1499799284441891,0.216362807479189,0.3897296491257847,0.8,0.6549295774647887,0.7274647887323944,0.6249690325768998,0.8768390867645927,0.6335726686245108,0.7026364392024474
bit50,Irritant Contact Dermatitis,0.51,37,713,20,286,427,17,0.5405405405405406,0.5988779803646563,0.5697092604525984,0.065359477124183,0.5405405405405406,0.1166180758017492,0.6312497630870703,0.0853070589317523,0.243815191023547,0.4434396590550741,0.7027027027027027,0.5063113604488079,0.6045070315757552,0.3838404689217949,0.6896143019562697,0.5624648941745395,0.6342313184468188
bit50,Tinea,0.53,31,719,16,250,469,15,0.5161290322580645,0.6522948539638387,0.5842119431109516,0.0601503759398496,0.5161290322580645,0.1077441077441077,0.6161335187760779,0.0697793423101732,0.2413188949360133,0.4367377131044865,0.6451612903225806,0.5591098748261474,0.602135582574364,0.348403954480288,0.6802974843758269,0.6167581155270462,0.6862128849981527
bit50,Herpes Zoster,0.48,21,729,17,237,492,4,0.8095238095238095,0.6748971193415638,0.7422104644326867,0.0669291338582677,0.8095238095238095,0.1236363636363636,0.7763407146123195,0.1557237316356732,0.1914679701625292,0.3642023479233185,0.8095238095238095,0.6995884773662552,0.7545561434450323,0.5999943530979508,0.9233243494723822,0.6400544686501924,0.7079061945065456
bit50,Drug Rash,0.53,22,728,15,260,468,7,0.6818181818181818,0.6428571428571429,0.6623376623376623,0.0545454545454545,0.6818181818181818,0.101010101010101,0.7457542457542458,0.0890440426374907,0.236735089559932,0.4210551395687585,0.7272727272727273,0.6043956043956044,0.6658341658341658,0.4731859774104274,0.8363940681864375,0.6073841324604763,0.6768304299874834
bit50,Herpes Simplex,0.51,20,730,14,210,520,6,0.7,0.7123287671232876,0.7061643835616438,0.0625,0.7,0.1147540983606557,0.7647945205479452,0.1302754872789625,0.1987400487692368,0.3715759718921035,0.7,0.7013698630136986,0.7006849315068493,0.4810271816464765,0.8545227551323956,0.6784466105211627,0.7439879579729362
bit50,Impetigo,0.63,18,732,9,144,588,9,0.5,0.8032786885245902,0.6516393442622951,0.0588235294117647,0.5,0.1052631578947368,0.7200971463266546,0.0698457649395353,0.2394096500726502,0.4371758628576994,0.6111111111111112,0.5983606557377049,0.6047358834244081,0.2903102150516997,0.7096897849483003,0.7729298104773255,0.8304610350338564
bit50,Acute Dermatitis NOS,0.52,19,731,12,272,459,7,0.631578947368421,0.627906976744186,0.6297429620563035,0.0422535211267605,0.631578947368421,0.0792079207920792,0.6162790697674418,0.0437246879771771,0.2208392252840937,0.413235330683055,0.631578947368421,0.5868673050615595,0.6092231262149903,0.4103953316480306,0.8085048725486492,0.5922837444620268,0.6621929154424182
bit50,Hypersensitivity,0.56,17,733,11,214,519,6,0.6470588235294118,0.7080491132332879,0.6775539683813498,0.0488888888888888,0.6470588235294118,0.0909090909090909,0.7593291068132574,0.0520371084561871,0.2243229779591403,0.4254584283478558,0.7647058823529411,0.6016371077762619,0.6831714950646015,0.4130036348521869,0.8269027960275627,0.6741183096289295,0.739810624945611
bit50,Acne,0.41,15,735,14,189,546,1,0.9333333333333332,0.7428571428571429,0.8380952380952381,0.0689655172413793,0.9333333333333332,0.128440366972477,0.916734693877551,0.2935083363923413,0.1334337868535232,0.2809373320331796,0.8666666666666667,0.8054421768707483,0.8360544217687075,0.7018347012621998,0.9881331045067316,0.7100545301324805,0.7731343810174536
