subset_accuracy,precision_micro,recall_micro,f1_micro,precision_macro,recall_macro,f1_macro,auc_micro,auc_macro,auc_weighted,pr_auc_micro,pr_auc_macro,label_ranking_average_precision,coverage_error,ranking_loss,top1_hit,top3_hit,top5_hit,brier_macro,ece_macro
0.046357615894039736,0.13157894736842105,0.7382133995037221,0.22334834834834835,0.1225273343522428,0.7482147058365178,0.2000721945333706,0.879190185897539,0.8432198233427041,0.810988399575335,0.2636586225409072,0.27966324697574413,0.7908105004616601,3.0860927152317883,0.0584288610697752,0.5025,0.79,0.92,0.10689336921867654,0.20691612430777806
