subset_accuracy,precision_micro,recall_micro,f1_micro,precision_macro,recall_macro,f1_macro,auc_micro,auc_macro,auc_weighted,pr_auc_micro,pr_auc_macro,label_ranking_average_precision,coverage_error,ranking_loss,top1_hit,top3_hit,top5_hit,brier_macro,ece_macro
0.0075,0.21518987341772153,0.7382133995037221,0.33323998879865585,0.20236203011060055,0.7482147058365178,0.29744869938451624,0.8760747110398355,0.8322434321576564,0.8031967437244701,0.40707469122182083,0.39813800766359597,0.6051548196213825,5.825,0.11028447526920068,0.5025,0.79,0.92,0.11325011563735736,0.18983091622636183
